VILLE_DEPART,VILLE_ARRIVEE,Horaires,Trajet,Type de trajet,Temps de trajet,Prix,Compagnie de vol
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,20:30 � 22:20,"BERA�roport de Berlin Brandebourg
-
ORYA�roport de Paris-Orly",direct,1h 50min,82 �,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,20:30 � 22:20,"BERA�roport de Berlin Brandebourg
-
ORYA�roport de Paris-Orly",direct,1h 50min,150 �,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,20:30 � 22:20,"BERA�roport de Berlin Brandebourg
-
ORYA�roport de Paris-Orly",direct,1h 50min,158 �,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,,,,,,
BER,PAR,20:15 – 22:05,"BERAéroport de Berlin Brandebourg
-
CDGAéroport Charles-de-Gaulle",direct,1h 50min,118 €
BER,PAR,20:15 – 22:05,"BERAéroport de Berlin Brandebourg
-
CDGAéroport Charles-de-Gaulle",direct,1h 50min,117 €
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,09:00 – 10:50,"BERAéroport de Berlin Brandebourg
-
ORYAéroport de Paris-Orly",direct,1h 50min,113 €
BER,PAR,09:00 – 10:50,"BERAéroport de Berlin Brandebourg
-
ORYAéroport de Paris-Orly",direct,1h 50min,81 €
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
BER,PAR,,,,,
