Date_Départ,Date_arrivée,VILLE_DEPART,VILLE_ARRIVEE,Horaires,Trajet,Type de trajet,Temps de trajet,Prix,Compagnie de vol
2024-01-03,2024-01-09,BER,PAR,18:40 – 22:15,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 35min,175 €,"SWISS, Lufthansa"
2024-01-03,2024-01-09,BER,PAR,15:45 – 19:15,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 30min,178 €,"Lufthansa, SWISS"
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-03,2024-01-09,VNO,KIV,,,,,,
2024-01-10,2024-01-16,BER,PAR,14:05 – 22:10,BERAéroport de Berlin Brandebourg-ORYAéroport de Paris-Orly,,8h 05min,90 €,"Ryanair, Vueling"
2024-01-10,2024-01-16,BER,PAR,11:55 – 21:45,BERAéroport de Berlin Brandebourg-BVAAéroport de Beauvais-Tillé,,9h 50min,106 €,"Ryanair, Vueling"
2024-01-10,2024-01-16,BER,PAR,15:45 – 17:35,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 50min,115 €,Air France
2024-01-10,2024-01-16,BER,PAR,20:15 – 22:05,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 50min,115 €,Air France
2024-01-10,2024-01-16,BER,PAR,10:15 – 12:10,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 55min,115 €,Air France
2024-01-10,2024-01-16,BER,PAR,15:45 – 17:35,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 50min,116 €,Air France
2024-01-10,2024-01-16,BER,PAR,10:15 – 12:10,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 55min,116 €,Air France
2024-01-10,2024-01-16,BER,PAR,10:15 – 12:10,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 55min,116 €,Air France
2024-01-10,2024-01-16,BER,PAR,,,,,,
2024-01-10,2024-01-16,BER,PAR,,,,,,
2024-01-10,2024-01-16,BER,PAR,,,,,,
2024-01-10,2024-01-16,BER,PAR,,,,,,
2024-01-10,2024-01-16,BER,PAR,09:05 – 17:10,BERAéroport de Berlin Brandebourg-BVAAéroport de Beauvais-Tillé,,8h 05min,122 €,"Wizz Air, Ryanair"
2024-01-10,2024-01-16,BER,PAR,20:15 – 22:05,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 50min,124 €,"Air France, Ryanair"
2024-01-10,2024-01-16,BER,PAR,10:15 – 12:10,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 55min,124 €,"Air France, Ryanair"
2024-01-10,2024-01-16,VNO,KIV,20:00 – 08:50+1,VNOAéroport de Vilnius-KIVChisinau,1 escale,12h 50min,260 €,Turkish Airlines
2024-01-10,2024-01-16,VNO,KIV,20:00 – 08:50+1,VNOAéroport de Vilnius-KIVChisinau,1 escale,12h 50min,260 €,Turkish Airlines
2024-01-10,2024-01-16,VNO,KIV,20:00 – 08:50+1,VNOAéroport de Vilnius-KIVChisinau,1 escale,12h 50min,260 €,Turkish Airlines
2024-01-10,2024-01-16,VNO,KIV,12:00 – 20:40,VNOAéroport de Vilnius-KIVChisinau,1 escale,8h 40min,261 €,Turkish Airlines
2024-01-10,2024-01-16,VNO,KIV,12:00 – 20:40,VNOAéroport de Vilnius-KIVChisinau,1 escale,8h 40min,261 €,Turkish Airlines
2024-01-10,2024-01-16,VNO,KIV,20:00 – 14:25+1,VNOAéroport de Vilnius-KIVChisinau,1 escale,18h 25min,261 €,Turkish Airlines
2024-01-10,2024-01-16,VNO,KIV,12:00 – 20:40,VNOAéroport de Vilnius-KIVChisinau,1 escale,8h 40min,261 €,Turkish Airlines
2024-01-10,2024-01-16,VNO,KIV,10:05 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,4h 00min,281 €,LOT
2024-01-10,2024-01-16,VNO,KIV,10:05 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,4h 00min,286 €,LOT
2024-01-10,2024-01-16,VNO,KIV,10:05 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,4h 00min,286 €,LOT
2024-01-10,2024-01-16,VNO,KIV,10:05 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,4h 00min,295 €,LOT
2024-01-10,2024-01-16,VNO,KIV,10:05 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,4h 00min,295 €,LOT
2024-01-10,2024-01-16,VNO,KIV,10:05 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,4h 00min,301 €,LOT
2024-01-10,2024-01-16,VNO,KIV,08:35 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,5h 30min,303 €,LOT
2024-01-10,2024-01-16,VNO,KIV,08:35 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,5h 30min,308 €,LOT
2024-01-17,2024-01-23,BER,PAR,14:30 – 17:50,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 20min,148 €,"KLM, Air France"
2024-01-17,2024-01-23,BER,PAR,11:50 – 15:15,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 25min,148 €,"KLM, Air France"
2024-01-17,2024-01-23,BER,PAR,14:30 – 17:50,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 20min,149 €,"KLM, Air France"
2024-01-17,2024-01-23,BER,PAR,11:50 – 15:15,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 25min,149 €,"KLM, Air France"
2024-01-17,2024-01-23,BER,PAR,17:05 – 22:30,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,5h 25min,155 €,Austrian Airlines
2024-01-17,2024-01-23,BER,PAR,17:05 – 22:30,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,5h 25min,155 €,Austrian Airlines
2024-01-17,2024-01-23,BER,PAR,09:10 – 22:30,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,13h 20min,155 €,Austrian Airlines
2024-01-17,2024-01-23,BER,PAR,12:25 – 14:15,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 50min,156 €,Air France
2024-01-17,2024-01-23,BER,PAR,20:15 – 22:05,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,direct,1h 50min,156 €,
2024-01-17,2024-01-23,BER,PAR,,,,,,
2024-01-17,2024-01-23,BER,PAR,,,,,,
2024-01-17,2024-01-23,BER,PAR,19:40 – 09:15+1,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,13h 35min,161 €,Austrian Airlines
2024-01-17,2024-01-23,BER,PAR,09:40 – 13:35,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 55min,162 €,Lufthansa
2024-01-17,2024-01-23,BER,PAR,12:55 – 17:25,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,4h 30min,162 €,Lufthansa
2024-01-17,2024-01-23,BER,PAR,09:40 – 13:35,BERAéroport de Berlin Brandebourg-CDGAéroport Charles-de-Gaulle,1 escale,3h 55min,162 €,Lufthansa
2024-01-17,2024-01-23,VNO,KIV,10:05 – 14:05,VNOAéroport de Vilnius-KIVChisinau,1 escale,4h 00min,286 €,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
2024-01-17,2024-01-23,VNO,KIV,,,,,,
