Name,Link,Type,Address
Bier’s Kudamm 195,https://www.yelp.com/biz/biers-kudamm-195-berlin?osq=restaurant,Food Stands - Curry Sausage,Kurfürstendamm 195 10707 Berlin Germany
Pirates Berlin,https://www.yelp.com/biz/pirates-berlin-berlin-2?osq=restaurant,International - Dance Clubs,Mühlenstr. 78 - 80 10243 Berlin Germany
Aroma,https://www.yelp.com/biz/aroma-berlin-2?osq=restaurant,"('Aroma', 'https://www.yelp.com/biz/aroma-berlin-2?osq=restaurant', 'Dim Sum')",Kantstr. 35 10625 Berlin Germany
Madang,https://www.yelp.com/biz/madang-berlin?osq=restaurant,"('Madang', 'https://www.yelp.com/biz/madang-berlin?osq=restaurant', 'Korean')",Gneisenaustr. 8 10961 Berlin Germany
Maharadscha,https://www.yelp.com/biz/maharadscha-berlin-2?osq=restaurant,"('Maharadscha', 'https://www.yelp.com/biz/maharadscha-berlin-2?osq=restaurant', 'Indian')",Fuggerstr. 21 10777 Berlin Germany
Weingalerie und Café NÖ!,https://www.yelp.com/biz/weingalerie-und-caf%C3%A9-n%C3%B6-berlin?osq=restaurant,Wine Bars - Mediterranean,Glinkastr. 23 10117 Berlin Germany
Que Pasa,https://www.yelp.com/biz/que-pasa-berlin?osq=restaurant,"('Que Pasa', 'https://www.yelp.com/biz/que-pasa-berlin?osq=restaurant', 'Mexican')",Skalitzer Str. 107 10997 Berlin Germany
Tomasa,https://www.yelp.com/biz/tomasa-berlin-2?osq=restaurant,"('Tomasa', 'https://www.yelp.com/biz/tomasa-berlin-2?osq=restaurant', 'Mediterranean')",Kreuzbergstr. 62 10965 Berlin Germany
Fischerhütte am Schlachtensee,https://www.yelp.com/biz/fischerh%C3%BCtte-am-schlachtensee-berlin?osq=restaurant,Bavarian - Beer Garden,Fischerhüttenstr. 136 14163 Berlin Germany
Zimt & Zucker,https://www.yelp.com/biz/zimt-und-zucker-berlin-3?osq=restaurant,"('Zimt & Zucker', 'https://www.yelp.com/biz/zimt-und-zucker-berlin-3?osq=restaurant', 'Cafes')",Schiffbauerdamm 12 10117 Berlin Germany
Zweistrom,https://www.yelp.com/biz/zweistrom-berlin?osq=restaurant,Arabic - Lebanese,Kollwitzstr. 104 10435 Berlin Germany
Kreuzburger,https://www.yelp.com/biz/kreuzburger-berlin-2?osq=restaurant,"('Kreuzburger', 'https://www.yelp.com/biz/kreuzburger-berlin-2?osq=restaurant', 'Burgers')",Oranienstr. 190 10999 Berlin Germany
Entrecôte,https://www.yelp.com/biz/entrec%C3%B4te-berlin-2?osq=restaurant,French - Brasseries,Schützenstr. 5 10117 Berlin Germany
An Einem Sonntag Im August,https://www.yelp.com/biz/an-einem-sonntag-im-august-berlin?osq=restaurant,Bars - Breakfast & Brunch,Kastanienallee 103 10435 Berlin Germany
Madami,https://www.yelp.com/biz/madami-berlin-6?osq=restaurant,"('Madami', 'https://www.yelp.com/biz/madami-berlin-6?osq=restaurant', 'Vietnamese')",Rosa-Luxemburg-Str. 3 10178 Berlin Germany
Onkel Ho,https://www.yelp.com/biz/onkel-ho-berlin?osq=restaurant,Vietnamese - Pan Asian,Gleim Str. 10A 10437 Berlin Germany
Curry 61,https://www.yelp.com/biz/curry-61-berlin?osq=restaurant,Food Stands - Curry Sausage,Oranienburger Str. 6 10178 Berlin Germany
Wohnzimmer,https://www.yelp.com/biz/wohnzimmer-berlin?osq=restaurant,Bars - Cafes,Lettestr. 6 10437 Berlin Germany
Krasselts Imbiss,https://www.yelp.com/biz/krasselts-imbiss-berlin?osq=restaurant,Curry Sausage - Fast Food,Steglitzer Damm 22 12169 Berlin Germany
Restaurant Jolesch,https://www.yelp.com/biz/restaurant-jolesch-berlin?osq=restaurant,"('Restaurant Jolesch', 'https://www.yelp.com/biz/restaurant-jolesch-berlin?osq=restaurant', 'Austrian')",Muskauer Str. 1 10997 Berlin Germany
Amici Amici,https://www.yelp.com/biz/amici-amici-berlin?osq=restaurant,Italian - Pizza,Mehringdamm 40 10961 Berlin Germany
Zum Schusterjungen,https://www.yelp.com/biz/zum-schusterjungen-berlin-2?osq=restaurant,"('Zum Schusterjungen', 'https://www.yelp.com/biz/zum-schusterjungen-berlin-2?osq=restaurant', 'German')",Danziger Str. 9 10435 Berlin Germany
Otito,https://www.yelp.com/biz/otito-berlin?osq=restaurant,Vietnamese - Sushi Bars,Leipziger Str. 30 10117 Berlin Germany
NU Restaurant,https://www.yelp.com/biz/nu-restaurant-berlin?osq=restaurant,Bars - Pan Asian,Schlüterstr. 55 10629 Berlin Germany
Five Elephant,https://www.yelp.com/biz/five-elephant-berlin?osq=restaurant,"('Five Elephant', 'https://www.yelp.com/biz/five-elephant-berlin?osq=restaurant', 'Cafes')",Reichenberger Str. 101 10999 Berlin Germany
Aiko,https://www.yelp.com/biz/aiko-berlin?osq=restaurant,"('Aiko', 'https://www.yelp.com/biz/aiko-berlin?osq=restaurant', 'Sushi Bars')",Brunnenstr. 193 10119 Berlin Germany
Bocca di Bacco,https://www.yelp.com/biz/bocca-di-bacco-berlin-2?osq=restaurant,"('Bocca di Bacco', 'https://www.yelp.com/biz/bocca-di-bacco-berlin-2?osq=restaurant', 'Italian')",Friedrichstr. 167/168 10117 Berlin Germany
Bejte Ethiopia,https://www.yelp.com/biz/bejte-ethiopia-berlin-4?osq=restaurant,"('Bejte Ethiopia', 'https://www.yelp.com/biz/bejte-ethiopia-berlin-4?osq=restaurant', 'Ethiopian')",Zietenstr. 8 10783 Berlin Germany
Burgers Berlin,https://www.yelp.com/biz/burgers-berlin-berlin?osq=restaurant,Burgers - Fast Food,Sonntagstr. 2 10245 Berlin Germany
Coa,https://www.yelp.com/biz/coa-berlin?osq=restaurant,Wok - Acai Bowls,Potsdamer Platz 5 10785 Berlin Germany
Tim Raue,https://www.yelp.com/biz/tim-raue-berlin?osq=restaurant,Asian Fusion - Modern European,Rudi-Dutschke-Str. 26 10969 Berlin Germany
No Fire No Glory,https://www.yelp.com/biz/no-fire-no-glory-berlin-4?osq=restaurant,Coffee & Tea - Breakfast & Brunch,Rykestr. 45 10405 Berlin Germany
Pagode Thai Kitchen,https://www.yelp.com/biz/pagode-thai-kitchen-berlin-2?osq=restaurant,"('Pagode Thai Kitchen', 'https://www.yelp.com/biz/pagode-thai-kitchen-berlin-2?osq=restaurant', 'Thai')",Bergmannstr. 88 10961 Berlin Germany
Yuuka Buffet,https://www.yelp.com/biz/yuuka-buffet-berlin?osq=restaurant,Sushi Bars - Pan Asian,Friedrichstr. 121 10117 Berlin Germany
Zollpackhof,https://www.yelp.com/biz/zollpackhof-berlin-2?osq=restaurant,German - Beer Garden,Elisabeth-Abegg-Str. 1 10557 Berlin Germany
Rüyam Gemüse Kebab,https://www.yelp.com/biz/r%C3%BCyam-gem%C3%BCse-kebab-berlin-2?osq=restaurant,Kebab - Food Stands,Hauptstr. 133 10827 Berlin Germany
Maroush,https://www.yelp.com/biz/maroush-berlin?osq=restaurant,"('Maroush', 'https://www.yelp.com/biz/maroush-berlin?osq=restaurant', 'Lebanese')",Adalbertstr. 93 10999 Berlin Germany
Ron Telesky,https://www.yelp.com/biz/ron-telesky-berlin-2?osq=restaurant,"('Ron Telesky', 'https://www.yelp.com/biz/ron-telesky-berlin-2?osq=restaurant', 'Pizza')",Dieffenbachstr. 62 10967 Berlin Germany
Aigner Gendarmenmarkt,https://www.yelp.com/biz/aigner-gendarmenmarkt-berlin-2?osq=restaurant,German - Austrian,Französischestr. 25 10117 Berlin Germany
A Magica,https://www.yelp.com/biz/a-magica-berlin?osq=restaurant,Italian - Pizza,Greifenhagener Str. 54 10437 Berlin Germany
Sage Restaurant,https://www.yelp.com/biz/sage-restaurant-berlin-2?osq=restaurant,Beach Bars - International,Köpenicker Str. 18 - 20 10997 Berlin Germany
Parkcafé Berlin,https://www.yelp.com/biz/parkcafe-berlin?osq=restaurant,Cafes - Beer Garden,Fehrbelliner Platz 8 10707 Berlin Germany
L’As du Fallafel,https://www.yelp.com/biz/l-as-du-fallafel-paris?osq=restaurant,Kosher - Sandwiches,34 rue des Rosiers 75004 Paris France
Angelina,https://www.yelp.com/biz/angelina-paris?osq=restaurant,Breakfast & Brunch - Tea Rooms,226 rue de Rivoli 75001 Paris France
Le Comptoir de la Gastronomie,https://www.yelp.com/biz/le-comptoir-de-la-gastronomie-paris?osq=restaurant,"('Le Comptoir de la Gastronomie', 'https://www.yelp.com/biz/le-comptoir-de-la-gastronomie-paris?osq=restaurant', 'French')",34 rue Montmartre 75001 Paris France
Bouillon Chartier,https://www.yelp.com/biz/bouillon-chartier-paris?osq=restaurant,"('Bouillon Chartier', 'https://www.yelp.com/biz/bouillon-chartier-paris?osq=restaurant', 'French')",7 rue du Faubourg Montmartre 75009 Paris France
L’Avant Comptoir,https://www.yelp.com/biz/l-avant-comptoir-paris-3?osq=restaurant,Tapas Bars - Wine Bars,3 carrefour de l'Odéon 75006 Paris France
Chez Janou,https://www.yelp.com/biz/chez-janou-paris?osq=restaurant,Bistros - Provencal,2 rue Roger Verlomme 75003 Paris France
Le Relais de l’Entrecôte,https://www.yelp.com/biz/le-relais-de-l-entrec%C3%B4te-paris-3?osq=restaurant,"('Le Relais de l’Entrecôte', 'https://www.yelp.com/biz/le-relais-de-l-entrec%C3%B4te-paris-3?osq=restaurant', 'Steakhouses')",15 rue Marbeuf 75008 Paris France
Les Cocottes,https://www.yelp.com/biz/les-cocottes-paris-4?osq=restaurant,"('Les Cocottes', 'https://www.yelp.com/biz/les-cocottes-paris-4?osq=restaurant', 'Bistros')",135 rue Saint Dominique 75007 Paris France
Kong,https://www.yelp.com/biz/kong-paris?osq=restaurant,Bars - Dance Clubs,1 rue du Pont Neuf 75001 Paris France
La Coïncidence,https://www.yelp.com/biz/la-co%C3%AFncidence-paris-4?osq=restaurant,"('La Coïncidence', 'https://www.yelp.com/biz/la-co%C3%AFncidence-paris-4?osq=restaurant', 'French')",15 rue Mesnil 75116 Paris France
Le Relais de l’Entrecôte,https://www.yelp.com/biz/le-relais-de-l-entrec%C3%B4te-paris-4?osq=restaurant,"('Le Relais de l’Entrecôte', 'https://www.yelp.com/biz/le-relais-de-l-entrec%C3%B4te-paris-4?osq=restaurant', 'Steakhouses')",20 rue Saint Benoît 75006 Paris France
Café de Flore,https://www.yelp.com/biz/caf%C3%A9-de-flore-paris-3?osq=restaurant,"('Café de Flore', 'https://www.yelp.com/biz/caf%C3%A9-de-flore-paris-3?osq=restaurant', 'Cafes')",No address
Bistro des Augustins,https://www.yelp.com/biz/bistro-des-augustins-paris?osq=restaurant,Bistros - Wine Bars,39 quai des Grands Augustins 75006 Paris France
Blue Elephant,https://www.yelp.com/biz/blue-elephant-paris?osq=restaurant,"('Blue Elephant', 'https://www.yelp.com/biz/blue-elephant-paris?osq=restaurant', 'Thai')",43-45 rue de la Roquette 75011 Paris France
Firmine,https://www.yelp.com/biz/firmine-paris?osq=restaurant,Italian - French,No address
Le Potager du Père Thierry,https://www.yelp.com/biz/le-potager-du-p%C3%A8re-thierry-paris-2?osq=restaurant,"('Le Potager du Père Thierry', 'https://www.yelp.com/biz/le-potager-du-p%C3%A8re-thierry-paris-2?osq=restaurant', 'French')",16 rue des Trois Frères 75018 Paris France
Epicerie Breizh,https://www.yelp.com/biz/epicerie-breizh-paris-2?osq=restaurant,Creperies - Cafes,109 rue Vieille du Temple 75003 Paris France
Les Antiquaires,https://www.yelp.com/biz/les-antiquaires-paris?osq=restaurant,"('Les Antiquaires', 'https://www.yelp.com/biz/les-antiquaires-paris?osq=restaurant', 'Bistros')",13 rue du Bac 75007 Paris France
Le Comptoir,https://www.yelp.com/biz/le-comptoir-paris-18?osq=restaurant,"('Le Comptoir', 'https://www.yelp.com/biz/le-comptoir-paris-18?osq=restaurant', 'Bistros')",9 carrefour de l'Odeon 75006 Paris France
Buddha-Bar,https://www.yelp.com/biz/buddha-bar-paris?osq=restaurant,Lounges - Asian Fusion,8-12 bis rue Boissy d'Anglas 75008 Paris France
La Crêperie de Josselin,https://www.yelp.com/biz/la-cr%C3%AAperie-de-josselin-paris?osq=restaurant,"('La Crêperie de Josselin', 'https://www.yelp.com/biz/la-cr%C3%AAperie-de-josselin-paris?osq=restaurant', 'Creperies')",67 rue du Montparnasse 75014 Paris France
Le Petit Cler,https://www.yelp.com/biz/le-petit-cler-paris?osq=restaurant,"('Le Petit Cler', 'https://www.yelp.com/biz/le-petit-cler-paris?osq=restaurant', 'Bistros')",29 rue Cler 75007 Paris France
L’Atelier de Joël Robuchon,https://www.yelp.com/biz/l-atelier-de-jo%C3%ABl-robuchon-paris-2?osq=restaurant,French - Modern European,5 rue de Montalembert Hôtel du Pont Royal 75007 Paris France
Les Deux Magots,https://www.yelp.com/biz/les-deux-magots-paris?osq=restaurant,"('Les Deux Magots', 'https://www.yelp.com/biz/les-deux-magots-paris?osq=restaurant', 'Cafes')",6 place Saint-Germain des Prés 75006 Paris France
Pink Mamma,https://www.yelp.com/biz/pink-mamma-paris?osq=restaurant,Steakhouses - Barbeque,20 bis rue de Douai 75009 Paris France
Higuma,https://www.yelp.com/biz/higuma-paris-5?osq=restaurant,"('Higuma', 'https://www.yelp.com/biz/higuma-paris-5?osq=restaurant', 'Japanese')",32 bis rue Sainte Anne 75001 Paris France
Sanukiya,https://www.yelp.com/biz/sanukiya-paris?osq=restaurant,"('Sanukiya', 'https://www.yelp.com/biz/sanukiya-paris?osq=restaurant', 'Japanese')",9 rue d'Argenteuil 75001 Paris France
Eggs & Co,https://www.yelp.com/biz/eggs-et-co-paris?osq=restaurant,"('Eggs & Co', 'https://www.yelp.com/biz/eggs-et-co-paris?osq=restaurant', 'Breakfast & Brunch')",11 rue Bernard Palissy 75006 Paris France
Le Bistro du Périgord,https://www.yelp.com/biz/le-bistro-du-p%C3%A9rigord-paris-3?osq=restaurant,"('Le Bistro du Périgord', 'https://www.yelp.com/biz/le-bistro-du-p%C3%A9rigord-paris-3?osq=restaurant', 'Bistros')",71 rue Saint-Jacques 75005 Paris France
Le Temps des Cerises,https://www.yelp.com/biz/le-temps-des-cerises-paris-5?osq=restaurant,French - Bistros,31 rue de la Cerisaie 75004 Paris France
Au Pied de Cochon,https://www.yelp.com/biz/au-pied-de-cochon-paris-2?osq=restaurant,Seafood - Brasseries,6 rue Coquillière 75001 Paris France
La Cave Gourmande,https://www.yelp.com/biz/la-cave-gourmande-paris-2?osq=restaurant,"('La Cave Gourmande', 'https://www.yelp.com/biz/la-cave-gourmande-paris-2?osq=restaurant', 'Bistros')",96 rue des Martyrs 75018 Paris France
Les Philosophes,https://www.yelp.com/biz/les-philosophes-paris?osq=restaurant,"('Les Philosophes', 'https://www.yelp.com/biz/les-philosophes-paris?osq=restaurant', 'Bistros')",28 rue Vieille du Temple 75004 Paris France
Robert et Louise,https://www.yelp.com/biz/robert-et-louise-paris-2?osq=restaurant,French - Steakhouses,64 rue Vieille du Temple 75003 Paris France
La Gare,https://www.yelp.com/biz/la-gare-paris?osq=restaurant,"('La Gare', 'https://www.yelp.com/biz/la-gare-paris?osq=restaurant', 'International')",19 chaussée de la Muette 75016 Paris France
Shakespeare and Company,https://www.yelp.com/biz/shakespeare-and-company-paris?osq=restaurant,Bookstores - Cafes,37 rue de la Bûcherie 75005 Paris France
58 Tour Eiffel,https://www.yelp.com/biz/58-tour-eiffel-paris?osq=restaurant,"('58 Tour Eiffel', 'https://www.yelp.com/biz/58-tour-eiffel-paris?osq=restaurant', 'French')",Tour Eiffel 1er étage 75007 Paris France
Candelaria,https://www.yelp.com/biz/candelaria-paris-2?osq=restaurant,Mexican - Speakeasies,52 rue de Saintonge 75003 Paris France
Les Piétons,https://www.yelp.com/biz/les-pi%C3%A9tons-paris-2?osq=restaurant,"('Les Piétons', 'https://www.yelp.com/biz/les-pi%C3%A9tons-paris-2?osq=restaurant', 'Tapas Bars')",8 rue des Lombards 75004 Paris France
La Jacobine,https://www.yelp.com/biz/la-jacobine-paris?osq=restaurant,Tea Rooms - French,59-61 rue Saint-André des Arts 75006 Paris France
Le Café Marly,https://www.yelp.com/biz/le-caf%C3%A9-marly-paris-3?osq=restaurant,"('Le Café Marly', 'https://www.yelp.com/biz/le-caf%C3%A9-marly-paris-3?osq=restaurant', 'French')",93 rue de Rivoli 75001 Paris France
La Fontaine de Mars,https://www.yelp.com/biz/la-fontaine-de-mars-paris-2?osq=restaurant,"('La Fontaine de Mars', 'https://www.yelp.com/biz/la-fontaine-de-mars-paris-2?osq=restaurant', 'French')",129 rue Saint-Dominique 75007 Paris France
Le Train Bleu,https://www.yelp.com/biz/le-train-bleu-paris-3?osq=restaurant,"('Le Train Bleu', 'https://www.yelp.com/biz/le-train-bleu-paris-3?osq=restaurant', 'French')",Place Louis Armand 1er étage 75012 Paris France
Le Procope,https://www.yelp.com/biz/le-procope-paris-2?osq=restaurant,French - Seafood,13 rue de l'Ancienne Comédie 75006 Paris France
Le Soufflé,https://www.yelp.com/biz/le-souffl%C3%A9-paris-2?osq=restaurant,"('Le Soufflé', 'https://www.yelp.com/biz/le-souffl%C3%A9-paris-2?osq=restaurant', 'French')",36 rue du Mont Thabor 75001 Paris France
Hôtel Costes,https://www.yelp.com/biz/h%C3%B4tel-costes-paris-2?osq=restaurant,Hotels - Bars,239 rue Saint-Honoré 75001 Paris France
Breakfast in America 2,https://www.yelp.com/biz/breakfast-in-america-2-paris?osq=restaurant,Breakfast & Brunch - Diners,4 rue Malher 75004 Paris France
Café de Flore,https://www.yelp.com/biz/caf%C3%A9-de-flore-paris-3?osq=restaurant,"('Café de Flore', 'https://www.yelp.com/biz/caf%C3%A9-de-flore-paris-3?osq=restaurant', 'Cafes')",172 boulevard Saint-Germain 75006 Paris France
Firmine,https://www.yelp.com/biz/firmine-paris?osq=restaurant,Italian - French,38 bis avenue de Suffren 75015 Paris France
Le Comptoir,https://www.yelp.com/biz/le-comptoir-paris-18?osq=restaurant,"('Le Comptoir', 'https://www.yelp.com/biz/le-comptoir-paris-18?osq=restaurant', 'Bistros')",No address
Le Fumoir,https://www.yelp.com/biz/le-fumoir-paris?osq=restaurant,Lounges - Modern European,6 rue de l'Amiral de Coligny 75001 Paris France
Le Champ de Mars,https://www.yelp.com/biz/le-champ-de-mars-paris-4?osq=restaurant,"('Le Champ de Mars', 'https://www.yelp.com/biz/le-champ-de-mars-paris-4?osq=restaurant', 'Brasseries')",45 avenue de la Bourdonnais 75007 Paris France
Ober Mamma,https://www.yelp.com/biz/ober-mamma-paris?osq=restaurant,Pizza - Italian,107 boulevard Richard Lenoir 75011 Paris France
Le Georges,https://www.yelp.com/biz/le-georges-paris-2?osq=restaurant,"('Le Georges', 'https://www.yelp.com/biz/le-georges-paris-2?osq=restaurant', 'French')",Place Georges Pompidou 75004 Paris France
Bistrot Paul Bert,https://www.yelp.com/biz/bistrot-paul-bert-paris-2?osq=restaurant,"('Bistrot Paul Bert', 'https://www.yelp.com/biz/bistrot-paul-bert-paris-2?osq=restaurant', 'Bistros')",18 rue Paul Bert 75011 Paris France
Le Plomb du Cantal,https://www.yelp.com/biz/le-plomb-du-cantal-paris?osq=restaurant,"('Le Plomb du Cantal', 'https://www.yelp.com/biz/le-plomb-du-cantal-paris?osq=restaurant', 'Auvergnat')",3 rue de la Gaîté 75014 Paris France
Holybelly 19,https://www.yelp.com/biz/holybelly-19-paris?osq=restaurant,Breakfast & Brunch - Cafes,19 rue Lucien Sampaix 75010 Paris France
Breakfast in America,https://www.yelp.com/biz/breakfast-in-america-paris?osq=restaurant,Breakfast & Brunch - Diners,17 rue des Ecoles 75005 Paris France
Pho Banh Cuon 14,https://www.yelp.com/biz/pho-banh-cuon-14-paris?osq=restaurant,"('Pho Banh Cuon 14', 'https://www.yelp.com/biz/pho-banh-cuon-14-paris?osq=restaurant', 'Vietnamese')",129 avenue de Choisy 75013 Paris France
Café de l’Industrie,https://www.yelp.com/biz/caf%C3%A9-de-l-industrie-paris-2?osq=restaurant,"('Café de l’Industrie', 'https://www.yelp.com/biz/caf%C3%A9-de-l-industrie-paris-2?osq=restaurant', 'Bistros')",16 rue Saint Sabin 75011 Paris France
Kozy Bosquet,https://www.yelp.com/biz/kozy-bosquet-paris-3?osq=restaurant,Coffee & Tea - Breakfast & Brunch,79 avenue Bosquet 75007 Paris France
Le Relais de Venise - l’Entrecôte,https://www.yelp.com/biz/le-relais-de-venise-l-entrec%C3%B4te-paris-2?osq=restaurant,Desserts - Barbeque,271 boulevard Pereire 75017 Paris France
Holybelly 5,https://www.yelp.com/biz/holybelly-5-paris-2?osq=restaurant,Breakfast & Brunch - Coffee & Tea,5 rue Lucien Sampaix 75010 Paris France
L’Escargot,https://www.yelp.com/biz/l-escargot-paris-3?osq=restaurant,"('L’Escargot', 'https://www.yelp.com/biz/l-escargot-paris-3?osq=restaurant', 'French')",38 rue Montorgueil 75001 Paris France
Chez Prosper,https://www.yelp.com/biz/chez-prosper-paris?osq=restaurant,"('Chez Prosper', 'https://www.yelp.com/biz/chez-prosper-paris?osq=restaurant', 'Bistros')",7 avenue du Trône 75011 Paris France
La Coupole,https://www.yelp.com/biz/la-coupole-paris-4?osq=restaurant,Brasseries - Seafood,102 boulevard du Montparnasse 75014 Paris France
Bateaux Parisiens,https://www.yelp.com/biz/bateaux-parisiens-paris?osq=restaurant,French - Boat Tours,Port de la Bourdonnais 75007 Paris France
Au Père Louis,https://www.yelp.com/biz/au-p%C3%A8re-louis-paris-2?osq=restaurant,Wine Bars - French,38 rue Monsieur le Prince 75006 Paris France
Pain Vin Fromages,https://www.yelp.com/biz/pain-vin-fromages-paris?osq=restaurant,"('Pain Vin Fromages', 'https://www.yelp.com/biz/pain-vin-fromages-paris?osq=restaurant', 'Fondue')",3 rue Geoffroy-l'Angevin 75004 Paris France
Aki,https://www.yelp.com/biz/aki-paris-2?osq=restaurant,"('Aki', 'https://www.yelp.com/biz/aki-paris-2?osq=restaurant', 'Japanese')",11 bis rue Sainte-Anne 75001 Paris France
Le Chateaubriand,https://www.yelp.com/biz/le-chateaubriand-paris?osq=restaurant,"('Le Chateaubriand', 'https://www.yelp.com/biz/le-chateaubriand-paris?osq=restaurant', 'French')",129 avenue Parmentier 75011 Paris France
Les Papilles,https://www.yelp.com/biz/les-papilles-paris-2?osq=restaurant,Wine Bars - Bistros,30 rue Gay-Lussac 75005 Paris France
Brasserie Bofinger,https://www.yelp.com/biz/brasserie-bofinger-paris?osq=restaurant,Brasseries - Alsatian,5-7 rue de la Bastille 75004 Paris France
East Mamma,https://www.yelp.com/biz/east-mamma-paris-5?osq=restaurant,Pizza - Trattorie,133 rue du Faubourg Saint-Antoine 75011 Paris France
