Titre,Avis,Type,Price
 Al Vantaggio,964 avis,"Italienne, Pizza",€€-€€€
 Pizza Forum al Colosseo,732 avis,"Italienne, Napolitaine",€€-€€€
 Pizza City 2,342 avis,"Italienne, Pizza",€
 Seconda Fila Beer & Burger,292 avis,"Italienne, Américaine",€
 Trattoria Al Gran Sasso,809 avis,"Italienne, Romana",€€-€€€
 Gustando&Degustando,150 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
 Baires Ristorante,1 009 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
 Il Sorpasso,1 910 avis,-,
 Edy,1 220 avis,"Italienne, Méditerranéenne",€€-€€€
 L'antica pizzeria di Trevi,202 avis,"Italienne, Pizza",€€-€€€
 5e28 - Cucina e Miscele,325 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Bistro' al 133,811 avis,"Italienne, Méditerranéenne",€€-€€€
 Luna - Osteria di Quartiere,285 avis,"Italienne, Bar",€€-€€€
 Ristorante Campo de Fiori,1 770 avis,"Italienne, Pizza",€€-€€€
 Osteria Ar 65,617 avis,"Italienne, Méditerranéenne",€€-€€€
 Il Padellaccio 2,711 avis,"Italienne, Pizza",€€-€€€
 Churrascaria Imperio Gaucho,710 avis,"Brésilienne, Latino",€€-€€€
 Michelino Fish,694 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Bacco al Pretorio,72 avis,"Italienne, Steakhouse",€€-€€€
 Restaurant brunetti,880 avis,"Italienne, Méditerranéenne",€€-€€€
 Le Jardin de Russie,828 avis,"Italienne, Méditerranéenne",€€€€
 Il Maritozzo Rosso,419 avis,"Italienne, Méditerranéenne",€€-€€€
 Pescheria dei Consoli,1 114 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Taverna Varrone,613 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 La Gazza,355 avis,"Italienne, Pizza",€€-€€€
 Trattoria da Valentino,945 avis,"Italienne, Romana",€€-€€€
 Volare,970 avis,"Italienne, Méditerranéenne",€€-€€€
 PummaRe Prati,1 357 avis,"Italienne, Pizza",€€-€€€
 Gallo Brillo,986 avis,"Italienne, Méditerranéenne",€€-€€€
 Himalaya Palace,749 avis,"Indienne, Asiatique",€€-€€€
 Sellero & Ventresca,948 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Buzzicona,1 394 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Elleniko Cucina Greca,343 avis,Grecque,€
 Ristorante del Giglio,775 avis,"Italienne, Méditerranéenne",€€-€€€
 Ristoro della Salute,2 382 avis,"Italienne, Pizza",€€-€€€
 Le Mani in Pasta,1 971 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Hostaria Menenio Agrippa,1 109 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Il Piccolo Vicolo,131 avis,"Italienne, Méditerranéenne",€€-€€€
 Antico Falcone,522 avis,"Italienne, Méditerranéenne",€€-€€€
 PIZZERIA OSTIENSE,863 avis,"Italienne, Pizza",€
 Pesciolino,129 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Dar Parucca,357 avis,"Italienne, Méditerranéenne",€€-€€€
 Piacere Molise,540 avis,"Italienne, Méditerranéenne",€€-€€€
 La Villetta in Trastevere da Gino,626 avis,"Italienne, Pizza",€€-€€€
 Yes Food,258 avis,"Chinoise, Américaine",€
 I Quattro Mori,894 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Enoteca Buccone Vini e Olii,372 avis,"Italienne, Méditerranéenne",€€-€€€
 Taba Cafè,811 avis,"Italienne, Bar",€
 La Cuccuma Pizzeria,630 avis,"Italienne, Pizza",€
 Farina,588 avis,"Italienne, Pizza",€€-€€€
 L'Osteria di Monteverde,968 avis,"Italienne, Méditerranéenne",€€-€€€
 La Pollarola,695 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Il Vicolo di Caruso,910 avis,"Italienne, Méditerranéenne",€€-€€€
 Il Gatto & La Volpe,143 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 L'Idillio,361 avis,"Italienne, Méditerranéenne",€€-€€€
 Pasqualino al Colosseo,2 046 avis,"Italienne, Romana",€€-€€€
 Shinto sushi Restaurant,815 avis,"Fruits de mer et poisson, Sushi",€€€€
 Ristorante Pizzeria La Sagrestia,1 254 avis,"Italienne, Pizza",€€-€€€
 Pizzeria Nerone,1 075 avis,"Italienne, Pizza",€
 Alice Pizza - Via Flavia 91,224 avis,"Italienne, Pizza",€
 La Scala in Trastevere,2 641 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Due Ladroni,847 avis,"Italienne, Fruits de mer et poisson",€€€€
 433 Restaurant,1 880 avis,"Italienne, Méditerranéenne",€€-€€€
 Ristorante Bisteccheria Albino,506 avis,"Italienne, Steakhouse",€€-€€€
 Da Trani,1 518 avis,"Italienne, Européenne",€€-€€€
 Orso 80,1 380 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Zig Ristorante,981 avis,"Italienne, Européenne",€€-€€€
 Osteria Bibi E Romeo,372 avis,"Italienne, Romana",€€-€€€
 La Lampada,655 avis,"Italienne, Romana",€€-€€€
 La Fraschetta Romanesca,899 avis,"Italienne, Méditerranéenne",€€-€€€
 Er Buchetto,904 avis,"Italienne, Restauration rapide",€
 La Rosetta,841 avis,Italienne,€€€€
 Trattoria Pescheria L'Ostrica Bianca,183 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Al Tinello d'Abruzzo,358 avis,"Italienne, Pizza",€€-€€€
 72 Ore,1 587 avis,"Italienne, Pizza",€€-€€€
 Amare Ristorante,207 avis,"Italienne, Fruits de mer et poisson",€€€€
 La Civetta Sul Como,163 avis,"Américaine, Bar",€€-€€€
 Osteria Flaminio,547 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Mus Caffè,123 avis,"Italienne, Café",€
 Osteria degli Amici,652 avis,"Italienne, Méditerranéenne",€€-€€€
 Bar Tabacchi Di Nello,158 avis,"Italienne, Café",€
 Bistrot & Wine Bar Pasquino,790 avis,Italienne,€€-€€€
 Retro Food & Wine,729 avis,"Italienne, Latium",€€-€€€
 Binario Zero Caffe,407 avis,"Italienne, Bar",€
 Ecchice Roma,83 avis,"Italienne, Fruits de mer et poisson",€
 Naumachia,2 323 avis,"Italienne, Pizza",€€-€€€
 Hostaria da Vincenzo,407 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 La Vecchia Roma,1 197 avis,"Italienne, Romana",€
 Osteria Cacio e Pepe in Trastevere,3 305 avis,"Italienne, Pizza",€€-€€€
 Lo Scopettaro,4 880 avis,"Italienne, Méditerranéenne",€€-€€€
 Sitar,523 avis,"Indienne, Asiatique",€€-€€€
 La Bottega Roma,793 avis,"Fruits de mer et poisson, Internationale",€€-€€€
 Abruzzi,673 avis,"Italienne, Méditerranéenne",€€-€€€
 47 Circus Roof Garden,642 avis,"Italienne, Fruits de mer et poisson",€€€€
 Morbido,196 avis,"Italienne, Américaine",€€-€€€
 Impiccetta,2 676 avis,"Italienne, Méditerranéenne",€€-€€€
 Sa Cardiga,615 avis,"Italienne, Méditerranéenne",€€-€€€
 Breaking Bread Bistrot,169 avis,Italienne,€
 DAMPLINGS - From Asia to Rome,154 avis,"Chinoise, Internationale",€€-€€€
 川江号子 Ristorane Cinese DI Sichuan,274 avis,"Chinoise, Asiatique",€€-€€€
 Rossovino da Maurizio,496 avis,"Italienne, Romana",€€-€€€
 Ristorante Isidoro,1 402 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Cencio La Parolaccia,2 482 avis,"Italienne, Méditerranéenne",€€-€€€
 Bistrot 4.5,307 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Ai Balestrari a Porta Pia,728 avis,"Italienne, Pizza",€€-€€€
 Largo8,122 avis,"Italienne, Bar",€€-€€€
 Don Pasquale,61 avis,"Italienne, Romana",€€-€€€
 Casina Valadier,1 362 avis,"Italienne, Méditerranéenne",€€€€
 Bistrot Tabaccheria Di Rienzo al Pantheon,240 avis,"Italienne, Café",€€-€€€
 PizzaRe,2 368 avis,"Italienne, Napolitaine",€€-€€€
 L'Osteria al Pantheon,1 195 avis,"Italienne, Méditerranéenne",€€-€€€
 La Scalinata,969 avis,"Italienne, Romana",€€-€€€
 Osteria Da Noantri Al 41,312 avis,"Italienne, Pizza",€
 La Pietra Scheggiata,691 avis,"Italienne, Pizza",€€-€€€
 Doveralù,1 443 avis,"Italienne, Bar",€€-€€€
 Osteria Gran Sasso,379 avis,"Italienne, Pizza",€€-€€€
 Ristorante Elettra,1 575 avis,"Italienne, Romana",€€-€€€
 Ristorante la Renardiere,203 avis,Française,€€-€€€
 Ops!,1 162 avis,"Italienne, Méditerranéenne",€€-€€€
 Mr Manzo,547 avis,"Italienne, Steakhouse",€€-€€€
 Virgilio,1 123 avis,"Italienne, Grillades",€€-€€€
 Quieto - Casa Claudia Jazz & Garden,346 avis,"Italienne, Pizza",€€-€€€
 Kruddogo Officine del Pesce,115 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Voglia di Pizza - Gluten Free,1 230 avis,"Italienne, Pizza",€€-€€€
 Ristorante Gallura,591 avis,"Italienne, Fruits de mer et poisson",€€€€
 Ristorante L'Archeologia,989 avis,"Italienne, Fruits de mer et poisson",€€€€
 Pizza Zaza,489 avis,"Italienne, Pizza",€
 Ristorante S. Anna,483 avis,"Italienne, Méditerranéenne",€€-€€€
 Ciacco - Restaurant Bistrò,197 avis,"Italienne, Méditerranéenne",€€-€€€
 Ristorante Visconti 2.0,838 avis,"Italienne, Pizza",€€-€€€
 Ha-Hu restaurant Ostia,169 avis,"Africaine, Éthiopienne",€
 Ristorante Ar Galletto,397 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 La Mucca Bischera 2,1 330 avis,"Italienne, Pizza",€€-€€€
 Osteria Fernanda,927 avis,"Italienne, Méditerranéenne",€€€€
 La Panetteria Restaurant,536 avis,"Italienne, Bar",€€-€€€
 532 Restaurant Grill,223 avis,"Italienne, Méditerranéenne",€€-€€€
 Vega Food - Vegetarian Urban Food,159 avis,"Indienne, Asiatique",€
 Cacio & Peppe,322 avis,"Italienne, Méditerranéenne",€
 Buona Forchetta,414 avis,"Italienne, Pizza",€
 Fantasie Napoletane,502 avis,"Italienne, Pizza",€€-€€€
 Ristorante Laganà,792 avis,"Italienne, Romana",€€-€€€
 Las Tapas,60 avis,"Méditerranéenne, Espagnole",€€-€€€
 Abitudini e Follie,613 avis,"Italienne, Méditerranéenne",€€-€€€
 Antica Ricetta,329 avis,"Italienne, Pizza",€€-€€€
 Ambasciata d'Abruzzo,1 356 avis,"Italienne, Steakhouse",€€-€€€
 La Bufala Allegra,1 215 avis,"Italienne, Pizza",€€-€€€
 Raviolo d'Oro,1 305 avis,"Italienne, Méditerranéenne",€€-€€€
 Cavour 313,928 avis,"Italienne, Méditerranéenne",€€-€€€
 Miscellanea,1 035 avis,"Italienne, Pizza",€€-€€€
 Open Baladin Roma,3 264 avis,"Italienne, Américaine",€€-€€€
 Ristorante Roof Garden Hotel Forum Roma,1 198 avis,"Italienne, Fruits de mer et poisson",€€€€
 Osteria Poerio,699 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Tartufi & Friends,650 avis,"Italienne, Européenne",€€€€
 Catinari,1 015 avis,"Pizza, Fruits de mer et poisson",€€-€€€
 Dar Bottarolo Tor Marancia,778 avis,"Italienne, Méditerranéenne",€€-€€€
 Terzo Gusto,471 avis,"Italienne, Pizza",€€-€€€
 Karalis,995 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Ristorante Gianni e Simona,280 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Caligola Osteria Sincera,77 avis,"Italienne, Romana",€€-€€€
 daLu,141 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 The M.a.d. Ristorante,204 avis,"Italienne, Pizza",€€-€€€
 Romolo e Remo,1 296 avis,"Italienne, Pizza",€€-€€€
 Ciampini,947 avis,"Italienne, Méditerranéenne",€€-€€€
 Issho Sushi Amazoniko,90 avis,"Japonaise, Péruvienne",€€-€€€
 La Matriciana,2 165 avis,"Italienne, Méditerranéenne",€€-€€€
 Taverna Trilussa,4 134 avis,"Italienne, Méditerranéenne",€€-€€€
 L'Archetto di Cavour,661 avis,"Italienne, Pizza",€€-€€€
 Roppongi,620 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Luppolo Station,641 avis,"Italienne, Européenne",€€-€€€
 Il Grottino,887 avis,"Italienne, Pizza",€€-€€€
 Taverna Romana,1 470 avis,"Italienne, Romana",€€-€€€
 180g Pizzeria Romana,665 avis,"Italienne, Pizza",€€-€€€
 Sugo Trattoria,587 avis,"Italienne, Méditerranéenne",€€-€€€
 Hespresso,677 avis,"Italienne, Méditerranéenne",€€-€€€
 Pizzium - Roma Via Baldo Degli Ubaldi,224 avis,"Italienne, Pizza",€€-€€€
 Yotvata,613 avis,Italienne,€€-€€€
 The Bramble Bar & Kitchen,1 317 avis,"Italienne, Bar",€€-€€€
 Osteria i Maccheroncini,557 avis,"Italienne, Méditerranéenne",€
 Ari pizza,200 avis,"Italienne, Pizza",€
 La Francescana,1 287 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Da Vito e Dina,1 833 avis,"Italienne, Pizza",€€-€€€
 Pietro Valentini Ristorante,397 avis,"Italienne, Méditerranéenne",€€-€€€
 Duke's,870 avis,"Italienne, Internationale",€€€€
 Scuderie Sant'Eusebio Ricevimenti,183 avis,"Italienne, Méditerranéenne",€€-€€€
 La Taverna del Bracho,687 avis,"Italienne, Steakhouse",€€-€€€
 Hostaria da Corrado,556 avis,"Italienne, Méditerranéenne",€
 Ristorante Roma Sparita,2 593 avis,"Italienne, Méditerranéenne",€€-€€€
 Nice Pizza e....,264 avis,"Italienne, Pizza",€
 Sette Oche Ristorante,1 583 avis,"Italienne, Pizza",€€-€€€
 Saulo,249 avis,"Italienne, Fruits de mer et poisson",€€€€
 Galbi,308 avis,"Fruits de mer et poisson, Barbecue/Grillades",€€-€€€
 L'Isola d'Oro,875 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Fualdè L'Assaggio,279 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 La Terrazza Dei Papi,485 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Pasta in Corso Pantheon,84 avis,"Italienne, Pizza",€
 Casina di Macchia Madama,234 avis,"Italienne, Fruits de mer et poisson",€€€€
 Etico Food,55 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 RomAntica,1 053 avis,"Italienne, Pizza",€€-€€€
 Ristorante Due Colonne,886 avis,"Italienne, Romana",€€-€€€
 Hostaria Po,511 avis,"Italienne, Méditerranéenne",€€-€€€
 La Locanda di Tizia e Caio,809 avis,"Italienne, Fruits de mer et poisson",€
 The Yellow Bar,606 avis,"Américaine, Bar",€
 Osteria Romana di Simmi,495 avis,"Italienne, Internationale",€€-€€€
 la vache ivre,2 721 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Le Segrete,719 avis,"Italienne, Pizza",€€-€€€
 Terra Campania,57 avis,"Italienne, Méditerranéenne",€€-€€€
 I Quintili Pizza & Food,909 avis,"Italienne, Pizza",€€-€€€
 Trattoria Vaticano Giggi,2 188 avis,"Italienne, Méditerranéenne",€€-€€€
 Scomodo Food & Music,440 avis,"Italienne, Américaine",€€-€€€
 I Fraschettari,1 253 avis,"Italienne, Méditerranéenne",€€-€€€
 Ristorante Tre Pupazzi,852 avis,"Fruits de mer et poisson, Portugaise",€€-€€€
 Hostaria - Pizzeria  Dino & Toni,2 076 avis,"Italienne, Pizza",€€-€€€
 Hosteria Cannavota,766 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Ristorante Del Frate,461 avis,"Italienne, Méditerranéenne",€€-€€€
 Mamma Roma,1 008 avis,"Italienne, Pizza",€€-€€€
 Masandro Ristorante-Pizzeria,67 avis,"Italienne, Pizza",€€-€€€
 Junsei Sushi Testaccio,356 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Osteria Degli Ubertini,999 avis,"Italienne, Méditerranéenne",€
 Loste Ria,580 avis,"Grillades, Moderne",€€-€€€
 Spaccio Pasta,1 082 avis,"Italienne, Pizza",€€-€€€
 Ristorante Berzitello,1 432 avis,"Italienne, Romana",€€-€€€
 Ristorante Pizzeria Carpe Diem,382 avis,"Italienne, Pizza",€
 Due Punto Zero,373 avis,"Italienne, Restauration rapide",€
 il Marchese - Osteria Mercato Liquori,642 avis,"Italienne, Méditerranéenne",€€-€€€
 Locanda Meloni Ritrovo Di Quartiere,74 avis,"Italienne, Méditerranéenne",€€-€€€
 Ristorante Cousine,241 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Antica Osteria Da Baldo al Quarto Secolo,241 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Ristorante 7e10,116 avis,"Italienne, Méditerranéenne",€€-€€€
 Il Mulino ai quattro venti,93 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 The King dell'Arrosticino,543 avis,"Italienne, Méditerranéenne",€€-€€€
 Pulejo Ristorante,62 avis,"Italienne, Fruits de mer et poisson",€€€€
 Jinja Prati,1 106 avis,"Chinoise, Japonaise",€€-€€€
 Trattoria Moderna,762 avis,Italienne,€€-€€€
 La Trattoria del Campo,103 avis,"Italienne, Pizza",€
 Ristorante Il Garigliano (sardo),415 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Trattoria Cadorna dal 1947,946 avis,"Italienne, Méditerranéenne",€€-€€€
 The Butcher Shop,466 avis,"Italienne, Américaine",€
 Antica Birreria Viennese,1 038 avis,"Italienne, Saine",€€-€€€
 Ai Balestrari in Prati,1 606 avis,"Italienne, Pizza",€€-€€€
 La Locanda del Macellaio,536 avis,"Italienne, Steakhouse",€€-€€€
 Homebaked,100 avis,"Américaine, Café",€
 Nomisan,154 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Pasta Urbana,93 avis,"Italienne, Méditerranéenne",€€-€€€
 Inka Chicken,560 avis,"Péruvienne, Latino",€€-€€€
 Samovar Trastevere,207 avis,"Bar, Européenne",€€-€€€
 Matilde Bistrot,151 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Ristorante Che Te Ne sa,663 avis,"Méditerranéenne, Italie du Centre",€€-€€€
 Raf,1 332 avis,"Italienne, Pizza",€€-€€€
 Taste Good Hamburgeria Italiana,433 avis,"Américaine, Barbecue/Grillades",€€-€€€
 Da Vittorio a Trastevere,2 184 avis,"Italienne, Pizza",€€-€€€
 Ginger Sapori e Salute,549 avis,"Italienne, Méditerranéenne",€€-€€€
 Osteria a Piedi Pari,560 avis,"Italienne, Romana",€€-€€€
 Meid in Nepols,1 431 avis,"Italienne, Pizza",€€-€€€
 Osteria Da Zi Umberto,2 032 avis,"Italienne, Méditerranéenne",€€-€€€
 Romeow Cat Bistrot,1 664 avis,"Italienne, Café",€€-€€€
 Osteria Ponte Sisto,793 avis,"Italienne, Romana",€€-€€€
" Acquaroof Terrazza Molinari, cocktail bar & bistrot di pesce",267 avis,"Italienne, Fruits de mer et poisson",€€€€
 VinAllegro,863 avis,"Italienne, Bar",€€-€€€
 Osteria Maracuja,1 515 avis,"Italienne, Méditerranéenne",€€-€€€
 Écru,188 avis,"Café, Saine",€€-€€€
 Ristorante Da Nino,751 avis,"Italienne, Pizza",€€-€€€
 Ristorante Eleonora d'Arborea,2 209 avis,"Italienne, Fruits de mer et poisson",€€€€
 Trecca - Cucina di Mercato,501 avis,"Italienne, Méditerranéenne",€€-€€€
 Amùri Sicilian,49 avis,"Italienne, Méditerranéenne",€€-€€€
 Manioka,366 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Fishfood,334 avis,"Italienne, Européenne",€€-€€€
 È passata la Moretta,143 avis,"Italienne, Méditerranéenne",€€€€
 La Fraschetta del Pesce,2 217 avis,Italienne,€€-€€€
 Hostaria Edmondo,587 avis,"Italienne, Méditerranéenne",€€-€€€
 La Flaca,238 avis,"Italienne, Bar",€€-€€€
 Il Tunnel,627 avis,"Italienne, Pizza",€€-€€€
 YaLùz,91 avis,"Italienne, Brésilienne",€
 Hard Rock Cafe,5 894 avis,"Américaine, Bar",€€-€€€
 07 Cheers,227 avis,"Italienne, Barbecue/Grillades",€€-€€€
 Le Lanterne,1 108 avis,"Italienne, Méditerranéenne",€€-€€€
 Il Pomo D'oro,163 avis,"Italienne, Pizza",€
 Il Salento In Una Stanza,384 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Off Club,80 avis,"Italienne, Japonaise",€€€€
 Il Buchetto,495 avis,"Italienne, Pizza",€
" Sinatra - Ristorante, dal 1960",176 avis,"Italienne, Méditerranéenne",€€-€€€
 Antica Hostaria dei Ghiottoni,708 avis,"Italienne, Méditerranéenne",€€-€€€
 Dondolo,530 avis,"Américaine, Européenne",€
 Ristorante da Augustea a Trastevere,844 avis,"Italienne, Pizza",€€-€€€
 3Quarti Nord,115 avis,"Italienne, Steakhouse",€€-€€€
 Taverna Volpetti,491 avis,"Italienne, Méditerranéenne",€€-€€€
 Rokko Ristorante Giapponese,586 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 EPIRO,415 avis,"Italienne, Fruits de mer et poisson",€€€€
 Dar Poeta,6 616 avis,"Italienne, Pizza",€
 Cul de Sac,3 069 avis,"Italienne, Méditerranéenne",€€-€€€
 La Fraschetta,1 802 avis,"Italienne, Pizza",€€-€€€
 Rigatoni Restaurant and pizzeria,1 202 avis,"Italienne, Pizza",€€-€€€
 Braceria Pizzeria Toro Rosso,695 avis,"Italienne, Pizza",€€-€€€
 Beere Mangiare & Co,526 avis,"Italienne, Romana",€€-€€€
 L'Angolo di Napoli,853 avis,"Italienne, Pizza",€€-€€€
 Ai Due Otri,494 avis,"Italienne, Fruits de mer et poisson",€€€€
 Shardana,274 avis,"Italienne, Pizza",€€-€€€
 Arancio d'Oro,535 avis,"Italienne, Méditerranéenne",€€-€€€
 ANGELO PEZZELLA pizzeria con cucina,875 avis,"Italienne, Pizza",€€-€€€
 Brace e Gusto,47 avis,"Italienne, Pizza",€€-€€€
 Mariolina Ravioli Monti,355 avis,"Italienne, Méditerranéenne",€€-€€€
 Opulentia,177 avis,"Pizza, Restauration rapide",€
 MaxiMum,188 avis,"Italienne, Pizza",€€-€€€
 Ristorante Indiano Ambasciata,84 avis,"Italienne, Indienne",€€-€€€
 Steak House,518 avis,"Italienne, Pizza",€€-€€€
 La Base,2 929 avis,"Italienne, Romana",€€-€€€
 La Mela D'Oro,837 avis,"Italienne, Pizza",€€-€€€
 Trattoria il Tettarello,1 935 avis,"Italienne, Pizza",€€-€€€
 Il Goccetto,328 avis,"Italienne, Bar à vins",€€-€€€
 Hostaria La Casetta,274 avis,"Italienne, Méditerranéenne",€
 Foodoo,480 avis,"Italienne, Méditerranéenne",€€-€€€
 Gregory's Jazz Club,561 avis,"Italienne, Bar",€€-€€€
 Enoteca Colombo,192 avis,"Italienne, Méditerranéenne",€€-€€€
 Da Enzo Al 29,5 132 avis,"Italienne, Méditerranéenne",€€-€€€
 Ai Balestrari Campo de Fiori,2 021 avis,"Italienne, Pizza",€€-€€€
 Hostaria Del Roody,103 avis,"Italienne, Méditerranéenne",€€-€€€
 La Gensola,1 270 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Pa.Po. Bistrot Roma,645 avis,"Italienne, Café",€€-€€€
 Hostaria Pantheon,945 avis,"Italienne, Internationale",€€-€€€
 Roof Garden Les Etoiles,692 avis,"Fruits de mer et poisson, Européenne",€€€€
 L'Amo - Osteria di Pesce,299 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Non C’è Trippa Pe’ Gatti,1 245 avis,"Italienne, Méditerranéenne",€
 Garibaldi Dal 1970,645 avis,"Italienne, Méditerranéenne",€€-€€€
 Ristorante Da Giovanni,704 avis,"Italienne, Méditerranéenne",€€-€€€
 Broccoletti,805 avis,"Italienne, Méditerranéenne",€€-€€€
 Capo Boi,906 avis,"Italienne, Fruits de mer et poisson",€€€€
 Dom,718 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Da Agostino,160 avis,"Italienne, Pizza",€
 Pizzeria Cinque Stelle,305 avis,"Italienne, Pizza",€
 Tiella e Panzerotti,71 avis,"Italienne, Méditerranéenne",€
 Eggs,948 avis,"Italienne, Café",€€-€€€
 Panina,171 avis,"Italienne, Restauration rapide",€
 King Arthur,338 avis,"Italienne, Bar",€€-€€€
 Al Grottino,1 312 avis,"Pizza, Romana",€€-€€€
 Osteria da Marcello,545 avis,"Italienne, Romana",€
 Taverna Antonina,924 avis,"Italienne, Méditerranéenne",€€-€€€
 Sikelia Ristobar,126 avis,"Italienne, Méditerranéenne",€€-€€€
 Ristorante Aroma,1 631 avis,"Italienne, Méditerranéenne",€€€€
 Ristorante Pizzeria Popi-Popi,1 412 avis,"Italienne, Pizza",€€-€€€
 El Pueblo Sede Aurelio,1 801 avis,Mexicaine,€€-€€€
 Diana's Place,245 avis,"Italienne, Méditerranéenne",€€-€€€
 Ritorno Al Passato,1 074 avis,"Italienne, Bar",€€-€€€
 Abbey Theatre Irish Pub,1 066 avis,"Italienne, Irlandaise",€€-€€€
 Caffe Valorani,82 avis,"Italienne, Bar",€€-€€€
 Osteria Ancora Qua,315 avis,"Italienne, Méditerranéenne",€€-€€€
 Osteria Da Secondo,166 avis,"Italienne, Saine",€€-€€€
 Sole & Luna,236 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Meze Bistrot,544 avis,"Italienne, Libanaise",€€-€€€
 Ristorante Leon,1 011 avis,"Italienne, Steakhouse",€€-€€€
 Pizza & Friends,128 avis,"Italienne, Pizza",€
 Da Michele,972 avis,"Italienne, Pizza",€€-€€€
 Alle Carrette,1 757 avis,"Italienne, Pizza",€
 La Piazzetta al Quadraro,350 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Pani e Pesci,355 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Osteria Angelino dal 1899,2 279 avis,"Italienne, Romana",€€-€€€
 Da Tito Al Venezia Trattoria Pizzeria,378 avis,"Italienne, Pizza",€€-€€€
 La Buca di Ripetta,2 132 avis,"Italienne, Méditerranéenne",€€-€€€
 Bacco In Trastevere,609 avis,"Italienne, Méditerranéenne",€€-€€€
 Chinappi Roma,1 087 avis,"Italienne, Fruits de mer et poisson",€€€€
 Pizzeria Impasto 82,59 avis,"Italienne, Pizza",€€-€€€
 Trattoria Fiammetta,524 avis,"Italienne, Pizza",€€-€€€
 RESTAURANT AFRICA,793 avis,"Africaine, Éthiopienne",€€-€€€
 Brado,295 avis,"Italienne, Bar à bières",€€-€€€
 Angeli e Diavoli,155 avis,"Italienne, Pizza",€
 Da Emilio,347 avis,"Italienne, Méditerranéenne",€€-€€€
 Massenzio al Parco dell'Appia Antica,143 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Ristorante Navona Notte,1 744 avis,"Italienne, Pizza",€€-€€€
 Gauchos Ristoranti - Battistini,921 avis,"Italienne, Steakhouse",€€-€€€
 Ristorante Da Michele,245 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Vrindaa,88 avis,"Européenne, Fusion",€€-€€€
 Pizzeria Quattro Stagioni,117 avis,"Italienne, Pizza",€
 Voglia - Trattoria Contemporanea,69 avis,"Italienne, Méditerranéenne",€€-€€€
 Marta Ray Travel Book Bar,311 avis,"Italienne, Bar",€€-€€€
 Taverna Le Coppelle,876 avis,"Italienne, Pizza",€€-€€€
 La Teverina,144 avis,"Fruits de mer et poisson, Traiteur",€
 Trattoria Verbano Roma,139 avis,"Italienne, Méditerranéenne",€€-€€€
 Officine Beat,226 avis,"Italienne, Internationale",€€-€€€
 Shiso Restaurant,272 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
