Titre,Avis,Type,Price
2105. Eazie,70 avis,"Restauration rapide, Asiatique",€
2106. Checkpoint Charlie,23 avis,"Bar, Pub",€€-€€€
2107. Namaste India,43 avis,Indienne,€€-€€€
2108. Restaurant Sebastian,13 avis,"Italienne, Pizza",Menu
2109. Restaurant Argentalia,24 avis,"Italienne, Argentine",€€-€€€
2110. Daido Japanse Restaurant,17 avis,"Japonaise, Sushi",€€€€
2111. Pho King,9 avis,Vietnamienne,€€-€€€
2112. Dutch Dabbawala,9 avis,Indienne,€€-€€€
2113. Maeenaamthai,13 avis,"Asiatique, Thaï",Menu
2114. Mercado Uno,9 avis,"Mexicaine, Latino",€
2115. Hwa Won,22 avis,"Asiatique, Coréenne",€€-€€€
2116. Pont Neuf,21 avis,"Belge, Hollandaise",€
2117. Theetuin de Neckermolen,12 avis,"Hollandaise, Européenne",€€-€€€
2118. Volkslust,38 avis,"Hollandaise, Café",€€-€€€
2119. 't Heertje Eten en Drinken,68 avis,"Hollandaise, Bar",€€-€€€
2120. MediaCafe Westergasfabriek,28 avis,"Hollandaise, Internationale",€€-€€€
2121. Atelier Thuisbasis,10 avis,"Hollandaise, Européenne",€€€€
2122. Bella Donna,25 avis,Italienne,€€-€€€
2123. Hema,19 avis,"Hollandaise, Européenne",€
2124. Café Nieuw Amsterdam,18 avis,"Française, Hollandaise",€€-€€€
2125. Hangar,199 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2126. Boca's Park,37 avis,"Hollandaise, Européenne",€€-€€€
2127. Live-Amsterdam,28 avis,"Hollandaise, Internationale",€€-€€€
2128. Kanteen25,22 avis,"Française, Européenne",€€-€€€
2129. Nieuw Peking,43 avis,"Chinoise, Asiatique",€€-€€€
2130. Restaurant Namu,22 avis,"Japonaise, Asiatique",€€-€€€
2131. Bar Kosta,15 avis,"Café, Moderne",€€-€€€
2132. Kannibalen En Paradijsvogels,15 avis,"Asiatique, Indonésienne",€€-€€€
2133. Café op de Dam,12 avis,"Hollandaise, Bar",€
2134. All Sports Amstelveen,39 avis,"Hollandaise, Européenne",€€-€€€
2135. Vishandel Sier & Jonk,16 avis,"Hollandaise, Européenne",€€-€€€
2136. Tasty Tapas & Pinchos,10 avis,"Méditerranéenne, Espagnole",€€-€€€
2137. Toko Ramee,16 avis,"Asiatique, Indonésienne",€
2138. Manoto,77 avis,"Moyen-Orient, Perse",€€-€€€
2139. Eetcafe Oostzaan,31 avis,"Italienne, Hollandaise",€€-€€€
2140. Nuraghe,15 avis,"Italienne, Hollandaise",€
2141. Lucky House,27 avis,"Chinoise, Asiatique",€
2142. Skatecafe,15 avis,"Hollandaise, Européenne",€€-€€€
2143. Bahya Food to Share,13 avis,"Marocaine, Méditerranéenne",€€-€€€
2144. Kam Wah,20 avis,"Chinoise, Asiatique",€
2145. Maximus,455 avis,"Steakhouse, Bar",€€-€€€
2146. Kaya Korean Restaurant,20 avis,Coréenne,€€-€€€
2147. Maak met Smaak,7 avis,"Fusion, Arabe",
2148. Local Deli,8 avis,"Italienne, Européenne",€€-€€€
2149. Nightbar The Bottle,40 avis,Café,€
2150. Iboenda Indonesian restaurant and takeaway,30 avis,"Asiatique, Indonésienne",€
2151. Wings Food & Drink,52 avis,"Hollandaise, Bar",€€-€€€
2152. Bistro de la Mer,9 avis,Française,
2153. Indogo,25 avis,"Asiatique, Indonésienne",€€-€€€
2154. Cometa,7 avis,"Bar, Café",Menu
2155. VISQUE,32 avis,"Française, Fruits de mer et poisson",€€-€€€
2156. Cafe Fabriek,36 avis,"Hollandaise, Européenne",€€-€€€
2157. Restaurant Kyō,10 avis,Japonaise,€€-€€€
2158. New York Pizza,26 avis,"Italienne, Pizza",€
2159. Maya's Grillsteakhouse,319 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
2160. QV Winebar & Osteria,10 avis,€€-€€€,
2161. Harmsen Restaurant-Café,8 avis,€€-€€€,
2162. The Movies,29 avis,Hollandaise,€€-€€€
2163. The Poké Market,23 avis,"Japonaise, Asiatique",€€-€€€
2164. Cafe Parlotte,25 avis,"Française, Fruits de mer et poisson",€€-€€€
2165. FEBO Amsterdam Reguliersbreestraat,58 avis,"Hollandaise, Restauration rapide",€
2166. SOJU Bar Amsterdam,18 avis,"Bar, Asiatique",€€-€€€
2167. GAJA Korean BBQ & Bar,7 avis,"Asiatique, Coréenne",
2168. Amstel Boathouse,113 avis,"Hollandaise, Bar",€€-€€€
2169. Mehtap,18 avis,Turque,€
2170. Cafe de Heuvel,80 avis,"Bar, Café",€
2171. Braai Vondelpark,31 avis,"Barbecue/Grillades, Européenne",€
2172. Thúskomme,26 avis,"Hollandaise, Européenne",€€-€€€
2173. Restaurant & Wijnbar Nobèl,10 avis,"Française, Méditerranéenne",€€-€€€
2174. No. 100 Eten & Drinken,27 avis,"Hollandaise, Européenne",€
2175. China Town,24 avis,"Chinoise, Asiatique",€€-€€€
2176. Sun Wing,42 avis,"Chinoise, Asiatique",€
2177. Pizza Beppe - Amsterdam Oost,20 avis,"Italienne, Pizza",€€-€€€
2178. Restaurant Amstelle,26 avis,"Internationale, Européenne",€€-€€€
2179. Warung Sranang Makmur,19 avis,"Asiatique, Indonésienne",€
2180. La Vida Argentinian Restaurant,142 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
2181. Sports & Media,52 avis,"Bar, Européenne",€€-€€€
2182. Cote Wispe,16 avis,"Hollandaise, Bar",€€-€€€
2183. Rotisserie East,21 avis,"Américaine, Bar",€€-€€€
2184. Eetcafe Uitvlugt,18 avis,"Hollandaise, Européenne",€€-€€€
2185. Café de Barones,15 avis,"Hollandaise, Bar",€
2186. Tostini,17 avis,€,
2187. Raymond Gerritzen Sandwiches,12 avis,Menu,
2188. Cafe Genootschap Der Geneugten,19 avis,"Bar, Café",€€-€€€
2189. EatWith: Eliane of Amsterdam,7 avis,Française,€€€€
2190. Venezia Del Nord,436 avis,"Italienne, Pizza",€€-€€€
2191. BAUT Oost,23 avis,Européenne,€€-€€€
2192. Buurman De With,9 avis,"Italienne, Pizza",
2193. Chutima's,83 avis,"Asiatique, Thaï",€€-€€€
2194. Le Salonard,15 avis,€,
2195. Restaurant Harmsen Weesp,7 avis,"Hollandaise, Européenne",
2196. SLA Haarlemmerdijk,18 avis,"Hollandaise, Européenne",€€-€€€
2197. Hap Li Express,14 avis,"Chinoise, Asiatique",€€-€€€
2198. Al Ninen,17 avis,Italienne,€€-€€€
2199. Cindy's,12 avis,Café,€
2200. De Griek,49 avis,"Européenne, Grecque",€€-€€€
2201. Restaurant Noah Lieven,6 avis,"Grillades, Fusion",
2202. Law & Order Cocktail Bar,6 avis,"Bar, Pub",
2203. Subzero's Gelato Company,17 avis,Traiteur,€€-€€€
2204. Villa Zomerdijk,17 avis,"Italienne, Hollandaise",€€-€€€
2205. Lilly's Bistro,24 avis,"Française, Hollandaise",€€-€€€
2206. Taqueria Local Dealer Food Inc,19 avis,"Mexicaine, Péruvienne",€€-€€€
2207. Dum Dum Palace,88 avis,"Asiatique, Fusion",€€-€€€
2208. Aries Noodles,39 avis,"Asiatique, Indonésienne",€
2209. Hotel Old Quarter,81 avis,"Bar, Européenne",€€-€€€
2210. Le Nouveau Riche,31 avis,"Française, Internationale",€€-€€€
2211. Il Boccalino,152 avis,"Italienne, Pizza",€€-€€€
2212. Destra Del Ponte,220 avis,"Italienne, Pizza",€€-€€€
2213. Het Wapen van Oostzaan,16 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2214. Wagyu Yakiniku KANATA,21 avis,Asiatique,€€-€€€
2215. Restaurant Bellavista,162 avis,Italienne,€€-€€€
2216. Picchino Italiaans Argentijns Restaurant,18 avis,"Italienne, Steakhouse",
2217. Restaurant Stalpaert,30 avis,Européenne,€€-€€€
2218. Public Space,15 avis,"Café, Internationale",€€-€€€
2219. Golden House,31 avis,"Chinoise, Asiatique",€€-€€€
2220. De Houten Klaas,34 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2221. Lucky King en Hong,13 avis,"Chinoise, Cajun & Créole",€
2222. Sowieso,42 avis,"Internationale, Européenne",€€-€€€
2223. Turquoise Meating,10 avis,"Méditerranéenne, Turque",€€-€€€
2224. La Casa,50 avis,Italienne,€€-€€€
2225. Crystal Wok,39 avis,"Chinoise, Japonaise",€€-€€€
2226. saltinbocca,15 avis,"Italienne, Pub",€
2227. Vlaamse Frites,53 avis,"Restauration rapide, Européenne",€
2228. The Beef Chief,14 avis,Américaine,€€-€€€
2229. Papa Ali,36 avis,"Steakhouse, Café",€€-€€€
2230. Yemaya's Vegan Corner,6 avis,"Traiteur, Diner",
2231. de Bakkerszonen,18 avis,"Française, Hollandaise",€
2232. UZO Bar&Kitchen,6 avis,Fusion japonaise,€€-€€€
2233. Daar Baand,64 avis,"Moyen-Orient, Perse",€€-€€€
2234. Vleesch Noch Visch,21 avis,"Restauration rapide, Internationale",€
2235. SOIL VEGAN CAFE EAST,10 avis,"Bar, Barbecue/Grillades",€€-€€€
2236. Majestic,1 041 avis,"Hollandaise, Bar",€€-€€€
2237. Green Haven,14 avis,"Hollandaise, Européenne",€
2238. Het Schoolhuis,78 avis,"Hollandaise, Européenne",€€-€€€
2239. Mogu,6 avis,"Chinoise, Japonaise",€€-€€€
2240. China Sichuan Restaurant - Chengdu,17 avis,"Chinoise, Asiatique",€€-€€€
2241. Vurger burgerbar,12 avis,"Restauration rapide, Européenne",€€-€€€
2242. Cafe Restaurant Q Global Kitchen,105 avis,Européenne,€€-€€€
2243. Hikage,10 avis,Japonaise,Menu
2244. Aloha Bowling & Restaurant,20 avis,"Hollandaise, Bar",€€-€€€
2245. Keizer Culinair,16 avis,"Italienne, Française",€€-€€€
2246. Foam Cafe,45 avis,"Café, Internationale",€€-€€€
2247. Golden Thali,9 avis,"Indienne, Saine",€€€€
2248. Pera Grillroom,22 avis,"Hollandaise, Européenne",€
2249. Cafe Restaurant de Pelikaan,45 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2250. De huiskamer van Rembrandt,15 avis,"Hollandaise, Européenne",€€-€€€
2251. Rozemeijer,12 avis,"Bar à bières, Bar",€€-€€€
2252. Cafe Coco,153 avis,"Café, Européenne",€€-€€€
2253. V Corner Vietnamese Bistro & Bar,11 avis,"Fruits de mer et poisson, Asiatique",€€-€€€
2254. Vascobelo V-point Zuidpark,8 avis,"Belge, Hollandaise",€
2255. Melksnor Familie Cafe,15 avis,"Hollandaise, Européenne",€€-€€€
2256. Stro Brasserie,26 avis,€€-€€€,
2257. Portofino,113 avis,"Italienne, Pizza",€€-€€€
2258. Ela! Traiterie,13 avis,"Méditerranéenne, Grecque",€
2259. Nour Kebab Restaurant,26 avis,"Barbecue/Grillades, Moyen-Orient",€€-€€€
2260. Het Wapen Van Zwanenburg,12 avis,"Hollandaise, Européenne",€€-€€€
2261. Cafe Sarphaat,112 avis,"Bar, Café",€€-€€€
2262. Pacomer Traiteur,16 avis,"Méditerranéenne, Européenne",€€-€€€
2263. Cafe De Omval,30 avis,"Française, Hollandaise",€€-€€€
2264. Sham Maza,6 avis,"Moyen-Orient, Arabe",
2265. Superette Café,23 avis,"Bar, Café",€€-€€€
2266. Bagels & Beans Zaandam,19 avis,"Café, Saine",€
2267. Lavanta Traiteur,14 avis,"Méditerranéenne, Turque",€€-€€€
2268. Flo's Appetizing,18 avis,"Américaine, polonaise",€€-€€€
2269. Mediterranean,14 avis,€,
2270. The Coffeebrand,24 avis,"Thé et café, Hollandaise",€
2271. Zamen,10 avis,"Hollandaise, Européenne",€
2272. Bacanas,14 avis,"Brésilienne, Restauration rapide",€
2273. La Gare Restaurant,38 avis,"Hollandaise, Européenne",€€-€€€
2274. de Zuyd,22 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2275. Beste Doner,37 avis,Turque,€
2276. Ocakbași Çinar,9 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
2277. The Villy Rhapsody,6 avis,"Café, Internationale",€€-€€€
2278. Raam Amsterdam,8 avis,Saine,€
2279. Van Gogos,8 avis,"Café, Vietnamienne",
2280. Indian Barbecue,9 avis,"Indienne, Barbecue/Grillades",Menu
2281. Crea Cafe,23 avis,Café,€
2282. Florya Restaurant & Cafe,65 avis,Turque,€€-€€€
2283. TonTon Club 3,18 avis,"Bar, Européenne",€€-€€€
2284. Nemo Museumrestaurant,22 avis,"Hollandaise, Européenne",€€-€€€
2285. Bierderij Waterland,9 avis,"Hollandaise, Européenne",€€-€€€
2286. Buon Gusto,7 avis,Italienne,
2287. Jasmin,56 avis,"Chinoise, Asiatique",€€-€€€
2288. Salsa Shop,56 avis,"Mexicaine, Américaine",€
2289. New York Pizza,96 avis,"Italienne, Pizza",€
2290. Viet View,13 avis,"Asiatique, Vietnamienne",€
2291. La Cubanita,116 avis,"Espagnole, Cubaine",€
2292. Route 66,76 avis,"Bar, Café",€€-€€€
"2293. Indian Grill, Aalsmeer",10 avis,Indienne,€€-€€€
2294. Eetcafe Number one,31 avis,"Italienne, Bar",€€-€€€
2295. Bar Parry,12 avis,"Française, Internationale",€€-€€€
2296. Villa Westend,139 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2297. Broodje van het land,12 avis,"Hollandaise, Café",€€-€€€
2298. Cafe de Blauwe Engel,24 avis,"Internationale, Européenne",€€-€€€
2299. 't Zusje Amsterdam,33 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2300. Haringkar de Gigant,15 avis,"Hollandaise, Européenne",€
2301. Giordano Ristorante Pizzeria,23 avis,Italienne,€€-€€€
2302. Kailash Parbat Indian Vegetarian Restaurant,5 avis,Indienne,€€-€€€
2303. Mama Maria,172 avis,"Mexicaine, Steakhouse",€€-€€€
2304. 't Houtskooltje,40 avis,"Libanaise, Méditerranéenne",€
2305. Grand Cafe-Restaurant,21 avis,"Hollandaise, Européenne",€€-€€€
2306. Limon,34 avis,"Hollandaise, Européenne",€€-€€€
2307. Coulisse,15 avis,"Française, Européenne",€€€€
2308. Cafe In The City,144 avis,"Fruits de mer et poisson, Sushi",€€-€€€
2309. café Bédier,10 avis,"Hollandaise, Bar",
2310. Superskunk Coffeeshop,59 avis,Café,€€-€€€
2311. ADAMS Wereldkeuken,39 avis,"Hollandaise, Internationale",€€-€€€
2312. CavaTaria - Holy Spanish food,24 avis,"Européenne, Espagnole",€€-€€€
2313. Restaurant The Beach,26 avis,"Hollandaise, Européenne",€€-€€€
2314. Namaskar,76 avis,Indienne,€€-€€€
2315. IJDOK 35,5 avis,"Hollandaise, Bar",€€-€€€
2316. Tastoeamsterdam,10 avis,€€-€€€,Menu
2317. Seth Take Out,7 avis,"Cuisine de rue (street food), Sud-américaine",€
2318. Restaurant Korea,56 avis,"Asiatique, Coréenne",€€-€€€
2319. BOX,14 avis,Café,€
2320. Lila,5 avis,Moyen-Orient,€
2321. Kaap West,19 avis,Saine,€€-€€€
2322. Pinsa's,36 avis,"Italienne, Pizza",€€-€€€
2323. Oliver Green - Kinkerstraat,6 avis,"Internationale, Européenne",Menu
2324. Burger Bitch,259 avis,"Américaine, Bar",€
2325. Cafe Krom,64 avis,"Hollandaise, Bar",€€-€€€
2326. Los Amigos Argentinian Grill Restaurant Amsterdam,38 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
2327. Eetcafe Oceaan,11 avis,Néo-zélandaise ,€
2328. Golden Garden,71 avis,"Chinoise, Asiatique",€€-€€€
2329. Wally's Wafels,12 avis,€,
2330. The Pool - Restaurant Bar,92 avis,"Bar, Internationale",€€-€€€
2331. Tjin's Exotische Broodjes,12 avis,"Latino, Espagnole",€
2332. Fresh Addicts Club,5 avis,"Restauration rapide, Internationale",Menu
2333. Red Elephant Thai Food,7 avis,€€-€€€,
2334. Restaurant Biladi,14 avis,"Marocaine, Méditerranéenne",€
2335. Mama's Fresh Bakery,14 avis,"Café, Européenne",€€-€€€
2336. Indonesia Indah,17 avis,"Asiatique, Indonésienne",€
2337. Restaurant De Bosbaan,13 avis,"Française, Hollandaise",€€-€€€
2338. Bagels & Beans Oostpoort,19 avis,"Café, Saine",€€-€€€
2339. Japanese Sushi & Grill Restaurant Sushi,44 avis,"Japonaise, Sushi",€€-€€€
2340. Tabasco,26 avis,"Fruits de mer et poisson, Européenne",€€-€€€
2341. TWAALF,6 avis,Française,€€-€€€
2342. Vero,17 avis,"Italienne, Pizza",€
2343. L'Affiche,17 avis,"Hollandaise, Bar",€€-€€€
2344. Porta e Porta,21 avis,"Italienne, Pizza",€
2345. Ubon Landsmeer,12 avis,"Asiatique, Thaï",€€-€€€
2346. Bai Bua,10 avis,Thaï,
2347. Cafe de Driesprong,11 avis,"Hollandaise, Européenne",€€-€€€
2348. Swieti Sranang,14 avis,"Asiatique, Indonésienne",€
2349. Anna du Pire,16 avis,"Fruits de mer et poisson, Internationale",€€-€€€
2350. Im Aroy,12 avis,"Fruits de mer et poisson, Asiatique",€
2351. Grieks restaurant Mykonos,61 avis,"Fruits de mer et poisson, Européenne",€€-€€€
2352. BeyMen Cafe & Restaurant,38 avis,Turque,€€-€€€
2353. Italian District,20 avis,"Italienne, Pizza",€€-€€€
2354. Bagels & Beans IJburg Amsterdam,38 avis,"Café, Saine",€
2355. Rembrandt Tower Boardroom | Heavenly Rembrandt,15 avis,"Française, Européenne",€€€€
2356. Strandzuid,143 avis,"Hollandaise, Bar",€€-€€€
2357. TOKO IKAN MAS,18 avis,"Asiatique, Indonésienne",€€-€€€
2358. De Aardige Pers,60 avis,"Moyen-Orient, Perse",€
2359. SLA Zuidas,18 avis,"Saine, Soupes",€€-€€€
2360. Heffer Tavern,69 avis,"Américaine, Hollandaise",€€-€€€
2361. Ritos Amsterdam,15 avis,"Mexicaine, Japonaise",€
2362. Cafe de Oude Schaeper,7 avis,"Hollandaise, Européenne",Menu
2363. Bar Brother,5 avis,"Britannique, Pub",€€-€€€
2364. Vishandel Omaira Eiland,10 avis,Fruits de mer et poisson,€
2365. Kediri,20 avis,"Asiatique, Indonésienne",€€-€€€
"2366. CAFÉ ZUID | Lunch, Borrel, Diner @ Amsterdam oud-zuid",12 avis,"Française, Bar",€€-€€€
2367. Padrone,14 avis,"Italienne, Pizza",€
2368. Frizzanteria,12 avis,"Italienne, Hollandaise",€€-€€€
2369. Viên - Vietnamese Banh Mi Shop,5 avis,Vietnamienne,
2370. Pakhuis de Zwijger,42 avis,"Hollandaise, Européenne",€€-€€€
2371. L'Estaminet,71 avis,Européenne,€€-€€€
2372. Bistro G.P. by George,66 avis,"Fruits de mer et poisson, Internationale",€€-€€€
2373. La Condesa Amsterdam,9 avis,Mexicaine,€€€€
2374. De Juwelier,43 avis,"Française, Européenne",€€€€
2375. T Goede Soet,11 avis,Internationale,€
2376. Capricho Cafe,9 avis,"Italienne, Méditerranéenne",€€-€€€
2377. Café CHA CHA,25 avis,"Steakhouse, Bar",€€-€€€
2378. Bar Moqum,10 avis,"Américaine, Indienne",€€-€€€
2379. Nagomi,31 avis,"Japonaise, Asiatique",€€-€€€
2380. Cafe Max,40 avis,"Hollandaise, Café",€€-€€€
2381. Kababjee,9 avis,,
2382. Santa Maria Pizzeria & Steakhouse,5 avis,"Italienne, Argentine",€€-€€€
2383. Jan 19 Coffee,9 avis,Café,
2384. Burger Bistro,37 avis,"Française, Américaine",€€-€€€
2385. Sushi Fanatics,8 avis,"Japonaise, Sushi",€€-€€€
2386. De Bakkersfiets,6 avis,"Hollandaise, Européenne",€
2387. Gusto Di Casto,75 avis,"Italienne, Pizza",€€-€€€
2388. De Pannenkoekerij,5 avis,"Hollandaise, Café",€€-€€€
2389. Vadevi,12 avis,"Française, Fruits de mer et poisson",€€-€€€
2390. Lokaal De Kroon,6 avis,"Hollandaise, Européenne",€
2391. Famous Burger,116 avis,"Bar, Restauration rapide",€
2392. Americano Bar & Kitchen,39 avis,"Italienne, Américaine",€€-€€€
2393. San Tommaso,380 avis,"Italienne, Pizza",€€-€€€
2394. Libertine Petit Cafe,133 avis,"Café, Méditerranéenne",€€-€€€
2395. Samui Thai Streetfood,5 avis,Thaï,
2396. Le Bistro Diemen,17 avis,"Hollandaise, Fruits de mer et poisson",€€€€
2397. Cafe de Waard,213 avis,"Bar, Café",€€-€€€
2398. The Old Soul,5 avis,"Américaine, Caraïbes",
2399. Pannenkoeken en Poffertjessalon,23 avis,"Hollandaise, Européenne",€
2400. Original Pancake,18 avis,"Hollandaise, Café",€€-€€€
2401. Marco Polo,376 avis,"Italienne, Pizza",€€-€€€
2402. Pizzeria La Piazza,47 avis,"Italienne, Italie du Nord",€€-€€€
2403. O'Donnells Irish Pub,262 avis,"Irlandaise, Bar",€€-€€€
2404. De School,40 avis,"Française, Internationale",€€-€€€
2405. Ristorante Italiano,57 avis,"Italienne, Pizza",€€-€€€
2406. Formocha,21 avis,€€-€€€,Menu
2407. Brasserie de Jutter Purmerend,59 avis,"Hollandaise, Fruits de mer et poisson",€€-€€€
2408. SushiPoint Hoofddorp,11 avis,"Japonaise, Sushi",€€-€€€
2409. Taste Of Ramen,5 avis,Japonaise,
2410. #Coffeedate,7 avis,Française,€
2411. Alba,9 avis,Internationale,€€-€€€
2412. Stone's Café,23 avis,"Steakhouse, Bar",€€-€€€
2413. Holi Indian Restaurant,5 avis,Indienne,
2414. Mo' Mmo,7 avis,"Italienne, Méditerranéenne",€
2415. Torre di Pisa,11 avis,"Restauration rapide, Pub",€€-€€€
2416. SushiPoint,16 avis,"Japonaise, Sushi",Menu
2417. De Prael Proeflokaal De Pijp,8 avis,Hollandaise,Menu
2418. Just-Because,13 avis,"Hollandaise, Café",€€-€€€
2419. Dimsum District,12 avis,"Chinoise, Japonaise",€€-€€€
2420. Chez Fabrice,5 avis,Française,
2421. Schiphol Grand Cafe Plaza,223 avis,"Bar, Café",€€-€€€
2422. Broccolis Veggie Vegan Restaurant Spaarndam,6 avis,"Italienne, Internationale",€€-€€€
2423. Brasserie Vessel,43 avis,"Hollandaise, Internationale",€€-€€€
2424. San Abram,85 avis,"Italienne, Pizza",€€-€€€
2425. Studio Westpoort,20 avis,"Hollandaise, Bar",€€-€€€
2426. Boss Japans Sushi Restauranr,73 avis,"Japonaise, Sushi",€€-€€€
2427. Snackbar Gaasperplas,14 avis,"Hollandaise, Restauration rapide",€
2428. Wil Graanstra's Frietkraam,37 avis,"Hollandaise, Européenne",€
2429. La Cubanita,57 avis,"Espagnole, Cubaine",€€-€€€
2430. Café Cómodo,29 avis,"Bar, Café",€€-€€€
2431. ZuZi Bowl,25 avis,"Japonaise, Sushi",€€-€€€
2432. District Coffee Amsterdam,7 avis,Méditerranéenne,€
2433. De Andere Oever,16 avis,"Hollandaise, Européenne",€€-€€€
2434. China Fantasy,99 avis,"Chinoise, Asiatique",€€-€€€
2435. Blvd Cafe,129 avis,"Hollandaise, Bar",€€-€€€
2436. Lezzet Grillroom,7 avis,Turque,Menu
2437. Anna's SpecialTeas,10 avis,Café,€
2438. Grand-Cafe Restaurant Het Wapen Van Diemen,27 avis,"Hollandaise, Européenne",€€-€€€
2439. Karavaan,23 avis,Européenne,€€-€€€
2440. The Breakfast Club,64 avis,"Café, Bars-restaurants",€€-€€€
2441. Noori Fusion,5 avis,"Indienne, Sushi",€€-€€€
2442. Lavinia Good Food 'Zuid',19 avis,"Libanaise, Café",€€-€€€
2443. Juicy Details,40 avis,Restauration rapide,€€-€€€
2444. Bambino,18 avis,Bar à vins,€€-€€€
2445. Cafe Georgette,99 avis,"Café, Européenne",€€-€€€
2446. Azie,9 avis,"Chinoise, Asiatique",€€-€€€
2447. Zerozero,5 avis,Italienne,
2448. Merza,12 avis,"Turque, Moyen-Orient",€
2449. House of Watt Amsterdam,10 avis,"Hollandaise, Internationale",€€-€€€
2450. Kagetsu,18 avis,"Japonaise, Asiatique",€€-€€€
2451. Euro Pub,256 avis,"Bar, Internationale",€€-€€€
2452. Restaurant Taytu,33 avis,"Africaine, Éthiopienne",€€-€€€
2453. WG Cafe,45 avis,"Bar, Européenne",€
2454. Chez Nina Brasserie,7 avis,"Pizza, Internationale",€€-€€€
2455. Dana Halal Food,8 avis,€,
2456. Il Mare,61 avis,"Italienne, Pizza",€€-€€€
2457. Sushi Day,11 avis,"Japonaise, Sushi",€€-€€€
2458. Weeshuis Monnickendam,14 avis,"Hollandaise, Café",€€-€€€
2459. Plashoeve,33 avis,"Hollandaise, Bar",€€-€€€
2460. Tasty Indian Bites / Amantra,7 avis,Indienne,€€-€€€
2461. Sinck,5 avis,Française,
2462. Cafe 't Binnepretje,8 avis,,
2463. Grizzl Oude Doelenstraat,8 avis,"Américaine, Hollandaise",€
2464. Atlas Taste,62 avis,"Hollandaise, Bar",€€-€€€
2465. 't Dammetje,5 avis,"Hollandaise, Européenne",
2466. Restaurant De Poelier,7 avis,"Française, Hollandaise",€€-€€€
2467. Koffie Bij Kaatje,32 avis,"Hollandaise, Café",€€-€€€
2468. Murphy's Irish Pub,24 avis,"Bar, Pub",€€-€€€
2469. Café De Groene Vlinder,31 avis,€,Menu
2470. La Piccola Storia,7 avis,Italienne,€€-€€€
2471. Pitcher Perfect,6 avis,"Caraïbes, Café",€
2472. Bar & Kitchen Copper,6 avis,€€-€€€,
2473. Remy's Bistro,7 avis,"Fruits de mer et poisson, Internationale",€€-€€€
2474. Prins Van Oranje,8 avis,Européenne,€€-€€€
2475. Bitterballen Amsterdam,4 avis,"Hollandaise, Européenne",
2476. Five Brothers Fat Hobbema,8 avis,"Hollandaise, Méditerranéenne",€€-€€€
2477. La Lotteria,18 avis,"Italienne, Pizza",€€-€€€
2478. Fou Fow Ramen van Wou,31 avis,"Japonaise, Asiatique",€€-€€€
2479. Trattoria La Bocca,36 avis,"Italienne, Pizza",€
2480. Yama Ramen,10 avis,Japonaise,€€-€€€
2481. Shabu To Go,39 avis,"Japonaise, Sushi",€€-€€€
2482. Oh My Bun! Rembrandt,10 avis,"Américaine, Hollandaise",€€€€
2483. Cosy Coffee Bar,12 avis,"Hollandaise, Café",€€-€€€
2484. The Meets,11 avis,"Italienne, Internationale",€€-€€€
2485. Spui Eigentijds,23 avis,"Bar, Pub",€€-€€€
2486. Cafe Pleinzicht,23 avis,Pub,€
2487. Yummy Hummus - Amsterdam,17 avis,"Méditerranéenne, Saine",€€-€€€
2488. Satellite Sports Cafe,1 281 avis,"Américaine, Bar",€
2489. TwentyFiveSeven,13 avis,"Française, Hollandaise",€€-€€€
2490. Bariq | Espresso & Wine Bar,4 avis,"Méditerranéenne, Diner",Menu
2491. Gastropub Pelusa,4 avis,"Bar, Internationale",€€€€
2492. Pasticceria,20 avis,"Française, Café",€
2493. Markerhuisje,5 avis,Française,€€-€€€
2494. Herberg het Mandelahuisje,20 avis,Café,€€-€€€
2495. De Nieuwe Poort Amsterdam,31 avis,"Internationale, Européenne",€€-€€€
2496. Joe & The Juice,8 avis,,
2497. Warrie Knarrie,73 avis,"Hollandaise, Européenne",€€-€€€
2498. monsieur.dame,10 avis,"Française, Hollandaise",€€-€€€
2499. Il Caffe,27 avis,"Hollandaise, Bar",€
2500. Cafe De Manen,23 avis,"Hollandaise, Bar",€
2501. Bakkerij P & E. stricker,16 avis,"Desserts, Hollandaise",
2502. Popov,112 avis,"Hollandaise, Européenne",€€-€€€
2503. Orangery,25 avis,"Café, Européenne",€€-€€€
2504. Ikea Amsterdam Z.O. Restaurant,75 avis,"Européenne, Suédoise",€
2505. Eriks Delicatessen,10 avis,"Hollandaise, Européenne",€€-€€€
2506. San Diego,159 avis,"Italienne, Pizza",€€-€€€
2507. Maoz Vegan,14 avis,"Restauration rapide, Méditerranéenne",€
2508. Brunchroom Bliss,8 avis,"Américaine, Européenne",€
2509. Perito Moreno,4 avis,"Argentine, Sud-américaine",€€-€€€
