Titre,Avis,Type,Price
 Benedict,618 avis,Internationale,€€-€€€
 Café Datscha Mitte,432 avis,"Européenne, Brasserie gastronomique",€€-€€€
 Hausbrauerei Eschenbrau,130 avis,"Allemande, Bar",€
 Qua Phe,131 avis,"Asiatique, Vietnamienne",€
 Alt Berliner Gasthaus Julchen Hoppe,485 avis,"Allemande, Européenne",€€-€€€
 KIM999 Vietnamese Vegan & Veggie Cuisine,65 avis,"Sushi, Asiatique",€€-€€€
 Salt n Bone,203 avis,"Bar, Européenne",€€-€€€
 Zollpackhof,693 avis,Allemande,€€-€€€
 Milja & Schafa,146 avis,"Café, Internationale",€€-€€€
 My Anh,141 avis,"Asiatique, Vietnamienne",€
 Ristorante Lungomare,652 avis,"Italienne, Pizza",€€-€€€
 Ristorante Bonfini,402 avis,"Italienne, Méditerranéenne",€€-€€€
 Hops & Barley Hausbrauerei,107 avis,"Allemande, Bar",€
 Hamy Cafe,345 avis,"Asiatique, Vietnamienne",€
 Long March Canteen,428 avis,"Chinoise, Asiatique",€€-€€€
 Com Viet,157 avis,"Asiatique, Vietnamienne",€
 Fam Dang,283 avis,"Asiatique, Vietnamienne",€
 Avan,193 avis,"Asiatique, Vietnamienne",€€-€€€
 Restaurant Esszimmer,99 avis,"Allemande, Européenne",€€-€€€
 Restaurant Berlinchen,412 avis,"Allemande, Diner",€€-€€€
 Ristorante Stella Alpina,161 avis,"Italienne, Méditerranéenne",€€-€€€
 Café Datscha Friedrichshain,309 avis,"Café, Européenne",€€-€€€
 Samadhi,409 avis,"Asiatique, Thaï",€€-€€€
 Ratskeller Kopenick,256 avis,"Allemande, Européenne",€€-€€€
 Riviera Restaurant & Bar,170 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
 Golden Rice,192 avis,"Japonaise, Sushi",€€-€€€
 Joynes Kitchen,91 avis,"Française, Européenne",€€€€
 Metzer Eck,228 avis,"Allemande, Bar",€
 BLOCK HOUSE Bikini Am Zoo Palast,483 avis,"Américaine, Steakhouse",€€-€€€
 Loft14,332 avis,Bar,€€-€€€
 Trattoria Piazza Rossa,853 avis,"Italienne, Pizza",€€-€€€
 mix.it,93 avis,"Italienne, Méditerranéenne",€€-€€€
 Ryong,83 avis,"Japonaise, Asiatique",€€-€€€
 12 Apostoli am Savignyplatz,735 avis,"Italienne, Pizza",€€-€€€
 Marlene Bar,224 avis,"Bar, Européenne",€€-€€€
 Com Nam,95 avis,Vietnamienne,€
 Good Morning Vietnam,468 avis,"Asiatique, Vietnamienne",€€-€€€
 Antonello's Cevicheria & Street Food,119 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Ristorante Piccolo Mondo,219 avis,"Italienne, Méditerranéenne",€€€€
 12 Apostoli Berlin Charlottenburg,1 119 avis,"Italienne, Pizza",€€-€€€
 Kuchi,468 avis,"Japonaise, Sushi",€€-€€€
 Hard Rock Cafe Berlin,3 457 avis,"Américaine, Bar",€€-€€€
 Monkey Bar,2 072 avis,Bar,€€-€€€
 Osteria Ribaltone,314 avis,"Italienne, Méditerranéenne",€€-€€€
 Samos,184 avis,"Méditerranéenne, Européenne",€€-€€€
 Bristol Grill,132 avis,"Internationale, Européenne",€€€€
 La Cantina,315 avis,"Italienne, Pizza",€
 Hirsch Bar,92 avis,"Allemande, Bar",€
 Jules Verne,294 avis,Française,€€-€€€
 Lode & Stijn,111 avis,Européenne,€€€€
 Pastarium Berlin,114 avis,"Italienne, Méditerranéenne",€€-€€€
 Sisal,245 avis,"Italienne, Pizza",€€-€€€
 Chicago Williams BBQ,443 avis,"Américaine, Barbecue/Grillades",€€-€€€
 Zur Letzten Instanz,2 066 avis,"Allemande, Européenne",€€-€€€
 Latino,180 avis,"Italienne, Pizza",€€-€€€
 muret la barba,374 avis,"Italienne, Méditerranéenne",€€-€€€
 AMRIT Kreuzberg,202 avis,Indienne,€€-€€€
 Cafe am Petriplatz,87 avis,"Allemande, Café",€€-€€€
 Habels Lindenwirtin,122 avis,"Allemande, Européenne",€€-€€€
 SOLAR BERLIN Sky-Bar & Restaurant,821 avis,"Européenne, Moderne",€€€€
 Burgerie,183 avis,"Américaine, Bar",€
 Fleischerei,415 avis,"Allemande, Internationale",€€-€€€
 Hofbrau Wirtshaus Berlin,6 557 avis,"Allemande, Bar",€€-€€€
 BrewDog Berlin Mitte,263 avis,"Bar, Européenne",€€-€€€
 Schoneberger Weltlaterne,236 avis,"Allemande, Européenne",€€-€€€
 The Hat Jazz Bar Berlin,140 avis,Pub,€€-€€€
 Irish Pub,529 avis,"Bar, Européenne",€€-€€€
 Brasserie Quarré,389 avis,"Allemande, Européenne",€€€€
 Lemke am Schloss - Wirtshaus & Brauerei,420 avis,"Allemande, Bar à bières",€€-€€€
 LaVida Wine Club,164 avis,"Bar, Européenne",€€-€€€
 Madame Ngo,196 avis,"Asiatique, Vietnamienne",€€-€€€
 Das Caro,115 avis,"Allemande, Bar",€€-€€€
 Vietnam Village,262 avis,"Asiatique, Vietnamienne",€
 Sapa Sushi,208 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Calice d'Oro,192 avis,"Italienne, Internationale",€€-€€€
 Trattoria La Terrazza,144 avis,"Italienne, Méditerranéenne",€€-€€€
 Crêperie Suzette,153 avis,"Française, Européenne",€€-€€€
 Avocado Club,69 avis,"Péruvienne, Internationale",€€-€€€
 Jungbluth-Restaurant,212 avis,"Allemande, Européenne",€€€€
 Ja! NIKO Ja!,596 avis,"Méditerranéenne, Européenne",€€-€€€
 Petrarca Vinantipasteria,102 avis,Italienne,€€-€€€
 Restaurant Dalmacija,107 avis,"Européenne, Europe de l'Est",€€-€€€
 CODA Dessert Dining,139 avis,Européenne,€€€€
 Hackescher Hof,483 avis,"Allemande, Fusion",€€-€€€
 Il Valentino,182 avis,"Italienne, Méditerranéenne",€€-€€€
 Fleischerei Domke,73 avis,"Allemande, Européenne",€
 Restaurant Pasta & Passione,261 avis,"Italienne, Pizza",€€-€€€
 Dong Do Restaurant,95 avis,"Asiatique, Vietnamienne",€
 Chen Che Teehaus,620 avis,"Asiatique, Vietnamienne",€€-€€€
 Kitchen Library,79 avis,"Allemande, Internationale",€€-€€€
 Felix Austria,175 avis,"Autrichienne, Européenne",€€-€€€
 Kartoffelkeller,972 avis,"Allemande, Européenne",€€-€€€
 Spindler,335 avis,"Française, Steakhouse",€€-€€€
 L'Osteria Berlin Memhardstrasse,396 avis,"Italienne, Pizza",€€-€€€
 Rüedigers,156 avis,"Autrichienne, Internationale",€€-€€€
 Alt Berliner Biersalon,1 090 avis,"Allemande, Bar",€€-€€€
" Tommi's Burger Joint, Kudamm",128 avis,"Américaine, Restauration rapide",€
 La Cantina Rosso,188 avis,"Italienne, Pizza",€€-€€€
 Mãmây,126 avis,"Asiatique, Grillades",€€-€€€
 Pikilia,129 avis,"Méditerranéenne, Européenne",€€-€€€
 Das Lemke,1 704 avis,"Allemande, Bar à bières",€€-€€€
 Ars Vini,270 avis,"Fruits de mer et poisson, Internationale",€€-€€€
 Panama Berlin,216 avis,"Internationale, Européenne",€€-€€€
 Fatoush,125 avis,"Internationale, Moyen-Orient",€
 Gasthaus Glashaus,120 avis,"Européenne, Croate",€€-€€€
 Hasir Burger,132 avis,"Américaine, Restauration rapide",€
 Ben Thanh,80 avis,"Asiatique, Vietnamienne",€
 Schwarze Pumpe,129 avis,"Allemande, Bar",€
 Butterhandlung,106 avis,"Européenne, Europe centrale",€€-€€€
 India Express Indische Restaurant,93 avis,"Indienne, Asiatique",€
 Tbilisi,172 avis,"Européenne, Grillades",€€-€€€
 Santa Maria,565 avis,"Mexicaine, Latino",€€-€€€
 Cafe Morgenland,297 avis,"Bar, Café",€
 Blend Berlin Kitchen und Bar,246 avis,"Internationale, Européenne",€€-€€€
 der Weinlobbyist - Bistro&Weinbar,32 avis,"Internationale, Bar à vins",€€-€€€
 Beef Grill Club by Hasir,574 avis,"Américaine, Steakhouse",€€-€€€
 The Butcher Berlin,257 avis,"Américaine, Bar",€€-€€€
 Vagabund Brauerei,100 avis,"Bar à bières, Pub",€€-€€€
 Cafe im Literaturhaus,266 avis,"Allemande, Café",€€-€€€
 Zille-Destille,67 avis,"Allemande, Bar",€€-€€€
 Kuchi,301 avis,"Japonaise, Sushi",€€-€€€
 Restaurant am Steinplatz,157 avis,"Allemande, Européenne",€€€€
 Trattoria Su e Giu,179 avis,"Italienne, Méditerranéenne",€€-€€€
 Est.,55 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Das Haus der 100 Biere,319 avis,"Allemande, Bar",€€-€€€
 Engelbecken Speisewirtschaft,283 avis,"Allemande, Autrichienne",€€-€€€
 Defne,253 avis,"Méditerranéenne, Européenne",€€-€€€
 Ristorante Nuovo Firenze,134 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Restaurant Horváth,430 avis,"Autrichienne, Européenne",€€€€
 Restaurant ROCA,273 avis,"Européenne, Saine",€€€€
 Muse Berlin,136 avis,"Américaine, Européenne",€€-€€€
 Dieter Meier's Wine & Beef Kontor Ojo de Agua,132 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
 Lichtburg Restaurant,157 avis,"Allemande, Européenne",€€-€€€
 Baraka,283 avis,"Libanaise, Marocaine",€€-€€€
 Reinhard's am Kurfurstendamm,841 avis,"Allemande, Européenne",€€-€€€
 Papadam,120 avis,"Indienne, Asiatique",€€-€€€
 Cecconi's Berlin,268 avis,"Italienne, Pizza",€€€€
 Knodelwirtschaft,91 avis,"Allemande, Autrichienne",€
 Malafemmena,296 avis,"Italienne, Pizza",€€-€€€
 LimaLima Café–Bistro Restaurant,89 avis,"Italienne, Méditerranéenne",€€-€€€
 Bobbe Speisesalon,49 avis,"Moyen-Orient, Israélienne",€€-€€€
 ALEX Berlin Mercedes Platz,135 avis,"Bar, Internationale",€€-€€€
 Good Friends,556 avis,"Chinoise, Asiatique",€€-€€€
 L'Osteria Bikini Berlin,1 667 avis,"Italienne, Pizza",€€-€€€
 Restaurant Gugelhof,376 avis,"Française, Allemande",€€-€€€
 Frau Mittenmang,163 avis,"Européenne, Europe centrale",€€-€€€
 April,305 avis,"Allemande, Européenne",€€-€€€
 The Reed,95 avis,"Européenne, Europe centrale",€€-€€€
 Lichtblick,171 avis,Europe centrale,€€-€€€
 Kartoffelkiste,421 avis,"Allemande, Européenne",€€-€€€
 Lindenbräu am Potsdamer Platz,1 927 avis,"Allemande, Bar",€€-€€€
 Sapori Italiani,140 avis,"Italienne, Pizza",€€-€€€
 Merhaba,126 avis,"Internationale, Méditerranéenne",€€-€€€
 Limayra Italienische Restaurant,160 avis,"Italienne, Diner",€€-€€€
 Yorckschlosschen,203 avis,"Allemande, Bar",€€-€€€
 Ristorante Italiano Centro Sud,129 avis,"Italienne, Méditerranéenne",€€-€€€
 Grill Royal,1 671 avis,"Steakhouse, Internationale",€€€€
 Die Berliner Republik - Brokers Bierbörse,1 988 avis,"Allemande, Bar",€€-€€€
 Munch's Hus,183 avis,"Fruits de mer et poisson, Européenne",€€-€€€
 Bar Tausend,270 avis,Européenne,€€€€
 Ristorante Garda,240 avis,"Italienne, Pizza",€€-€€€
 Maultaschen Manufaktur,152 avis,"Allemande, Européenne",€€-€€€
 Sage Restaurant,452 avis,"Allemande, Européenne",€€-€€€
 Renger-Patzsch Restaurant,214 avis,"Française, Allemande",€€-€€€
 La Stella Nera,100 avis,"Italienne, Pizza",€€-€€€
 Repke Spätzlerei,240 avis,"Allemande, Européenne",€€-€€€
 Schneeweiß,417 avis,"Allemande, Autrichienne",€€-€€€
 Lafayette Gourmet Berlin,214 avis,"Française, Bar à vins",€€-€€€
 Anabelas Kitchen,109 avis,"Méditerranéenne, Européenne",€€-€€€
 Com A,103 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Thai Aroma,83 avis,"Asiatique, Thaï",€
 China Restaurant HuaTing,78 avis,Chinoise,€€-€€€
 Zum Paddenwirt,359 avis,"Allemande, Européenne",€€-€€€
 Regent Bar,110 avis,Bar,€€€€
 Brauhaus Georgbraeu,2 734 avis,"Allemande, Bar à bières",€€-€€€
 Der Hahn ist tot,215 avis,"Française, Européenne",€€-€€€
 Il Passetto,103 avis,"Italienne, Méditerranéenne",€€-€€€
 Kos-House,157 avis,"Méditerranéenne, Européenne",€€-€€€
 Ach Niko Ach,360 avis,"Méditerranéenne, Européenne",€€-€€€
 Aapka,151 avis,"Indienne, Asiatique",€€-€€€
 Kyo Grill Berlin,62 avis,"Japonaise, Barbecue/Grillades",€€-€€€
 Beef Grill Club by Hasir Gendarmenmarkt,299 avis,"Steakhouse, Barbecue/Grillades",€€€€
 Sachiko,255 avis,"Japonaise, Sushi",€€-€€€
 Restaurant Bass,80 avis,"Allemande, Fruits de mer et poisson",€€-€€€
 Osteria dell'Arte,129 avis,"Italienne, Méditerranéenne",€€-€€€
 Nil Sudanesischer Imbiss,111 avis,"Africaine, Restauration rapide",€
 Miss Saigon,206 avis,"Asiatique, Vietnamienne",€
 Mirami Sushi Restaurant,123 avis,"Japonaise, Sushi",€€-€€€
 Huong Lua,35 avis,"Asiatique, Vietnamienne",€€-€€€
 Masaniello,422 avis,"Italienne, Pizza",€€-€€€
 Lecker Song,118 avis,"Chinoise, Asiatique",€
 BOMBAY,490 avis,"Indienne, Asiatique",€€-€€€
 Hauptstadtrestaurant Gendarmerie,901 avis,"Allemande, Moderne",€€-€€€
 PICCOLA TAORMINA,194 avis,"Italienne, Pizza",€
 Michelberger Restaurant,319 avis,Européenne,€€-€€€
 Volkskammer,170 avis,"Allemande, Européenne",€
 Hasir Restaurant,503 avis,"Méditerranéenne, Turque",€€-€€€
 Nea Knosso,96 avis,"Méditerranéenne, Européenne",€€-€€€
 Mr Hai & Friends,291 avis,"Asiatique, Vietnamienne",€€-€€€
 Pastis,167 avis,"Française, Européenne",€€-€€€
 Restaurant A Telha,128 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
 Marooush,299 avis,"Grillades, Moyen-Orient",€€-€€€
 Zum Nussbaum,765 avis,"Allemande, Bar",€€-€€€
 Osteria Maria,125 avis,"Italienne, Internationale",€€-€€€
 Restaurant Madami,111 avis,"Asiatique, Grillades",€€-€€€
 Kid Creole,88 avis,Américaine,€€-€€€
 Ristorante Dante Pizzeria,92 avis,"Italienne, Pizza",€€-€€€
 Karun,102 avis,"Moyen-Orient, Perse",€
 Osmanya,138 avis,"Méditerranéenne, Turque",€€-€€€
 Maselli Ristorante,106 avis,"Italienne, Méditerranéenne",€€-€€€
 Sophien 11,345 avis,"Européenne, Grillades",€€-€€€
 Seerose,153 avis,"Indienne, Méditerranéenne",€
 Bar Raval,251 avis,"Méditerranéenne, Européenne",€€-€€€
 Wartesaal Berlin,283 avis,"Italienne, Steakhouse",€€-€€€
 Lemongrass,308 avis,"Asiatique, Thaï",€
 Trattoria Nardino,101 avis,"Italienne, Méditerranéenne",€€-€€€
 Portofino,234 avis,"Italienne, Méditerranéenne",€€-€€€
 Grindhouse Burgers,184 avis,"Américaine, Bar",€€-€€€
 Toca Rouge,207 avis,"Chinoise, Asiatique",€€-€€€
 Standard,382 avis,"Italienne, Napolitaine",€€-€€€
 Pomodorino,161 avis,"Italienne, Pizza",€
 RosaCaleta,140 avis,"Caraïbes, Fusion",€€-€€€
 Wintergarten im Literaturhaus,264 avis,"Café, Européenne",€€-€€€
 Nomad Breakfast & Dinner,50 avis,"Internationale, Fusion",€€-€€€
 Bertolini,86 avis,"Italienne, Méditerranéenne",€€-€€€
 Stilbruch,83 avis,"Allemande, Européenne",€€-€€€
 Ebn Tamshah,33 avis,"Libanaise, Marocaine",€
 Mamma Monti,84 avis,"Italienne, Internationale",€€-€€€
 The Catch,84 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Spreegold,816 avis,"Café, Internationale",€€-€€€
 Cha for Tee,56 avis,"Chinoise, Asiatique",€
 Viet Bowl,70 avis,"Sushi, Asiatique",€€-€€€
 Tapas y Mas Tres,559 avis,"Méditerranéenne, Européenne",€€-€€€
 Mine Wine,183 avis,"Italienne, Méditerranéenne",€€-€€€
 Voland,79 avis,"Européenne, Russe",€€-€€€
 Cavallino Rosso Restaurant,142 avis,"Italienne, Méditerranéenne",€€-€€€
 Austria Das Original,356 avis,"Allemande, Autrichienne",€€-€€€
 Taverna Phaestos,75 avis,"Méditerranéenne, Européenne",€€-€€€
 Swadishta,50 avis,"Indienne, Asiatique",€
 Facciola,58 avis,"Italienne, Méditerranéenne",€€-€€€
 Mr.Le,61 avis,"Asiatique, Vietnamienne",€
 Restaurant Bricole,60 avis,"Internationale, Européenne",€€-€€€
 SaiGon-Today,129 avis,"Asiatique, Vietnamienne",€
 Pulcinella,73 avis,"Italienne, Pizza",€€-€€€
 Madang,105 avis,"Asiatique, Coréenne",€€-€€€
 Maroush,257 avis,"Libanaise, Restauration rapide",€
 BLOCK HOUSE Karl-Marx-Allee,244 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
 Little Green Rabbit - Gendarmenmarkt,137 avis,"Européenne, Saine",€€-€€€
 Zeus Pizzeria,91 avis,"Italienne, Pizza",€
 Taverna Amphipolis,87 avis,"Méditerranéenne, Européenne",€€-€€€
 Trattoria Da Dino,63 avis,"Italienne, Pizza",€
 Ryu,46 avis,"Asiatique, Fusion",€€-€€€
 Da Antonio,55 avis,"Italienne, Méditerranéenne",€€-€€€
 Robbengatter,114 avis,"Allemande, Internationale",€€-€€€
 Cafe Mugrabi,78 avis,"Café, Saine",€€-€€€
 Maracay Coffee,165 avis,"Café, Européenne",€
 Green Door,191 avis,-,Menu
 Mutter,88 avis,"Pizza, Asiatique",€€-€€€
 The Unique Bar Berlin,175 avis,Bar,€€-€€€
 Flying Fish Sushi,117 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Marinella,78 avis,"Italienne, Pizza",€€-€€€
 The Grand Berlin,532 avis,"Européenne, Moderne",€€€€
 Gasthaus Alt Wien,146 avis,Autrichienne,€€-€€€
 Alt-Berliner Wirtshaus,726 avis,Allemande,€€-€€€
 Little Green Rabbit - Checkpoint Charlie,140 avis,"Européenne, Saine",€
 Fox Bar,90 avis,"Asiatique, Thaï",€€-€€€
 Gül Restaurant,68 avis,"Méditerranéenne, Barbecue/Grillades",€
 China City,314 avis,"Chinoise, Asiatique",€€-€€€
 Akito Sushi Bar,135 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Layla By Meir Adoni,171 avis,"Moyen-Orient, Israélienne",€€-€€€
 Ziervogel's Kult-Curry,86 avis,"Allemande, Restauration rapide",€
 Restaurant Sigiriya,119 avis,"Asiatique, Sri lankaise",€€-€€€
 Trattoria a muntagnola,533 avis,"Italienne, Pizza",€€-€€€
 Cafe Butter,163 avis,"Café, Européenne",€€-€€€
 Lotus,105 avis,"Indienne, Asiatique",€
 Biscotti,81 avis,"Italienne, Méditerranéenne",€€-€€€
 Faustus,549 avis,"Allemande, Bar",€€-€€€
 Anand,159 avis,"Indienne, Asiatique",€€-€€€
 Knofi,259 avis,"Méditerranéenne, Européenne",€€-€€€
 Cafe Melon,45 avis,"Café, Européenne",€
 MaMi's Food&Wine,31 avis,"Internationale, Européenne",€€-€€€
 Adana,183 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
 Protokoll,56 avis,"Internationale, Pub",€€-€€€
 Habibi,144 avis,"Libanaise, Restauration rapide",€
 Dal Contadino,91 avis,"Italienne, Européenne",€€-€€€
 Marafina,59 avis,Moyen-Orient,€
 Dolcetto,128 avis,"Italienne, Pizza",€€-€€€
 SETs,245 avis,"Café, Européenne",€€-€€€
 Ali Baba,346 avis,"Italienne, Pizza",€
 Ristorante Essenza - Mall of Berlin,57 avis,"Italienne, Pizza",€€-€€€
 Thai Elephant,268 avis,"Asiatique, Thaï",€€-€€€
 Girasol,102 avis,"Mexicaine, Latino",€€-€€€
 Restaurant Louis,272 avis,"Allemande, Autrichienne",€€-€€€
 Berkis Greek Art Fast Food,172 avis,"Méditerranéenne, Grecque",€€-€€€
 Sole d'Oro Cucina Italiana,60 avis,"Italienne, Pizza",€€-€€€
 Wilhelm Hoeck 1892,209 avis,"Allemande, Bar",€€-€€€
 Mây Asia,112 avis,Vietnamienne,€
 Ishin Japanese Deli,269 avis,"Japonaise, Sushi",€€-€€€
 Restaurant La Sepia,330 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
 Cantinetta,62 avis,"Italienne, Pizza",€€-€€€
 Van-Long,123 avis,"Asiatique, Thaï",€
 Mr. Hai,199 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
 Pho 56,143 avis,"Asiatique, Vietnamienne",€
 Ming Dynastie,273 avis,"Chinoise, Asiatique",€€-€€€
 Clara Vere,74 avis,"Autrichienne, Européenne",€€-€€€
 Tuans Hütte,172 avis,"Sushi, Asiatique",€€-€€€
 Enoteca L'Angolino,178 avis,"Italienne, Méditerranéenne",€€-€€€
 Heat,538 avis,"Italienne, Française",€€-€€€
 Capone Berlin,529 avis,"Italienne, Pizza",€€-€€€
 3 Schwestern,241 avis,Allemande,€€-€€€
 Hamlet,159 avis,"Européenne, Europe centrale",€€-€€€
 MA'LOA Poké Bowl Oranienburger,151 avis,"Fruits de mer et poisson, Saine",€€-€€€
 Galeria Kaufhof Berlin,173 avis,Européenne,€€-€€€
 Cat Tuong,103 avis,"Asiatique, Vietnamienne",€€-€€€
 Golden Phoenix,95 avis,"Chinoise, Asiatique",€€-€€€
 Al Contadino Sotte Le Stelle,353 avis,"Italienne, Méditerranéenne",€€-€€€
 Djimalaya - Hummus & Grill,181 avis,"Méditerranéenne, Moyen-Orient",€€-€€€
 Cyclo,48 avis,"Asiatique, Vietnamienne",€
 Pizzeria Luardi,66 avis,"Italienne, Pizza",€€-€€€
 Tante Emma,173 avis,"Café, Européenne",€
 Der Kretaner,139 avis,"Méditerranéenne, Européenne",€€-€€€
 Qba,166 avis,"Caraïbes, Latino",€€-€€€
 Myxa,70 avis,"Café, Internationale",€€-€€€
 Mozzarella & Pomodoro,42 avis,"Italienne, Pizza",€
 Weinverein Rote Insel,57 avis,"Française, Allemande",€€-€€€
 Kaschk,144 avis,"Café, Pub",€€-€€€
 MANI Restaurant,285 avis,"Méditerranéenne, Européenne",€€-€€€
 DDR Speisegaststatte Pila,151 avis,"Allemande, Européenne",€
 Glory Duck,99 avis,"Asiatique, Vietnamienne",€€-€€€
 Barrel Weinbar Berlin,33 avis,"Européenne, Bar à vins",€€-€€€
 Osteria Caruso,366 avis,"Italienne, Pizza",€€-€€€
 Restaurant Miteinander,70 avis,"Allemande, Autrichienne",€€-€€€
 Rissani,96 avis,"Libanaise, Restauration rapide",€
 Weyers,212 avis,"Allemande, Européenne",€€-€€€
 Ankerklause,114 avis,"Allemande, Bar",€
 Restaurant Split,114 avis,"Internationale, Européenne",€€-€€€
 Tucano Coffee,41 avis,"Café, Internationale",€
 Savory Chay,83 avis,"Asiatique, Vietnamienne",€
 Peking Ente Berlin,471 avis,"Chinoise, Asiatique",€€-€€€
 Boussi Falafel,113 avis,"Restauration rapide, Moyen-Orient",€
 Restaurant Les Valseuses,87 avis,"Française, Européenne",€€-€€€
 Salento,84 avis,"Italienne, Méditerranéenne",€€-€€€
 Bier's Kudamm 195,363 avis,"Allemande, Restauration rapide",€
 Mai Kudamm,25 avis,"Asiatique, Vietnamienne",€€-€€€
 Spätzle & Knödel,280 avis,"Allemande, Européenne",€€-€€€
 Restaurant Meena Kumari,120 avis,"Indienne, Saine",€€-€€€
 Ristorante Primavera,57 avis,"Italienne, Méditerranéenne",€
 Bonvivant Cocktail Bistro,58 avis,"Bar, Européenne",€€-€€€
 Sisaket,112 avis,"Asiatique, Thaï",€€-€€€
 Peter Schlemihl,55 avis,"Allemande, Européenne",€
 Lagalante ristorante,56 avis,"Italienne, Méditerranéenne",€€-€€€
 Orania.Restaurant,67 avis,,Menu
 Kamala,173 avis,"Asiatique, Thaï",€€-€€€
 +84,80 avis,"Asiatique, Vietnamienne",€
 Ali Baba Burger,71 avis,"Libanaise, Méditerranéenne",€
 Chay Village,119 avis,"Asiatique, Vietnamienne",€
 Föllerei,106 avis,Allemande,€€-€€€
 Ambrosius,236 avis,Allemande,€€-€€€
 Mokka Mitte Bar,353 avis,Allemande,€€-€€€
 Papalacup,39 avis,"Café, Européenne",€€-€€€
 Augustiner am Gendarmenmarkt,5 666 avis,"Allemande, Bar",€€-€€€
 Van Gogh Pino- und Cocktailbar,118 avis,-,
 Chicago Steakhouse,206 avis,"Américaine, Steakhouse",€€-€€€
 Gasthaus Figl,68 avis,"Italienne, Pizza",€€-€€€
 Volver,198 avis,"Méditerranéenne, Européenne",€€-€€€
 Kilkenny Irish Pub,548 avis,"Irlandaise, Bar",€€-€€€
 Capt'n Schillow,91 avis,"Allemande, Internationale",€€-€€€
 Calcutta,179 avis,"Indienne, Asiatique",€€-€€€
 Mitho Cha!,95 avis,"Asiatique, Tibétaine",€€-€€€
 MAREDO Steakhaus - Berlin Friedrichstraße,469 avis,-,Menu
 Alsancak Simit Sarayi,66 avis,"Turque, Moyen-Orient",€€-€€€
 Mustafa Demir's Gemuse Kebap,151 avis,"Restauration rapide, Turque",€
 Rocoto,51 avis,"Péruvienne, Latino",€€-€€€
 Bavarian,286 avis,"Allemande, Bar",€€-€€€
 Zur Bratpfanne,108 avis,"Allemande, Restauration rapide",€
 Zum Dritten Mann,167 avis,"Allemande, Autrichienne",€€-€€€
 Currywurst Express,251 avis,"Indienne, Allemande",€
 Ho Lin Wah,130 avis,"Chinoise, Asiatique",€€-€€€
 Ristorante Roma,183 avis,"Italienne, Pizza",€€-€€€
 Pasta e basta,200 avis,"Italienne, Méditerranéenne",€€-€€€
 Curry 66,104 avis,"Allemande, Restauration rapide",€
 Angkor Wat,133 avis,"Asiatique, cambodgienne",€€-€€€
 Sarod's Thai Restaurant,184 avis,"Asiatique, Thaï",€€-€€€
 Oliveto,51 avis,"Italienne, Pizza",€€-€€€
 Maru,83 avis,Coréenne,€€-€€€
 Hangmee,65 avis,"Asiatique, Thaï",€€-€€€
 Mikkeller Bar,65 avis,"Bar, Pub",€€-€€€
 Zaika,114 avis,"Indienne, Asiatique",€€-€€€
 Machete Burrito,123 avis,"Mexicaine, Amérique centrale",€
 Swera,86 avis,Indienne,€€-€€€
 Zur S-Bahn,48 avis,Allemande,€€-€€€
 Amar,282 avis,Indienne,€€-€€€
 musashi,103 avis,"Japonaise, Sushi",€
 Rises Delicacies,56 avis,"Méditerranéenne, Européenne",€€-€€€
 Like Thai Vegan,49 avis,"Asiatique, Thaï",€
 Gon 80,34 avis,"Asiatique, Vietnamienne",€
 Arata Sushi,37 avis,"Japonaise, Sushi",€
 Momiji,43 avis,"Japonaise, Asiatique",€€-€€€
 Walid Speisemeisterei,49 avis,"Allemande, Européenne",€€-€€€
 Ristorante Pascarella,156 avis,"Italienne, Méditerranéenne",€€-€€€
 Restaurante Tresoli,121 avis,"Italienne, Méditerranéenne",€€-€€€
 La Premiata Ditta Bar E Salumeria,95 avis,"Italienne, Méditerranéenne",€€-€€€
 Nordsee,398 avis,"Fruits de mer et poisson, Restauration rapide",€
 Bahadur,59 avis,"Indienne, Asiatique",€€-€€€
 Nhat Long Restaurant,106 avis,"Fruits de mer et poisson, Sushi",€€-€€€
 Restaurant Ănjoy,140 avis,"Asiatique, Vietnamienne",€€-€€€
 Taverna to Koutouki,43 avis,"Européenne, Grecque",€
 Raststatte Gnadenbrot,150 avis,"Allemande, Européenne",€
 Steel Vintage Bikes Café,27 avis,-,Menu
 Nanoosh,287 avis,"Méditerranéenne, Saine",€€-€€€
 Baba Angora,267 avis,"Méditerranéenne, Turque",€€-€€€
 Il Ritrovo,502 avis,"Italienne, Pizza",€
