Titre,Avis,Type,Price
 IN.Castilho Restaurante,,,
 The Art of Tasting Portugal,,,
 Vizzio Café,,"Café, Européenne",€
 Sami Sushi Bar,,"Japonaise, Fusion japonaise",
 Taberna do Rossio,,"Européenne, Portugaise",€
 Brunch bar 42,,"Bar, Café",
 Sushi Barreiro Lisboa,,,
 Flor do Monte,,"Européenne, Portugaise",
 Frens Stick & Grill,,"Européenne, Asiatique",€
 AngusBurger,,"Américaine, Européenne",€€-€€€
 Sabores Eskinaa,,"Bar, Européenne",
 Anarchia,,,
 Fauna e flora,,"Européenne, Portugaise",
 A Flor do Giestal,,"Européenne, Portugaise",€
 Dell's,,"Italienne, Brésilienne",€
 Via Lactea,,"Méditerranéenne, Européenne",
 La Dînette Café,,"Française, Internationale",€
 Delhi bites restaurante indiano,,Indienne,
 Nova Pequim,,Chinoise,Menu
 Vella Café,,"Bar, Européenne",
 New Saga Lisboa Restaurant & Bar,,"Indienne, Méditerranéenne",€
 Yaso,,,
 Galinha da Vizinha Lisboa,,,
 Living Sushi,,,
 Sabor de Memorias,,,
 Pizzaria Colliseum,,Italienne,€€-€€€
 Restaurante Carvoeiro de Carnide,,"Barbecue/Grillades, Européenne",
 UpScale Bar,,Internationale,€€-€€€
 Deslumbra Canela,,"Européenne, Asiatique",
 Tipica de Alfama,,"Européenne, Portugaise",
 Restaurante Universal Lisboa,,"Européenne, Portugaise",
 Open House Opa Maria,,"Européenne, Portugaise",€€-€€€
 Cozinha Artesanal,,"Italienne, Européenne",€€-€€€
 Amar't,,"Européenne, Grillades",€€-€€€
 Miso And Lima,,"Péruvienne, Fusion",
 Gallaroz da Villa,,"Européenne, Portugaise",€€-€€€
 ArtesanaLis,,"Bar à bières, Pub",€
 BP,,,
 A Xurrasqueira,,"Barbecue/Grillades, Européenne",€€-€€€
 McDonald's,,Restauration rapide,
 Toca da julia,,"Européenne, Portugaise",
 Prazeres do Beato,,"Européenne, Portugaise",
 Restaurante Espaço 23,,"Européenne, Portugaise",
 Restaurante O Moinho,,,
 Cantinho do Gordo,,"Européenne, Portugaise",
 Golden Kebab e Pizza House,,"Pizza, Restauration rapide",€€-€€€
 Porto Salvo Oeiras,,Italienne,
 Nuno & Andriy Lda,,"Pizza, Barbecue/Grillades",€€-€€€
 Churrasqueira O Reis de Oeiras,,,
 Aheste Restorant ,,"Méditerranéenne, Turque",
 Gruta Da Nonô,,"Africaine, Européenne",
 Restaurante Panda Chef,,"Chinoise, Asiatique",
 Mar Da Palha,,"Fruits de mer et poisson, Européenne",
 The Garden,,Internationale,€€€€
 Divina Pizza Oeiras,,Italienne,
 Tego28 Café&bar,,"Européenne, Portugaise",
 Turtle Rhythms LDa,,"Mexicaine, Japonaise",€€-€€€
 BP,,,
 Alter Ego,,Cuisine de rue (street food),
 Burgers & More,,Restauration rapide,€
 M Winehouse,,,
 Shisha Tea Food Principe Real,,"Pizza, Restauration rapide",
 Tasquinha do Sousa,,"Européenne, Portugaise",
 No Mames Wey Campo De Ourique,,,
 Ds Da Mira,,"Africaine, Café",
 Redford Cozinha Brasileira,,"Brésilienne, Sud-américaine",€
 Eat & Thinking Club,,"Européenne, Grecque",€€-€€€
 Sauvage CCB,,"Européenne, Fusion",
 Império do Churrasco,,,
 Bistro227,,,
 Royal Deewan,,"Moyen-Orient, Pakistanaise",
 C&b Coffee,,"Européenne, Portugaise",Menu
 Love Lisbon Restaurant and Bar,,,
 Magazin Romanesc,,,
 Bar Vinoteca Conqvistador,,"Bar, Européenne",
 Mão Preta,,"Brésilienne, Bar à bières",
 Boteco Dona Luzia Graca,,,
 A Transmontana ,,"Européenne, Portugaise",
 DO EAT Café & Restaurante,,,
 Wood Sushi  Telheiras,,,
 Cafe Pastelaria O Rosmaninho,,,
 BP,,,
 Lumberjack Burger & Beer,,"Américaine, Brésilienne",
 The BeefPoint,,"Steakhouse, Restauration rapide",€€-€€€
 Cantinho De Linda A Velha,,"Européenne, Portugaise",
 Papillon Craft Beer Bar,,"Bar, Pub",
 Ramiro seafood restaurant,,"Européenne, Portugaise",
 Santang Ramen,,,
 Alfazema Cafe & Restaurante,,Menu,
 Besushi Lda,,Japonaise,€€-€€€
 Balcão da Esquina,,,
 Poké House,,Hawaïenne,
 Império de Sacavém,,"Européenne, Portugaise",€
 Laurel,,"Européenne, Portugaise",
 O CArmo,,"Fruits de mer et poisson, Européenne",
 Anna's Cookies,,,
 Comfortfood,,"Brésilienne, Européenne",
 Porto De Arribada,,"Européenne, Portugaise",€€-€€€
 Rebel Patties,,"Américaine, Brésilienne",
 Tutti Pizzaria,,,
 Restaurante Aldeia Minhota,,"Européenne, Portugaise",
 Krush Crazy Italian Food Lda,,Italienne,€
 Jabruno,,"Marocaine, Méditerranéenne",
 Second Wife Indian Restaurant,,"Indienne, Asiatique",
 Green chilli,,"Italienne, Indienne",€
 Zona In Lisboa,,"Européenne, Portugaise",
 Cervejaria D Henrique,,"Européenne, Portugaise",
 SUSHI LOVER RESTARENT,,Japonaise,
 Taverna Sabor a Fado,,"Européenne, Portugaise",€€-€€€
 Wonderland Cocktail Bar,,"Européenne, Portugaise",
 Comida do Bem,,"Café, Européenne",
 Lisboa Tu E Eu Tascas,,"Européenne, Portugaise",
 Restaurante A Grade,,"Européenne, Portugaise",€€-€€€
 Restaurante Mota,,"Européenne, Portugaise",€
 BP,,,
 Il Patio,,,
 Chakburger by Chakall,,,
 Grao A Grao - Cafe Falafel,,Moyen-Orient,€
 Restaurante STOP,,"Européenne, Portugaise",
 Hamburguer do Mercado,,"Américaine, Européenne",
 Os Rebelos,,"Européenne, Portugaise",€
 The Food Valley,,,
 Restaurante Raposeira,,"Européenne, Portugaise",
 NewSushipt,,Japonaise,
 Damas,,"Européenne, Portugaise",
 Cafetaria do Ar.Co,,"Européenne, Portugaise",€
 Kembali,,"Européenne, Portugaise",
 Casa De Pedra Lx,,"Bar, Pizza",€€-€€€
 L'instinct Restaurante,,"Barbecue/Grillades, Européenne",
 Café Restaurante Casa da Sogra ,,"Européenne, Portugaise",
 Gusto Taberu,,"Bar, Asiatique",€€€€
 Daisuki  Telheiras,,,
 Boavida,,"Mexicaine, Bar",
 Restaurante Festa Brava,,"Européenne, Portugaise",
 Black Tie,,Internationale,€€€€
 Cimbrense,,"Barbecue/Grillades, Européenne",Menu
 The Best BBQ,,"Brésilienne, Restauration rapide",€
 Sushidaily,,Japonaise,
 Forte Apache Cafe,,"Européenne, Portugaise",
 Restaurante Japonês Happy Sumo,,"Chinoise, Japonaise",
 AlmadaLisboa Encontros e Sabores,,"Café, Internationale",€€-€€€
 La Casa Dei Risotti,,Italienne,
 Alexandre Barbosa,,"Italienne, Brésilienne",€€-€€€
 Luckies Club,,"Européenne, Portugaise",€
 Hokkai Sushi Delivery,,"Japonaise, Sushi",€€€€
 Giginaldo Pizzaria Tradicional,,Italienne,
 Pastelaria Cisne,,Menu,
 Sabores da Ribeira,,"Européenne, Portugaise",
 Sunset Amora,,"Européenne, Portugaise",€€-€€€
 Muncheria,,,
 Pastelaria Patyanne,,"Européenne, Portugaise",€
 Picante,,Mexicaine,
 Alma,,,
 Churrascaria Matuttos,,"Brésilienne, Européenne",€€-€€€
 Bell Burguer,,"Italienne, Brésilienne",€€-€€€
 Um Eletrico Chamado Tagide,,,
 O Brazuca,,,
 Pazzo Pizzeria Artigianale,,"Italienne, Pizza",
 Wei Zhong Wei,,Chinoise,€€-€€€
 Bottoms-Up Bar & Restaurant ,,"Bar à vins, Bars-restaurants",
 Pega & Leva,,Menu,
 Abakuacafé,,"Européenne, Portugaise",
 Taverna Do Choco ,,"Européenne, Portugaise",
 Häagen-Dazs,,,
 Kasthamandap Restaurante,,"Indienne, Asiatique",€€-€€€
 BP,,,
 Grelhador de Loures,,"Européenne, Portugaise",€€-€€€
 Deslumbra Canela,,"Internationale, Européenne",€€-€€€
 The Cut,,Italienne,
 Lisbon Vintage Wine Bar,,,
 Vegan Pizzaria e Cozinha,,,
 Santos Restaurante E Cervejaria,,"Européenne, Portugaise",
 The Fingers,,,
 Chile Coffee 1955,,,
 Restaurante Oriente Da China,,"Chinoise, Sushi",€€-€€€
 Indian Dreams,,,
 Subway,,,
 Restaurante O Avelino,,"Européenne, Portugaise",
 BP,,,
 Freaky Tiki - Rum Shack Bar,,,
 Bourbon Bistrô Lisboa,,"Méditerranéenne, Européenne",
 Bradok,,"Américaine, Steakhouse",
 Friends grill&kebab,,,
 Bone Free,,"Mexicaine, Indienne",Menu
 Restaurante Laranjinha,,,
 BrazKone,,"Pizza, Restauration rapide",€€-€€€
 Pedretti's - A Tasca Portuguesa,,"Européenne, Portugaise",€€-€€€
 A Dulcineia,,"Européenne, Portugaise",
 Y Not LX,,,
 Café-Snack Bar O Pytucha,,"Brésilienne, Bar",€
 Kutumba Pizza and Mo:Mo House,,"Pizza, Européenne",€
 Perfect Food Service (Indian Restaurant),,"Indienne, Pizza",€
 Crónica Dos Sabores - Churrasqueira E Charcutaria,,"Européenne, Portugaise",
 Tashi Delek Restaurante & Bar,,"Asiatique, Tibétaine",€€-€€€
 Shiraz Restaurant Lisboa,,"Moyen-Orient, Perse",
 Café Joyeux Natura Towers,,"Française, Européenne",
 Pacino's Pizzeria,,,
 Zaptuga,,"Brésilienne, Européenne",€€-€€€
 Come,,,
 The Hood,,"Japonaise, Américaine",
 O Banquete,,"Européenne, Portugaise",
 Taj doner restaurante ,,"Italienne, Indienne",
 La Penã Social Club,,"Argentine, Sud-américaine",Menu
 Snack-Bar A Gale Dos Manos Lda,,,
 My House | Alvalade,,"Indienne, Saine",
 BP,,,
" Salty  Sushi, Brunch and Bar",,,
 Salgados&Doces Meruge,,,
 Good Boy Bagels,,"Américaine, Bar",
 Multifood,,"Internationale, Méditerranéenne",€€€€
 Pizzaria O’ Chessey,,,
 Yó nashi shuhi bar ,,Japonaise,
 Mercado de Algés,,Asiatique,
 Loja Verde,,,
 IF IF IF Georgian wine and spirits bar,,Géorgienne,
 Caramujeira Marisco Vivo,,"Fruits de mer et poisson, Bars-restaurants",€€-€€€
 Thomas Steakhouse,,Steakhouse,€€€€
 BP,,,
 Restaurante Nova Loures,,"Européenne, Portugaise",
 Xafarika,,"Européenne, Portugaise",
 Solar Da Vila,,"Européenne, Portugaise",€
 Edson Jose Lopes Das Neves Filho,,"Japonaise, Hawaïenne",€€-€€€
 Pizzaria Via Romana,,"Italienne, Brésilienne",
 Soju Pocha,,,
 Alentejanices,,"Européenne, Portugaise",
 Romazinha,,"Européenne, Portugaise",
 Lissabon,,Méditerranéenne,
 Ammazza! Conde Valbom,,Italienne,
 Nostra Pizza,,,
 Restaurant Chinese Soja,,Chinoise,
 Bandeja D'Ouro,,,
 Cachorro Vadio,,"Américaine, Allemande",€
 Oficina Do Hamburguer,,,
 Bellas Pizzeria,,,
 Soly Restaurante ,,"Européenne, Portugaise",
 Elti,,Saine,€
 Vilas,,"Européenne, Portugaise",
 Olisipo Coffee Roasters,,Café,€
 Tempero Do Chef,,"Brésilienne, Européenne",
 Restaurante Morabeza,,"Africaine, Café",
 O Lopes Steakhouse by Taberna do Lopes,,,
 Citania de Ourique,,,
 Chez Cesar,,Française,€
 Two'One 1995,,"Africaine, Européenne",€€-€€€
 Aqui ao Lado,,,
 Juicy Sushi Restaurant ,,"Japonaise, Sushi",
 Capricho - Restaurante & Bar,,Menu,
 Fio Doce,,"Européenne, Portugaise",€
 Bless Bar,,Restauration rapide,
 Restaurante Tapas E Petiscos Mete Coentros,,"Européenne, Portugaise",€€-€€€
 Cavacório,,"Café, Européenne",€€-€€€
 Petisqueira Kuyuyu,,,
 Street Chow,,"Asiatique, Thaï",
 Restaurante Universal,,"Européenne, Portugaise",
 Os Marqueses,,"Européenne, Portugaise",
 All in Box,,"Italienne, Américaine",€
 Amigos Kebab And Pizza,,"Pizza, Européenne",€
 Green Swallow Cannabis - Seixal,,-,
 Bloody Mary,,Sushi,
 Jardim Do Requinte,,,
 Liton's Turkish Grill Roma,,"Italienne, Allemande",
 Chef Comida Pronta,,"Internationale, Méditerranéenne",€
 Sacavém Lounge,,"Bar, Restauration rapide",€€-€€€
 Bairro Alto Lisboa,,"Italienne, Méditerranéenne",
 Pizzaria Dona Maria,,,
 Sushi At Home Odivelas,,"Japonaise, Sushi",
 Rui dos Pregos,,Restaurants de bière,
 Tasquinha A Paragem,,,
 Estacao Bica Pizza Pub,,,
 Pizza em Casa,,,
 Leads Pizza - Graça,,"Italienne, Pizza",
 Galaticoururtesy Lda,,-,
 Alzur Restaurante,,"Latino, Méditerranéenne",
 Casa dos Panini,,Italienne,€€-€€€
 Bao House,,"Chinoise, Asiatique",
 Brasil Amigos Hot Dog,,"Brésilienne, Restauration rapide",€
 BistrôMaria ,,"Européenne, Moderne",
 A Brasa do Bairro,,"Brésilienne, Européenne",
 O churrasco na mesa,,"Restauration rapide, Barbecue/Grillades",
 Sabores Do Pao,,,
 Leitaria Da Quinta Do Paço | Oeiras Parque,,"Européenne, Portugaise",€
 Forno Real Pastelaria,,"Européenne, Portugaise",
 What - Sushi & Wine House,,"Européenne, Asiatique",
 Amazonas,,"Internationale, Européenne",
 Test Restaurante,,"Européenne, Portugaise",
 Salt and Sweet - Empanadas & Wines,,"Argentine, Sud-américaine",€€-€€€
 Indian Fusion Cuisine - Halal,,Indienne,€
 Food-sutra,,"Indienne, Restauration rapide",€
 Lisboa,,"Internationale, Européenne",Menu
 Tasca do AMARO,,"Française, Café",
 Será o Benedito,,"Italienne, Brésilienne",
 Alma da Velha - Café & Bistro,,,
 Royal Indian Express,,"Italienne, Indienne",€€-€€€
 Raios de Lua,,Pizza,
 Daltons Place,,"Italienne, Pizza",
 Nonohk,,Chinoise,
 Yaso  Parque das Nacoes,,,
 Obento Sushi Bar,,Japonaise,
 O Velho Farelo ,,"Européenne, Portugaise",
 The Kitchen - Hamburgueria Artesanal,,,
 Crack Kids,,"Japonaise, Européenne",
 Portela Cafes,,Café,
 L'Arte dei Sapori,,,
 SUSHI LOVER RESTAURANT ,,"Japonaise, Sushi",
 Salgados e Salgadinhos,,"Européenne, Portugaise",€€-€€€
 Asian Street Kitchen,,"Asiatique, Népalaise",
 Churrasqueira Avenida,,"Barbecue/Grillades, Européenne",€
 Sabor da Terra,,"Brésilienne, Européenne",€€-€€€
 Singers Caffé & Bar,,"Bar, Internationale",€€-€€€
 Kapity,,"Européenne, Portugaise",
 Pizza & Co,,Menu,
 Saboramar,,"Européenne, Grillades",
 Conqvistador Brunch Café,,"Bar, Café",
 Casa da Sogra,,"Brésilienne, Sud-américaine",€
 La Nostra Famiglia,,"Italienne, Brésilienne",
 Italian Place,,,
 Sea Corner Restaurant,,"Italienne, Mexicaine",€
 Pour Toi,,"Française, Européenne",€€-€€€
 Sammysosa,,Mexicaine,
 Restaurante Fundacao,,Menu,
 Posh Terrace - Roftoop Bar & Tapas,,"Brésilienne, Européenne",
 Uaipi Mercearia e Café,,"Brésilienne, Sud-américaine",€€-€€€
 Restaurante Japonês Hayaci,,Sushi,
 Choice Italian,,"Italienne, Pizza",
 Dona Santa,,"Brésilienne, Européenne",€€-€€€
 Sabores de Maria,,Moderne,€
 Restaurante Barriga Cheia 2,,,
 Marofa,,"Italienne, Pizza",€€-€€€
 Italiana,,Moderne,€
 Ba Dao La Hotpot,,Chinoise,
 Sky Pool Lounge,,"Bar, Internationale",€€-€€€
 Restaurante Kascata,,"Africaine, Européenne",€€-€€€
 Mesa Na Praça,,"Italienne, Européenne",
 La Camionetta,,Pizza,
 Sal d'Estar,,"Européenne, Portugaise",€€-€€€
 Sweet Caffe,,,
 Chirashi Ramen,,"Japonaise, Sushi",€€-€€€
 Amaresushi Restaurante Japones,,,
 Sartaj Restaurant,,Indienne,Menu
 Ramen Takumi,,,
 Escritório,,"Brésilienne, Européenne",€
 111 Vinhos Chiado,,"Européenne, Portugaise",
 Café nova banatica,,"Barbecue/Grillades, Européenne",€
 O paraíso,,"Café, Européenne",€€-€€€
 Mamma Donella - Paço de Arcos,,Italienne,
 Take M Home,,"Européenne, Portugaise",
 Casa Ferreira,,"Européenne, Portugaise",
 Best Sushi And Poke Restaurant,,"Japonaise, Sushi",€€-€€€
 Churrasqueira Central De Alvalade,,"Barbecue/Grillades, Européenne",
 Illuminato Coffee Shop,,Européenne,
 Petra Clube,,,
 Sociedade Portuguesa De Naturalogia,,"Européenne, Portugaise",
 Farkha Restaurante,,"Indienne, Européenne",€
 Cadillac Burger,,,
 Tornaser,,"Européenne, Portugaise",
 Aron Sushi  Estefania,,,
 POUTINExpress,,,
 Kasaquinha Snack,,Indienne,
 Green Bunny Coffee & Juice,,"Européenne, Portugaise",€€-€€€
 O Bom Sabor - Taste of India,,"Indienne, Pizza",€
 DesNorte Salitre,,,
 Nuno Gonçalves,,"Européenne, Portugaise",€€-€€€
 King's Kitchen Restaurante,,"Américaine, Indienne",€
 Shanu Burger,,,
 River Side Sushi,,"Japonaise, Thaï",
 Burguesa Do Castelo,,"Bar à bières, Bar",
 Yaso Entrecampos,,,
 Restaurante  Neo Bristo,,"Française, Internationale",
 Duarte & Jacinto,,Café,Menu
 Restaurante Bar Área Vip,,,
 Casa Dos Trevos,,"Méditerranéenne, Européenne",€€-€€€
 Uptown Bar,,,
 Kazi Eatery,,"Japonaise, Restauration rapide",
 Kebab House,,"Indienne, Pizza",
 Tasca do Frances,,Méditerranéenne,
 Be Epic Bar,,"Internationale, Méditerranéenne",€€-€€€
 Sakura Lumiar,,,
 Ponja Nikkei Chiado,,"Japonaise, Péruvienne",Menu
 Velha Leitaria,,"Européenne, Portugaise",
 Hibox,277 avis,"Libanaise, Restauration rapide",€
 Chamuyo Bayswater,76 avis,"Steakhouse, Latino",€€-€€€
 The Grill Stratford,211 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
 Amrutha - Earlsfield,789 avis,"Indienne, Asiatique",€€-€€€
 Leicester Square Kitchen,2 079 avis,"Mexicaine, Péruvienne",€€€€
 No5 Dining & Lounge,1 081 avis,"Bar, Méditerranéenne",€€-€€€
 Uzumaki London,264 avis,"Japonaise, Asiatique",€€-€€€
 Spasso,311 avis,"Italienne, Méditerranéenne",€€-€€€
 Double J's Cafe,220 avis,"Café, Européenne",€
 Indian Lounge,3 628 avis,"Indienne, Asiatique",€€-€€€
 The Clink Restaurant,1 141 avis,"Européenne, Britannique",€€-€€€
 Sky Pod Bar,2 113 avis,"Bar, Britannique",€€-€€€
 Spice Station,392 avis,"Indienne, Asiatique",€€-€€€
 Awesome Thai #Finchley,112 avis,"Asiatique, Thaï",€€-€€€
 The Lounge Cafe,249 avis,Britannique,€
 The Four Lanterns,406 avis,"Méditerranéenne, Grecque",€€-€€€
 Ô Gourmet Libanais,142 avis,"Libanaise, Méditerranéenne",€€-€€€
 Latitude Wimbledon,176 avis,"Internationale, Européenne",€€-€€€
 Dobar,408 avis,"Café, Européenne",€€-€€€
 Cafe Parisienne,378 avis,"Café, Internationale",€
 May Fair Kitchen,1 100 avis,Japonaise,€€€€
 Anilo's Kitchen,102 avis,"Méditerranéenne, Turque",€€-€€€
 Gouqi London,230 avis,"Chinoise, Asiatique",€€€€
 Taste Of Jaipur,180 avis,"Indienne, Bar",€€-€€€
 Iznik,419 avis,"Méditerranéenne, Turque",€€-€€€
 Standard Balti House - No.1 on Bricklane,879 avis,"Indienne, Asiatique",€€-€€€
 The Park Room,1 009 avis,"Internationale, Britannique",€€€€
 ITJL Restaurants,339 avis,Saine,€
 Hard Rock Cafe London Picadilly Circus,3 432 avis,"Américaine, Britannique",€€-€€€
 Manuel's Restaurant and Bar,492 avis,"Italienne, Fruits de mer et poisson",€€-€€€
 Chop Chop,117 avis,"Chinoise, Asiatique",€€-€€€
 The Hampshire,207 avis,Indienne,€€-€€€
 Th@51,238 avis,"Bar, Internationale",€€€€
 Room 43 Bar & Kitchen,170 avis,"Bar, Méditerranéenne",€€-€€€
 The Monsoon,2 426 avis,"Indienne, Asiatique",€€-€€€
 The Cocktail Trading Company,186 avis,-,Menu
 Bella Roma - Italian Restaurant,415 avis,"Italienne, Pizza",€€-€€€
 Steak And Lobster Warren Street,2 135 avis,"Steakhouse, Fruits de mer et poisson",€€-€€€
 Zeret Kitchen,675 avis,"Africaine, Éthiopienne",€€-€€€
 Everest Inn - Blackheath Village,655 avis,"Indienne, Asiatique",€€-€€€
 The Prince of Wales,1 213 avis,"Irlandaise, Restauration rapide",€€-€€€
 Launceston Place,1 407 avis,"Européenne, Britannique",€€€€
 The Jasmine by Spice Nouv-Oh!,290 avis,"Indienne, Fusion",€€-€€€
 My Place Soho,625 avis,"Café, Européenne",€€-€€€
 German Doner Kebab,279 avis,"Allemande, Européenne",€
 Gallio,271 avis,"Libanaise, Pizza",€€-€€€
 The Drift,1 172 avis,"Bar, Internationale",€€-€€€
 La Plata Steakhouse,278 avis,"Steakhouse, Latino",€€-€€€
 L'Angolo Bianco,223 avis,"Italienne, Café",€€-€€€
 The Rajdoot,2 297 avis,"Indienne, Asiatique",€€-€€€
 Magic Falafel,279 avis,"Restauration rapide, Méditerranéenne",€
 Bloomsbury Street Kitchen,654 avis,"Japonaise, Méditerranéenne",€€-€€€
 Taste of Kerala,303 avis,"Indienne, Asiatique",€
 Lord Clyde Southwark,220 avis,"Bar, Britannique",€
 Daphne Restaurant,327 avis,"Méditerranéenne, Grecque",€€-€€€
 Oi Vita Pizzeria,293 avis,"Italienne, Pizza",€€-€€€
 Sumosan Twiga,1 159 avis,"Italienne, Japonaise",€€€€
 Cafe de Provence,455 avis,"Café, Européenne",€
 Rendez Vous Caffe,325 avis,"Café, Internationale",€€-€€€
 Smith & Whistle,362 avis,"Bar, Britannique",€€-€€€
 Coda Restaurant by Eric Chavot,749 avis,,Menu
 Sanjugo Shoreditch,187 avis,"Japonaise, Fruits de mer et poisson",€
 Wild Thyme,235 avis,"Café, Européenne",€€-€€€
 Alcedo Bistro & Bar,155 avis,"Européenne, Britannique",€€-€€€
" Indian Express, West Kensington",1 196 avis,"Indienne, Asiatique",€€-€€€
 Cafe Amisha,456 avis,"Italienne, Pizza",€€-€€€
 Namaste@OMNOM,175 avis,Cuisine de rue (street food),€€-€€€
 Bar 61 Restaurant,2 541 avis,"Méditerranéenne, Européenne",€€-€€€
 Moira Restaurant,162 avis,"Méditerranéenne, Turque",€€-€€€
 Govinda's Vegan & Vegetarian Restaurant,1 673 avis,Indienne,€
 London Shell Co. Aboard The Prince Regent,286 avis,"Fruits de mer et poisson, Britannique",€€-€€€
 Pivaz Hackney,593 avis,"Méditerranéenne, Européenne",€€-€€€
 Pizza Union Holborn,198 avis,"Italienne, Pizza",€
 Bustronome Londres,231 avis,"Française, Européenne",€€€€
 Fishcotheque,2 464 avis,"Fruits de mer et poisson, Restauration rapide",€
 Paladar,1 063 avis,"Latino, Moderne",€€-€€€
 Chez Abir Restaurant,240 avis,"Libanaise, Méditerranéenne",€€-€€€
 Tower Mangal,200 avis,"Méditerranéenne, Turque",€€-€€€
 East Street - Fitzrovia,1 211 avis,"Asiatique, Nonya",€€-€€€
 The Seafood Bar,1 027 avis,"Fruits de mer et poisson, Internationale",€€-€€€
 Flour To The People Pizza!,323 avis,Pizza,€€-€€€
 The India 2 - Best of the City,347 avis,"Indienne, Asiatique",€€-€€€
 Monkey Temple,329 avis,"Indienne, Asiatique",€€-€€€
 The Library at County Hall,1 173 avis,"Britannique, Moderne",€€-€€€
 Charlie's Cafe & Bakery,213 avis,"Café, Méditerranéenne",€
 MAP Maison,228 avis,Internationale,€€-€€€
 Taste Of Peshawar,235 avis,"Grillades, Pakistanaise",€€-€€€
 Knife Restaurant,268 avis,"Steakhouse, Européenne",€€-€€€
 Oliveira Kitchen Shoreditch,246 avis,"Européenne, Saine",€€-€€€
 The Chelsea Corner,290 avis,"Italienne, Pizza",€€-€€€
 Il Portico,765 avis,"Italienne, Méditerranéenne",€€-€€€
 Gillray's Steakhouse & Bar,2 223 avis,"Steakhouse, Européenne",€€€€
 Cafe Van Gogh,225 avis,"Café, Européenne",€€-€€€
 Liman Restaurant,1 467 avis,"Méditerranéenne, Européenne",€€-€€€
 My Tortellini,1 003 avis,"Italienne, Émilienne",€
 Chez Antoinette Victoria,313 avis,"Française, Européenne",€€-€€€
 Ci Tua!,163 avis,"Italienne, Méditerranéenne",€€-€€€
 Rara,453 avis,"Indienne, Asiatique",€€-€€€
 The Clachan,871 avis,"Bar, Britannique",€€-€€€
 Mallow - Borough Market,276 avis,"Internationale, Britannique",€€-€€€
 Wassouf Lounge,241 avis,"Thé et café, Libanaise",€
 Makars Gourmet Mash Bar (London),157 avis,"Britannique, Écossaise",€€-€€€
 SOUND Cafe,1 522 avis,Américaine,€€-€€€
 Brewhouse & Kitchen - Highbury,617 avis,"Bar à bières, Bar",€€-€€€
 The India - Best of the City,483 avis,"Indienne, Asiatique",€€-€€€
 Mio Restaurant,338 avis,"Italienne, Pizza",€
 Verdi - Italian Kitchen,1 725 avis,"Italienne, Pizza",€€-€€€
 Rock Star Sushi Bar,609 avis,Sushi,€€-€€€
 Las Iguanas,1 220 avis,"Mexicaine, Brésilienne",€€-€€€
 taNgia,672 avis,Méditerranéenne,€€-€€€
 Haweli of Ealing,676 avis,"Indienne, Asiatique",€€-€€€
 The Hayden,272 avis,"Bar, Européenne",€€-€€€
 Jaipur of Chigwell,766 avis,"Indienne, Asiatique",€€-€€€
 The Prince of Greenwich Pub,593 avis,"Italienne, Bar",€€-€€€
 The Bermondsey Bierkeller,208 avis,"Américaine, Allemande",€€-€€€
 E Pellicci,1 043 avis,"Italienne, Café",€
 Hungry Turtle,128 avis,"Italienne, Pizza",€
 Fine Foods,242 avis,"Italienne, Méditerranéenne",€€-€€€
 The Ledbury,3 030 avis,"Européenne, Britannique",€€€€
 Vasinikó London,206 avis,"Italienne, Pizza",€€-€€€
 Chojo,359 avis,"Chinoise, Saine",€€-€€€
" The Vincent Rooms Brasserie, Bar & Escoffier Restaurant",370 avis,"Internationale, Européenne",€€-€€€
 Ormer Mayfair,778 avis,"Internationale, Britannique",Menu
 144 ON THE HILL RESTAURANT & BAR,383 avis,"Européenne, Britannique",€€-€€€
 Da Mario Covent Garden,1 730 avis,"Italienne, Méditerranéenne",€€-€€€
 Anokhi Indian Fine Dining Restaurant,313 avis,"Indienne, Asiatique",€€-€€€
 Cirrik 19 Numara Bos,286 avis,"Méditerranéenne, Barbecue/Grillades",€€-€€€
 KöD London,189 avis,"Steakhouse, Européenne",€€-€€€
 Yucca,368 avis,"Mexicaine, Latino",€€-€€€
 Tanakatsu,158 avis,"Japonaise, Sushi",€€-€€€
 The Banc,2 100 avis,"Steakhouse, Méditerranéenne",€€-€€€
 Amber Restaurant,309 avis,"Méditerranéenne, Saine",€€-€€€
 Core by Clare Smyth,1 008 avis,"Française, Européenne",€€€€
 Home SW15,271 avis,"Européenne, Britannique",€€-€€€
 The Voujon Restaurant,536 avis,"Indienne, Asiatique",€€-€€€
 Chimichurris,162 avis,"Steakhouse, Barbecue/Grillades",€€-€€€
 Publiq.,109 avis,"Internationale, Britannique",€€-€€€
 Sushi Tetsu,228 avis,"Japonaise, Fruits de mer et poisson",€€€€
 Flat Iron Kings Cross,213 avis,"Steakhouse, Britannique",€€-€€€
 Humble Grape Battersea,1 278 avis,"Européenne, Britannique",€€-€€€
 The Five Fields,1 347 avis,"Européenne, Britannique",€€€€
 Terra Rossa - Angel,321 avis,"Italienne, Pizza",€€-€€€
 Medlar,1 074 avis,"Française, Européenne",€€€€
 Heliot Steak House,2 088 avis,"Américaine, Steakhouse",€€-€€€
 Anjanaas,548 avis,"Indienne, Asiatique",€€-€€€
 Pentolina,290 avis,"Italienne, Méditerranéenne",€€-€€€
 Grand Cholan,79 avis,"Indienne, Asiatique",€€-€€€
