Titre,Avis,Type,Price
2551. Mimomy,21 avis,"Sushi, Asiatique",€€-€€€
2552. Alter Krug Dahlem,200 avis,"Allemande, Européenne",€€-€€€
2553. Ristorante Tagesbar Berlin,33 avis,"Italienne, Méditerranéenne",€€-€€€
2554. Restaurant Amira,19 avis,"Méditerranéenne, Moyen-Orient",€€-€€€
2555. Club del Burro,10 avis,"Mexicaine, Américaine",€
2556. Carlos o Portugues,36 avis,"Européenne, Portugaise",€€-€€€
2557. Weinstube Reblaus,21 avis,Allemande,€€€€
2558. Jörg's Curry Container,10 avis,Restauration rapide,€
2559. Bobsek Burger,28 avis,"Américaine, Restauration rapide",€
2560. Envy Bar,41 avis,Bar,€€-€€€
2561. Restaurant Korfu,9 avis,"Méditerranéenne, Grecque",€€-€€€
2562. BraufactuM am Hausvogteiplatz,89 avis,"Allemande, Européenne",€€-€€€
2563. Ristorante Da Mastrangelo,34 avis,"Italienne, Européenne",€€-€€€
2564. Good Friends Too,10 avis,"Chinoise, Barbecue/Grillades",€€-€€€
2565. Tutti Island,17 avis,Moyen-Orient,€
2566. Ha Long Bay,25 avis,"Japonaise, Sushi",€€-€€€
2567. Restaurant Bambusstäbchen,27 avis,"Sushi, Asiatique",€€-€€€
2568. Mecato Berlin,6 avis,"Latino, Espagnole",€
2569. Meet Saigon,12 avis,"Sushi, Vietnamienne",€€-€€€
2570. Malakeh,62 avis,Moyen-Orient,€€-€€€
2571. Pasta Bar Inh. Gianni Gillone,27 avis,"Italienne, Méditerranéenne",€
2572. Sushi Express,56 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
2573. India,35 avis,Indienne,€€-€€€
2574. Couscous Schale,14 avis,"Marocaine, Méditerranéenne",€
2575. Ristorante - Enoteca Carpe Diem,29 avis,"Italienne, Européenne",€€-€€€
2576. Restaurant Fase Lunar,19 avis,"Mexicaine, Fusion",€€-€€€
2577. Lecko Mio Gelateria,15 avis,€€-€€€,
2578. Lausebengel,22 avis,"Allemande, Européenne",€€-€€€
2579. MS Hoppetosse,17 avis,"Bar, Pub",
2580. Kartoffelkiste,39 avis,Allemande,€€-€€€
2581. Papaya,38 avis,"Asiatique, Thaï",€€-€€€
2582. Quynh Anh,12 avis,"Asiatique, Vietnamienne",€
2583. Imbiss Reisschale,23 avis,"Sushi, Asiatique",€
2584. Lei's Küche,20 avis,"Chinoise, Asiatique",€
2585. Dittmann`s,26 avis,"Allemande, Internationale",€€-€€€
2586. Cafe Lehmsofa,13 avis,"Allemande, Café",€€-€€€
2587. Mars,21 avis,"Internationale, Européenne",€€-€€€
2588. Bar à Vin,40 avis,"Française, Fruits de mer et poisson",€€-€€€
2589. Meer & Mehr,9 avis,Fruits de mer et poisson,
2590. Winery Food,9 avis,"Italienne, Bar à vins",€€-€€€
2591. Zum Hecht,25 avis,"Bar, Pub",€
2592. La Tazza,9 avis,€€-€€€,
2593. Curry Box,34 avis,"Américaine, Restauration rapide",€
2594. TZOM,14 avis,"Africaine, Bar",€
2595. Cafe Schlacht,50 avis,"Allemande, Autrichienne",€€-€€€
2596. Duc Anh Quan,13 avis,Vietnamienne,€
2597. Buchhandlung Caffetteria Bar,21 avis,Café,€
2598. Eschschloraque,44 avis,"Bar, Pub",€
2599. Spielwiese,16 avis,"Allemande, Café",€
2600. Atriumbar,30 avis,"Allemande, Bar",€€-€€€
2601. Pizzeria Ledi Berlin,35 avis,"Italienne, Pizza",€€-€€€
2602. Italofritzen,263 avis,Italienne,€€-€€€
2603. Hasir Restaurant,171 avis,"Restauration rapide, Méditerranéenne",€€-€€€
2604. Esmeraldas Inka Cafe,18 avis,"Péruvienne, Sud-américaine",€
2605. SaiGon Quan,17 avis,"Japonaise, Sushi",€€-€€€
2606. Rixbox Espresso & Streetfood,21 avis,Soupes,€
2607. Zille-Stube Restaurant,44 avis,"Allemande, Européenne",€€-€€€
2608. Dubrovnik Grill,16 avis,"Européenne, Croate",€€-€€€
2609. El-Rief,18 avis,"Libanaise, Méditerranéenne",€
2610. Hey Cheuk Lau,25 avis,"Chinoise, Asiatique",€€-€€€
2611. Restaurant Viet Cuisine,13 avis,"Sushi, Asiatique",€
2612. Taz Kantine,16 avis,"Café, Européenne",€
2613. Cô Linh,10 avis,"Sushi, Vietnamienne",
2614. Amon,5 avis,Allemande,
2615. Kin-za,8 avis,Géorgienne,€€-€€€
2616. Restaurant Ratana,25 avis,"Asiatique, Thaï",€€-€€€
2617. La Favorita,27 avis,"Italienne, Méditerranéenne",€€€€
2618. HEIDELBEERE,41 avis,"Allemande, Européenne",€€-€€€
2619. Bok und Cocos Gesundbrunnen,20 avis,"Restauration rapide, Asiatique",€
2620. Fashion Cafe Dudus,13 avis,"Latino, Espagnole",€€-€€€
2621. Trattoria di Mare - Kleiner Mueggelsee,26 avis,"Italienne, Pizza",€€-€€€
2622. Dasomi,28 avis,"Asiatique, Coréenne",€
2623. Come Buy Bubble Tea,18 avis,Asiatique,€€-€€€
2624. La Cascina,57 avis,"Italienne, Méditerranéenne",€€€€
2625. Kitten Deli,15 avis,"Méditerranéenne, Saine",€
2626. Sarajevo Inn Grunewald,66 avis,"Barbecue/Grillades, Européenne",€€-€€€
2627. Satt und Selig,221 avis,"Européenne, Europe centrale",€€-€€€
2628. Dokmai,27 avis,"Asiatique, Thaï",€€-€€€
2629. Donath & Roch Bistro,14 avis,Internationale,€€-€€€
2630. Bentokado,7 avis,"Japonaise, Fruits de mer et poisson",Menu
2631. Fischladen Restaurant,15 avis,Fruits de mer et poisson,€€-€€€
2632. Vero Ristorante,24 avis,"Italienne, Méditerranéenne",€€-€€€
2633. Falafel Aladdin,12 avis,Moyen-Orient,€
2634. Panda,18 avis,Chinoise,€€-€€€
2635. Eiscafe La Piazza,24 avis,€€-€€€,
2636. Kreuzburger,60 avis,"Américaine, Restauration rapide",€
2637. Larb Koi,13 avis,"Allemande, Thaï",€€-€€€
2638. Auszeit,37 avis,"Méditerranéenne, Européenne",€€-€€€
2639. Juki,77 avis,"Barbecue/Grillades, Asiatique",€€-€€€
2640. Castelli Romani,22 avis,"Italienne, Européenne",€€-€€€
2641. Trattoria Acquolina,36 avis,"Italienne, Pizza",€
2642. Anouki Brasserie,7 avis,"Française, Allemande",€€-€€€
2643. LUXA,46 avis,"Libanaise, Restauration rapide",€
2644. Umi Vegan,5 avis,"Japonaise, Sushi",€€€€
2645. Chelany Restaurant,39 avis,"Indienne, Pakistanaise",€€-€€€
2646. Tavernetta Azara,11 avis,"Italienne, Café",€€-€€€
2647. Adria Grill,11 avis,€,
2648. Berliner Bierakademie,27 avis,"Bar, Pub",Menu
2649. Pergamon Döner Kebap,31 avis,"Restauration rapide, Turque",€
2650. Geco Tapas Bar,13 avis,"Fruits de mer et poisson, Méditerranéenne",€€-€€€
2651. Brotgarten,17 avis,Café,€
2652. Schiller Burger,47 avis,"Américaine, Restauration rapide",€
2653. Restaurant Makarska,15 avis,"Européenne, Croate",€
2654. Aanjal,28 avis,Indienne,€€-€€€
2655. Yeni Adana Grillhaus,23 avis,"Turque, Moyen-Orient",€€-€€€
2656. Timeless Restaurant und Cocktailbar Gastronomie,17 avis,Mexicaine,€
2657. Kollberg 35,51 avis,"Bar, Café",€€-€€€
2658. Restaurant Kneipe Kuchel-Eck,23 avis,Allemande,€€-€€€
2659. Kärrecho,16 avis,"Latino, Espagnole",€
2660. Alte Waldschaenke · Wiesenstein,31 avis,Allemande,€€-€€€
2661. Jemenitisches Restaurant,18 avis,Moyen-Orient,€€-€€€
2662. Coop Anti-War Cafe,14 avis,"Bar, Café",Menu
2663. Mona Lisa Classique,11 avis,"Française, Café",€
2664. Raja Jooseppi,24 avis,€€-€€€,
2665. La Caffetteria,18 avis,"Italienne, Café",€€-€€€
2666. Anna e Angelo,9 avis,Italienne,€
2667. FrischeParadies Berlin Charlottenburg,22 avis,Internationale,€€-€€€
2668. 90 Degree C,6 avis,Asiatique,€
2669. Cafe Pelmeni,24 avis,Russe,€
2670. Swadesh South And North Indian Food,6 avis,Indienne,€€-€€€
2671. Pizza Con Amore,18 avis,"Italienne, Pizza",€
2672. Ông Chu Vietnamese Gourmet,5 avis,"Asiatique, Vietnamienne",
2673. Bariton Cafe,46 avis,Mexicaine,€€-€€€
2674. Nordwind,30 avis,"Allemande, Européenne",€€-€€€
2675. Tsomi,26 avis,Géorgienne,€€-€€€
2676. März,30 avis,"Allemande, Café",€€-€€€
2677. No Bananas,14 avis,Méditerranéenne,€€-€€€
2678. Suriya Kanthi,53 avis,"Asiatique, Sri lankaise",€€-€€€
2679. Kohlenquelle,12 avis,"Italienne, Allemande",€
2680. Giovanni Rana,22 avis,Italienne,€
2681. The Store Kitchen,19 avis,Café,€€-€€€
2682. Vineria Carvalho,11 avis,"Espagnole, Bar à vins",€
2683. Goldesel,13 avis,"Allemande, Café",€
2684. Dioklecijan Split,20 avis,"Méditerranéenne, Européenne",€€-€€€
2685. Schiller Burger,24 avis,"Américaine, Restauration rapide",€
2686. Karabach,24 avis,"Turque, Moyen-Orient",€€-€€€
2687. Preeda,5 avis,"Asiatique, Thaï",€€-€€€
2688. Mondo Sardo,48 avis,"Italienne, Européenne",€€-€€€
2689. The My Moon Restaurant & Lounge,36 avis,"Steakhouse, Internationale",€€-€€€
2690. Pizzeria Da Latto,8 avis,"Italienne, Méditerranéenne",€
2691. dean&david,13 avis,"Restauration rapide, Européenne",€
2692. Voudookitchen Burger & Crepes,16 avis,"Restauration rapide, Barbecue/Grillades",€
2693. Eismanufaktur Faldon,9 avis,Italienne,€
2694. Da Salvatore,9 avis,"Italienne, Méditerranéenne",€€-€€€
2695. Tre Amici,15 avis,Italienne,€€-€€€
2696. Zur kleinen Remise,8 avis,€€-€€€,
2697. Miracolo,24 avis,"Italienne, Européenne",€€-€€€
2698. Tre Terre,14 avis,"Café, Internationale",€€-€€€
2699. The Lounge,7 avis,Internationale,€€-€€€
2700. Shikgoo,27 avis,"Asiatique, Coréenne",€€-€€€
2701. Tapas Espana,27 avis,Espagnole,€€-€€€
2702. Miele Café,20 avis,Internationale,€€-€€€
2703. Turn Up Bar,5 avis,"Bar, Pub",
2704. Don Sushi 15,19 avis,"Japonaise, Sushi",€
2705. Yokozuna Sushi,6 avis,Sushi,€€-€€€
2706. Organisierter Waffelhandel Caspar Cloer,5 avis,Allemande,€€-€€€
2707. Pacifico Buns & Bowls,56 avis,"Restauration rapide, Asiatique",€
2708. Trattoria Aversa,12 avis,"Italienne, Méditerranéenne",€€-€€€
2709. Blacklist Bar Berlin,10 avis,Bar,€€-€€€
2710. Zeder,8 avis,"Libanaise, Méditerranéenne",€€-€€€
2711. Ivgi's Kosher Restaurant,20 avis,"Moyen-Orient, Israélienne",€
2712. Quantuan,19 avis,"Asiatique, Vietnamienne",€
2713. Il Cielo di Berlino,76 avis,"Italienne, Pizza",€
2714. Bey Simit Haus,20 avis,"Méditerranéenne, Turque",€
2715. Kubi,11 avis,Vietnamienne,€
2716. Sushi Bar Ishin,19 avis,"Japonaise, Sushi",€€-€€€
2717. Medel Restaurant,9 avis,Italienne,€€-€€€
2718. Schwabylon Spatzle Exil Berlin,20 avis,Allemande,€
2719. Sandwich Art,8 avis,"Café, Restauration rapide",
2720. Rubens Coffee Lounge,27 avis,€€-€€€,Menu
2721. Macedonia,24 avis,€€-€€€,
2722. Ho Lo Restaurant,10 avis,"Asiatique, Vietnamienne",€€-€€€
2723. Kan'Koa,6 avis,"Sushi, Asiatique",Menu
2724. Pizza Mario X Gambino,8 avis,"Italienne, Napolitaine",€€-€€€
2725. Pizzeria da Izzi,12 avis,"Italienne, Pizza",€€-€€€
2726. Mido Xberg,6 avis,Asiatique,€€-€€€
2727. Bistro Pomelo Tree,13 avis,Vietnamienne,€
2728. Restaurant Mediterraneo,41 avis,"Italienne, Méditerranéenne",€€-€€€
2729. Parkcafe Berlin,177 avis,"Allemande, Bar",€€-€€€
2730. Fam Dang,18 avis,"Asiatique, Vietnamienne",€
2731. Castel Montecroce,19 avis,"Italienne, Pizza",€€-€€€
2732. Thai A Dong Sushi Bar,13 avis,"Japonaise, Sushi",
2733. Stradivari,24 avis,Italienne,€€-€€€
2734. Burgers Berlin,45 avis,"Américaine, Restauration rapide",€
2735. Lalibela Ethiopia,28 avis,"Africaine, Éthiopienne",€
2736. Restaurant Keramikos,9 avis,Grecque,€€-€€€
2737. Wirtshaus Halali,46 avis,"Autrichienne, Européenne",€€-€€€
2738. Tonkin Restaurant,37 avis,"Asiatique, Vietnamienne",€
2739. Resonanz,12 avis,Allemande,€
2740. L'Osteria Berlin Mahlsdorf,117 avis,"Italienne, Pizza",€€-€€€
2741. Café Ludmilla,16 avis,Café,
2742. The Diner Burger & More,45 avis,Américaine,€€-€€€
2743. Bistro Chez Maurice,105 avis,"Française, Européenne",€€-€€€
2744. Minty's Fresh Food Bar,17 avis,"Café, Internationale",€€-€€€
2745. Dos,22 avis,Mexicaine,€€-€€€
2746. Freundliche Backerei,7 avis,€,
2747. Bergmann Pizza,22 avis,"Italienne, Pizza",€
2748. Papaya Royal Thai,15 avis,"Asiatique, Thaï",
2749. Schönes Cafe,11 avis,Américaine,€€-€€€
2750. Le Belfort,19 avis,"Française, Café",€€-€€€
2751. Zum Ritter,12 avis,,
2752. Abba Mia,30 avis,"Européenne, Espagnole",€€-€€€
2753. Nordsee,15 avis,"Allemande, Fruits de mer et poisson",€€-€€€
2754. Andy's Diner & Bar,265 avis,"Américaine, Bar",€€-€€€
2755. Playing with eels,11 avis,€€-€€€,
2756. Taverne Platia,10 avis,Grecque,€€-€€€
2757. Western Saloon,11 avis,€€-€€€,
2758. HEIDE's,16 avis,Italienne,€€-€€€
2759. Bretterbude,13 avis,"Bar, Pub",
2760. Sylter Hof,30 avis,"Allemande, Européenne",€€-€€€
2761. Gatto Nero,18 avis,"Italienne, Pizza",€€-€€€
2762. Cafe Rundum,22 avis,Café,€
2763. Crazy Kims,10 avis,"Barbecue/Grillades, Asiatique",€€-€€€
2764. Arisu Sushi,18 avis,"Japonaise, Sushi",€
2765. Nascha Asia Markt Thai Imbiss,7 avis,€,Menu
2766. Restaurant Bayon,15 avis,"Asiatique, cambodgienne",€€-€€€
2767. VAPIANO Berlin Europaplatz,646 avis,"Italienne, Pizza",€€-€€€
2768. Akito Sushi Express,14 avis,"Japonaise, Sushi",€€-€€€
2769. Cafe Konzerthaus,69 avis,"Allemande, Café",€€-€€€
2770. Camaleon,12 avis,Méditerranéenne,Menu
2771. Cho Dong,20 avis,"Asiatique, Vietnamienne",€€-€€€
2772. Haelthy Cafe,13 avis,"Café, Internationale",€€-€€€
2773. Anno Domini,8 avis,,
2774. Restaurant Konoba,18 avis,€€-€€€,
2775. KAFFEE.BAR,18 avis,"Thé et café, Café",€
2776. Konrad Tönz,19 avis,"Bar, Pub",€
2777. Bun Sushi & Bar,8 avis,"Japonaise, Bar",€€€€
2778. Blaumilchkanal,14 avis,"Bar, Café",€
2779. Restaurant Split,15 avis,"Européenne, Croate",€€-€€€
2780. La Muse Gueule,40 avis,Française,€€-€€€
2781. Villa Toscana,10 avis,"Italienne, Méditerranéenne",€€-€€€
2782. Saibaba Restaurant,25 avis,Indienne,€
2783. Dresden,11 avis,"Française, Allemande",€
2784. Treptower Klause,25 avis,"Allemande, Internationale",€€-€€€
2785. Piro Espressobar,6 avis,"Italienne, Européenne",
2786. India Spice,14 avis,Indienne,
2787. Ionah Restaurant,15 avis,"Japonaise, Sushi",€
2788. Pockets,8 avis,"Moyen-Orient, Israélienne",€€-€€€
2789. Dolce Pizza,11 avis,"Italienne, Pizza",Menu
2790. Chaparro Cocina Mexicana,57 avis,"Mexicaine, Latino",€
2791. China Restaurant  Schatzkammer,18 avis,Chinoise,€€-€€€
2792. Vamos,14 avis,"Mexicaine, Latino",€€-€€€
2793. Acapulco,69 avis,Mexicaine,€€-€€€
2794. Magic John's,10 avis,"Américaine, Pizza",€
2795. Hage Ramen,10 avis,€€-€€€,
2796. Vedang - plant burger (Bikini),11 avis,"Américaine, Restauration rapide",€
2797. Tacorino,23 avis,"Mexicaine, Latino",€€-€€€
2798. Restaurant Adlermühle,43 avis,"Allemande, Européenne",€
2799. Aperitivo Cafè,6 avis,Italienne,€€-€€€
2800. Caras Gourmet,41 avis,"Thé et café, Café",€€-€€€
2801. Aashirvad,23 avis,Indienne,€€-€€€
2802. Salumeria Rosa,19 avis,"Italienne, Méditerranéenne",€€-€€€
2803. Allegretto Café im Neuen Museum,125 avis,"Allemande, Café",€€-€€€
2804. Esstaurant Mirko,13 avis,"Européenne, Croate",€€-€€€
2805. Schmuck's Restauration,11 avis,Allemande,€
2806. Mezban,6 avis,Indienne,€€-€€€
2807. Non La,18 avis,"Asiatique, Vietnamienne",€
2808. D’Angelo,10 avis,"Italienne, Méditerranéenne",Menu
2809. Die Kleene Aubergine,7 avis,Allemande,€€-€€€
2810. Pizza & Gusto,22 avis,Italienne,€
2811. Limun Restaurant,8 avis,"Asiatique, Thaï",€
2812. Trattoria Toscana Berlin,58 avis,"Italienne, Pizza",€€-€€€
2813. The Bird Barbecue,27 avis,"Américaine, Bar",€€-€€€
2814. Samrat Indisches Restaurant & Cafe,20 avis,Indienne,€€-€€€
2815. Cozys Coffee,99 avis,"Brésilienne, Café",€€-€€€
2816. 7 Dumpling,7 avis,Menu,
2817. Pizzeria La Stella,9 avis,"Italienne, Pizza",€€-€€€
2818. Gasthaus Hahn's Muehle,13 avis,Allemande,€€-€€€
2819. Cavolo Nero,11 avis,"Italienne, Café",€€-€€€
2820. Hummus-Company,17 avis,"Libanaise, Restauration rapide",€
2821. Restaurant Syrtaki,86 avis,Grecque,€€-€€€
2822. Lupita,70 avis,Mexicaine,€€-€€€
2823. China Restaurant Hee Lam Mun,17 avis,"Chinoise, Asiatique",€€-€€€
2824. Houdini,39 avis,Indienne,€€-€€€
2825. Salsabil,10 avis,"Libanaise, Méditerranéenne",
2826. The Rabbit Cafe,5 avis,"Japonaise, Asiatique",€
2827. The Poutine Kitchen,14 avis,"Restauration rapide, Cuisine de rue (street food)",€
2828. Bal Köfteci,11 avis,"Restauration rapide, Turque",€
2829. WUNDERBAR,6 avis,Chinoise,€€-€€€
2830. Kitaro Berlin,6 avis,"Japonaise, Péruvienne",€€-€€€
2831. Banh mi Stable,20 avis,"Asiatique, Vietnamienne",€
2832. Litehouse,50 avis,"Allemande, Européenne",€€-€€€
2833. Trattoria Pasta degli Angeli,35 avis,"Italienne, Pizza",€€-€€€
2834. Bogazici,32 avis,"Restauration rapide, Turque",€
2835. AndaluZia,72 avis,"Européenne, Espagnole",€€-€€€
2836. Alte Dorfecke,7 avis,€€-€€€,
2837. Leo Leo,14 avis,"Mexicaine, Américaine",€
2838. China Restaurant Fu Li Lai,20 avis,"Chinoise, Asiatique",€
2839. Corroboree Restaurant Cafe Bar,935 avis,"Bar, Fusion",€€-€€€
2840. Restaurant Grill,12 avis,"Steakhouse, Internationale",€€€€
2841. LuLa Deli Deluxe,95 avis,Internationale,€€-€€€
2842. Danis Pizza,7 avis,Italienne,€
2843. Peter Pane  Berlin Schloss,68 avis,"Américaine, Allemande",€€-€€€
2844. Batho Restaurant,13 avis,"Sushi, Asiatique",€€-€€€
2845. Charlotte,33 avis,"Bar, Pub",€€-€€€
2846. Spinner-Brücke,9 avis,"Allemande, Européenne",€€-€€€
2847. Steakhaus Angus,86 avis,"Steakhouse, Barbecue/Grillades",€
2848. Pepe Nero,84 avis,"Italienne, Pizza",€€-€€€
2849. La Piadina,38 avis,"Italienne, Européenne",€
2850. Berlin Beef Balls,12 avis,"Italienne, Indienne",€
2851. Andy's Diner & Bar,634 avis,"Américaine, Bar",€€-€€€
2852. Ristorante Colombina,15 avis,"Italienne, Pizza",€
2853. Bahnhofswirtschaft,7 avis,Allemande,
2854. Trattoria Battista,22 avis,"Italienne, Pizza",€€-€€€
2855. Pane Al Caffè,10 avis,Italienne,€€-€€€
2856. Die Eismacher,12 avis,Restauration rapide,€
2857. New Ocean,6 avis,,
2858. Butterbrot,19 avis,Européenne,€€-€€€
2859. Restaurant Aufwind,13 avis,"Allemande, Méditerranéenne",€€€€
2860. India Haus,8 avis,€€-€€€,
2861. Plusminusnull,47 avis,Européenne,€€-€€€
2862. Eisderix,7 avis,€€-€€€,Menu
2863. La Vita,10 avis,"Méditerranéenne, Turque",Menu
2864. Patta,12 avis,"Allemande, Restauration rapide",€
2865. Koisen,5 avis,"Asiatique, Fusion",€€-€€€
2866. Saigon Tapas,14 avis,"Asiatique, Vietnamienne",Menu
2867. Meya Meya,5 avis,"Méditerranéenne, Égyptienne",
2868. Hallen am Borsigturm,24 avis,"Allemande, Européenne",€
2869. Mondial Terrassen,644 avis,Internationale,€€-€€€
2870. Kraut & Ruben,7 avis,Allemande,€€-€€€
2871. China Restaurant Shanghai,28 avis,"Chinoise, Asiatique",€€-€€€
2872. Indiahaus Wannsee,28 avis,Indienne,€€-€€€
2873. La Bandida,17 avis,Mexicaine,€
2874. Salut!,19 avis,Bar,€€-€€€
2875. Kleine Dinge Cafe-Bar,9 avis,"Café, Internationale",€€-€€€
2876. Heo Restaurant,7 avis,Japonaise,€
2877. Da Back - Bistro,6 avis,,
2878. Restaurant Centenario,28 avis,"Mexicaine, Sud-américaine",€€-€€€
2879. Hoshisushi,21 avis,"Japonaise, Sushi",€
2880. Dal Conte,19 avis,"Italienne, Méditerranéenne",€€-€€€
2881. Papa No,36 avis,"Japonaise, Sushi",€€-€€€
2882. Minty,43 avis,Vietnamienne,€€-€€€
2883. Strassenbahn Gaststatten und Getrankehandel,15 avis,"Allemande, Bar",€€-€€€
2884. Lee Asia Food & Sushi,12 avis,"Japonaise, Sushi",
2885. Nikolais Restaurant & Bar,13 avis,"Française, Bar",€€-€€€
2886. Lehmann's Gute Stube,25 avis,"Allemande, Diner",€€-€€€
2887. Sabzi,17 avis,"Asiatique, Moyen-Orient",€
2888. Prisma Pavillion,12 avis,"Italienne, Pizza",Menu
2889. El-Bandito,35 avis,"Mexicaine, Sud-américaine",€
2890. Viet Ha,11 avis,"Chinoise, Sushi",€€-€€€
2891. L'herbivore,10 avis,"Européenne, Scandinave",€
2892. Ristorante De Santi,12 avis,"Italienne, Méditerranéenne",€€-€€€
2893. Trattoria La Bella Sicilia,19 avis,"Italienne, Pizza",€€-€€€
2894. Caglayan Grillhaus,10 avis,Turque,Menu
2895. Vadoli,57 avis,"Pizza, Méditerranéenne",€€-€€€
2896. Schützenwirtin,17 avis,"Allemande, Autrichienne",€€-€€€
2897. Cafe Liebig,15 avis,"Allemande, Café",€€-€€€
2898. La Piccola,41 avis,"Italienne, Pizza",€
2899. Dorfaue,11 avis,"Allemande, Européenne",€€-€€€
2900. Balkaymak Simit Evi,6 avis,Turque,
2901. Cafe am Engelbecken,87 avis,"Café, Européenne",€€-€€€
2902. Frederick's,28 avis,"Allemande, Européenne",€€€€
2903. Kartoffelacker im KaDeWe,29 avis,"Allemande, Européenne",€€-€€€
2904. Ya Karim,19 avis,"Libanaise, Méditerranéenne",€
2905. Cafe Bar Morena,59 avis,"Bar, Café",€€-€€€
2906. Restaurant Au Lac,8 avis,Allemande,€€€€
2907. Tina's Superfood Deli,4 avis,"Latino, Espagnole",
2908. Vom Einfachen Das Gute (Deli-Shop),11 avis,"Italienne, Française",€€-€€€
2909. Fratelli Da Giovanni,22 avis,Italienne,€€-€€€
2910. Arirang,79 avis,"Barbecue/Grillades, Asiatique",€
2911. Restaurant Mustang,40 avis,"Italienne, Steakhouse",€€-€€€
2912. Il Cardinale,44 avis,"Italienne, Européenne",€€-€€€
2913. Tomasa,89 avis,€€-€€€,Menu
2914. Cubar,7 avis,"Bar, Pub",
2915. Villa Neukölln,11 avis,"Bar, Pub",
2916. China Restaurant Phoenix,13 avis,"Chinoise, Sushi",€€-€€€
2917. Il Pizzaiolo,13 avis,"Italienne, Pizza",€€-€€€
2918. Pinatas Restaurant Alexanderplatz ,4 avis,Mexicaine,
2919. Kokoro,9 avis,"Café, Vietnamienne",€€-€€€
2920. Bat Viet,24 avis,Vietnamienne,€
2921. Capvin,26 avis,"Italienne, Pizza",€€-€€€
2922. Cancun Potsdamer Platz ,7 avis,Mexicaine,Menu
2923. Mesopotamia Restaurant,4 avis,"Libanaise, Méditerranéenne",€€-€€€
2924. Little Green Rabbit - Ku'damm,5 avis,Saine,Menu
2925. Thai Curry,22 avis,Thaï,€€-€€€
2926. Beyzade Restaurant,7 avis,"Restauration rapide, Méditerranéenne",€
2927. Sushi 93,21 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
2928. Cavallino,15 avis,Italienne,€€-€€€
2929. Kalogria,24 avis,Grecque,€€-€€€
2930. Lovis Restaurant,22 avis,"Européenne, Moderne",€€€€
2931. Restaurant Maracas,19 avis,"Mexicaine, Steakhouse",€€-€€€
2932. Restaurant Dubrovnik,10 avis,"Européenne, Croate",€€-€€€
2933. Tapitas,56 avis,"Méditerranéenne, Européenne",€€-€€€
2934. Nini e Pettirosso,40 avis,"Italienne, Pizza",€
2935. Pan Am Lounge,9 avis,"Américaine, Internationale",€€€€
2936. Jansen Bar,11 avis,,
2937. San,7 avis,"Japonaise, Fruits de mer et poisson",€€-€€€
2938. Asia Time,21 avis,"Asiatique, Thaï",€€-€€€
2939. Ex Bar,5 avis,"Bar, Café",
2940. Ristorante Romano,26 avis,€,
2941. Emira Vegan Sushi Restaurant,4 avis,"Asiatique, Fusion",Menu
2942. Pizzeria Verdura,6 avis,"Italienne, Indienne",€
2943. Taste,20 avis,"Asiatique, Singapourienne",€
2944. Asia Deli,11 avis,"Chinoise, Asiatique",
2945. Il Castello,32 avis,Italienne,€€-€€€
2946. Ristorante Cuore Salentino,10 avis,"Italienne, Méditerranéenne",€€-€€€
2947. Platz Doch,24 avis,"Internationale, Européenne",€€-€€€
2948. Freiheit Funfzehn,17 avis,Allemande,€
2949. The Boat Kaffee,6 avis,"Italienne, Bar",
2950. Speiches Rock- & Blueskneipe,14 avis,€,
2951. Sangam,27 avis,Indienne,€
2952. Asia Thanh,7 avis,"Chinoise, Restauration rapide",€
2953. Oukan,5 avis,"Japonaise, Fusion japonaise",
2954. Restaurante Aldente,41 avis,"Italienne, Pizza",€
2955. Haroun,16 avis,"Libanaise, Restauration rapide",€
2956. Dan Thai Food,9 avis,Thaï,€
2957. Pizzeria Italia,40 avis,"Italienne, Pizza",€
2958. Trattoria Fellini,26 avis,Italienne,€€-€€€
2959. Ristorante Brescia,24 avis,Italienne,€€-€€€
2960. Mira Restaurant,32 avis,"Bar, Barbecue/Grillades",€€-€€€
2961. Posh Teckel,8 avis,"Bar, Pizza",€
2962. Simbur Fruhstuckshaus und Burger,9 avis,"Européenne, Diner",€
2963. Restaurant im Wintergarten Varietè,22 avis,"Européenne, Europe centrale",€€-€€€
2964. Muhlengarten,31 avis,"Européenne, Croate",€€-€€€
2965. Josty since 1796,731 avis,Allemande,€€-€€€
2966. The Alchemist,6 avis,Fusion,
2967. Musuko 1984,4 avis,Japonaise,
2968. Restaurant Areti,21 avis,"Méditerranéenne, Grecque",€€-€€€
2969. Taverna Hellas,19 avis,Grecque,
2970. Sabai Sabai - original Thai Street Food,11 avis,"Asiatique, Thaï",€
2971. Mado Berlin,9 avis,Turque,€€-€€€
2972. Aldimashqi الدمشقي,34 avis,"Restauration rapide, Moyen-Orient",€
2973. Friends Cocktailbar,13 avis,€€-€€€,
2974. China Restaurant -  Royal Pavillon,6 avis,"Chinoise, Asiatique",€€-€€€
2975. Toms Kaffeerösterei,6 avis,,
2976. Do Thanh,16 avis,"Japonaise, Sushi",€
2977. Viet Hello-BBQ,5 avis,Vietnamienne,
2978. rdo Restaurant Deutsche Oper,59 avis,"Européenne, Europe centrale",€€-€€€
2979. Baeckerei Bacco,8 avis,Allemande,
