Titre,image,Nom_Hotel,Lien,Ville,Emplacement,Note,Appreciation,Place,Comparatif,Nbr_Experiences,TCC,Type,Detail,Prix
Appartement 1 Chambre,https://cf.bstatic.com/xdata/images/hotel/square600/482914364.webp?k=21382e6ae09177d5ab4b1b12851db9c1f98185bde94b9470437e122d8e346132&o=,MyPrishtina Apartments 3,https://www.booking.com/hotel/xk/myprishtina-apartments-3.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=147&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924558&all_sr_blocks=1057267101_377937765_1_0_0&highlighted_blocks=1057267101_377937765_1_0_0&matching_block_id=1057267101_377937765_1_0_0&sr_pri_blocks=1057267101_377937765_1_0_0__2880&from=searchresults&map=1,Pristina,"0,9 km du centre",10,Exceptionnel ,Hébergement géré par un particulier,,2 expériences vécues,Taxes et frais compris,"1 nuit, 1 adulte",1 lit double,€ 29
Appartement 1 Chambre,https://cf.bstatic.com/xdata/images/hotel/square600/430792301.webp?k=9e6be454e95f6637f425670c9df70aff9c95d7d0f7416915996f731f75d09153&o=,City Center - TERRA Apartment,https://www.booking.com/hotel/xk/city-center-terra-apartment.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=148&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924558&all_sr_blocks=964984301_375616031_4_0_0&highlighted_blocks=964984301_375616031_4_0_0&matching_block_id=964984301_375616031_4_0_0&sr_pri_blocks=964984301_375616031_4_0_0__4020&from=searchresults&map=1,Pristina,"1,3 km du centre","9,5",Exceptionnel ,Hébergement géré par un particulier,,8 expériences vécues,Taxes et frais compris,"1 nuit, 1 adulte","2 lits (1 lit double, 1 canapé-lit)",€ 40
Appartement 1 Chambre,https://cf.bstatic.com/xdata/images/hotel/square600/493209084.webp?k=697b7cb9ac9585afabf647488e0ebe5dce6e73b05b59fcf8588e5953bc747306&o=,Entire apartment hosted by Art Ademi,https://www.booking.com/hotel/xk/entire-apartment-hosted-by-art-ademi.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=149&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924558&all_sr_blocks=1078745101_380478506_1_0_0&highlighted_blocks=1078745101_380478506_1_0_0&matching_block_id=1078745101_380478506_1_0_0&sr_pri_blocks=1078745101_380478506_1_0_0__3360&from=searchresults&map=1,Pristina,"1,4 km du centre",,,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,Taxes et frais compris,1 lit simple,€ 40€ 34-16 %
Appartement 1 Chambre,https://cf.bstatic.com/xdata/images/hotel/square600/440245800.webp?k=5dc241d362f8a2e6133c7e3fae1e6b6960a8a584d2eaaf6ac4671f2b6dfc5d79&o=,L&M Apartment,https://www.booking.com/hotel/xk/l-amp-m-apartment.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=150&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924558&all_sr_blocks=878226301_356875371_2_0_0&highlighted_blocks=878226301_356875371_2_0_0&matching_block_id=878226301_356875371_2_0_0&sr_pri_blocks=878226301_356875371_2_0_0__3500&from=searchresults&map=1,Pristina,300 m du centre,"9,3",Fabuleux  ,Hébergement géré par un particulier,Plus que 1 à ce prix sur notre site,23 expériences vécues,Taxes et frais compris,"1 nuit, 1 adulte",1 grand lit double,€ 35
Appartement 2 Chambres,https://cf.bstatic.com/xdata/images/hotel/square600/481440342.webp?k=d4c1ef3669e8d892b3780a0885b3cd4be98ceb94bae0d9e730efc4412e723a12&o=,Prishtina City Apartament,https://www.booking.com/hotel/xk/prishtina-city-apartament.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=151&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924565&all_sr_blocks=1053819201_377567550_5_0_0&highlighted_blocks=1053819201_377567550_5_0_0&matching_block_id=1053819201_377567550_5_0_0&sr_pri_blocks=1053819201_377567550_5_0_0__3500&from=searchresults&map=1,Pristina,"0,5 km du centre","8,0",Très bien ,Hébergement géré par un particulier,,1 expérience vécue,Taxes et frais compris,"1 nuit, 1 adulte","4 lits (1 lit simple, 1 lit double, 2 canapés-lits)",€ 35
Appartement 1 Chambre,https://cf.bstatic.com/xdata/images/hotel/square600/499882253.webp?k=f2f6630a2ef1eec0774b138cb1430cd74955a0b3b65a296d86a8472b60c3839e&o=,Throne Apartments,https://www.booking.com/hotel/xk/throne-apartments.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=152&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924565&all_sr_blocks=1093422201_382202856_1_0_0&highlighted_blocks=1093422201_382202856_1_0_0&matching_block_id=1093422201_382202856_1_0_0&sr_pri_blocks=1093422201_382202856_1_0_0__3264&from=searchresults&map=1,Pristina,"0,8 km du centre",,,Hébergement géré par un particulier,,"1 nuit, 1 adulte",Taxes et frais compris,Taxes et frais compris,"2 lits (1 lit double, 1 canapé-lit)",€ 38€ 33-15 %
Appartement 1 Chambre,https://cf.bstatic.com/xdata/images/hotel/square600/421729667.webp?k=9d8c4ff3493ba595de089a28dde12e9fd8b1f7cebc39dc8987423663c6a37787&o=,Nest Studio II - City Center,https://www.booking.com/hotel/xk/nest-studio-ii-city-center.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=153&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924565&all_sr_blocks=950675101_367698257_1_0_0&highlighted_blocks=950675101_367698257_1_0_0&matching_block_id=950675101_367698257_1_0_0&sr_pri_blocks=950675101_367698257_1_0_0__3240&from=searchresults&map=1,Pristina,"1,1 km du centre","8,0",Très bien ,Hébergement géré par un particulier,,5 expériences vécues,Taxes et frais compris,"1 nuit, 1 adulte",1 lit double,€ 32
Villa 2 Chambres :,https://cf.bstatic.com/xdata/images/hotel/square600/471867524.webp?k=03b7f76e5ce75db4970c3fea56fadbb287dbba89935db10f2a7ecccb240432e0&o=,Luxury Home with Garden,https://www.booking.com/hotel/xk/luxury-home-with-garden.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=154&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924565&all_sr_blocks=1013140101_373925328_6_0_0&highlighted_blocks=1013140101_373925328_6_0_0&matching_block_id=1013140101_373925328_6_0_0&sr_pri_blocks=1013140101_373925328_6_0_0__5950&from=searchresults&map=1,Pristina,"2,1 km du centre","7,0",Bien  ,Hébergement géré par un particulier,,3 expériences vécues,Taxes et frais compris,"1 nuit, 1 adulte","6 lits (2 lits simples, 1 lit double, 3 canapés-lits)",€ 70€ 60-15 %
Appartement 1 Chambre,https://cf.bstatic.com/xdata/images/hotel/square600/411835200.webp?k=976174e3e0f02310b241f781d0c07393d2a872bc30d247efb5a7c443a529c3bf&o=,City Center Prishtina,https://www.booking.com/hotel/xk/city-center-prishtina-prishtina.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=155&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924565&all_sr_blocks=933728201_365456862_1_0_0&highlighted_blocks=933728201_365456862_1_0_0&matching_block_id=933728201_365456862_1_0_0&sr_pri_blocks=933728201_365456862_1_0_0__2997&from=searchresults&map=1,Pristina,"0,6 km du centre","8,1",Très bien ,Hébergement géré par un particulier,,14 expériences vécues,Taxes et frais compris,"1 nuit, 1 adulte",1 lit double,€ 30
Appartement 2 Chambres,https://cf.bstatic.com/xdata/images/hotel/square600/416654754.webp?k=d1f10c0b70a766954cfe79b7f64011a204f351f160187544a4fa77f0e009145e&o=,Ideal Apartment n4,https://www.booking.com/hotel/xk/ideal-apartment-n4-prishtina.fr.html?label=gog235jc-1DCAMoyAE4wwJIDVgDaE2IAQGYAQ24ARfIAQzYAQPoAQH4AQKIAgGoAgO4AoDcjaoGwAIB0gIkNjQwODM3N2YtMzg5NC00ODYyLTg4ZDQtNWQxMmQyOTg2MWM02AIE4AIB&sid=c694f4a42cec3bb04547d189ffe881c8&aid=356980&ucfs=1&arphpl=1&checkin=2023-11-03&checkout=2023-11-04&dest_id=-93264&dest_type=city&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=156&sr_order=popularity&srpvid=c9c250b221ec017f&srepoch=1698924565&all_sr_blocks=942956701_366483041_1_0_0&highlighted_blocks=942956701_366483041_1_0_0&matching_block_id=942956701_366483041_1_0_0&sr_pri_blocks=942956701_366483041_1_0_0__4050&from=searchresults&map=1,Pristina,"1,6 km du centre","9,5",Exceptionnel ,"4 lits (2 lits doubles, 2 canapés-lits)",,38 expériences vécues,Taxes et frais compris,"1 nuit, 1 adulte","4 lits (2 lits doubles, 2 canapés-lits)",€ 41
